UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL115045,..,0,40,63,103,137,151,110,24,621,..,13,28,18,27,17,3,3,0,112,..,0,0,6,16,5,3,4,5,38,226,..,..,..,..,..,..,..,..,226,..,54,..,..,..,..,..,..,..,54,..,60,30,13,13,10,0,0,0,127,..,7,3,3,10,3,7,7,0,46,..,3,3,0,0,5,0,0,0,17,..,0,5,3,6,7,4,0,3,36,..,7,10,20,33,59,51,40,13,223,6,4,6,7,3,20,4,9,0,63,232,154,126,138,208,262,227,163,40,1550,..,4,47,69,113,142,147,86,7,620,..,19,28,21,31,7,9,0,0,110,..,9,30,29,31,18,3,15,8,126,205,..,..,..,..,..,..,..,..,205,..,47,..,..,..,..,..,..,..,47,..,30,14,0,8,5,3,0,0,58,..,4,3,4,4,3,7,0,6,34,..,11,0,3,0,0,0,0,0,18
UCL115046,..,0,14,23,32,43,45,26,9,181,..,3,10,6,11,3,3,0,0,29,..,0,0,3,0,0,3,0,3,12,122,..,..,..,..,..,..,..,..,122,..,19,..,..,..,..,..,..,..,19,..,17,4,9,0,0,0,0,0,35,..,7,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,4,..,6,0,3,0,3,3,3,0,18,..,3,4,6,6,13,24,10,4,73,0,0,3,3,0,0,0,3,0,21,126,56,47,45,50,65,76,42,15,527,..,3,20,27,36,37,49,13,3,186,..,6,7,3,7,8,0,0,0,37,..,4,11,6,15,8,0,0,0,48,98,..,..,..,..,..,..,..,..,98,..,15,..,..,..,..,..,..,..,15,..,7,4,3,0,0,0,0,0,17,..,0,0,0,0,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0
UCL115047,..,0,21,38,32,84,105,46,16,344,..,4,5,18,12,19,9,5,0,76,..,0,0,4,8,0,0,0,0,18,149,..,..,..,..,..,..,..,..,149,..,19,..,..,..,..,..,..,..,19,..,16,5,0,3,4,0,0,0,26,..,3,3,0,3,3,0,0,0,12,..,0,0,0,4,0,0,0,0,3,..,0,4,0,3,3,3,0,0,17,..,0,8,9,14,21,26,11,9,93,3,0,0,0,0,3,3,3,0,22,153,47,46,70,85,137,155,62,22,779,..,0,25,40,46,95,92,36,11,341,..,12,9,17,13,15,12,3,0,81,..,0,16,15,10,7,3,3,7,64,131,..,..,..,..,..,..,..,..,131,..,24,..,..,..,..,..,..,..,24,..,11,7,4,0,5,0,0,0,29,..,0,0,0,0,0,3,0,3,10,..,0,0,0,0,0,0,0,0,0
UCL115048,..,0,23,39,39,36,50,17,8,200,..,11,18,17,6,8,3,0,0,69,..,0,0,3,0,0,0,3,0,5,134,..,..,..,..,..,..,..,..,134,..,25,..,..,..,..,..,..,..,25,..,19,7,6,3,0,0,0,0,32,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,5,..,3,0,0,3,0,3,0,0,11,..,4,7,16,12,19,16,8,5,93,0,0,0,0,0,3,0,0,0,8,131,65,60,83,67,61,72,29,10,581,..,3,32,38,42,37,41,11,4,202,..,12,17,10,12,3,0,0,0,64,..,0,10,24,10,10,6,0,0,65,124,..,..,..,..,..,..,..,..,124,..,21,..,..,..,..,..,..,..,21,..,10,5,0,3,0,0,0,0,21,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL115049,..,0,9,19,25,41,39,24,8,165,..,8,7,10,6,7,9,0,0,44,..,0,0,4,0,3,0,0,0,7,74,..,..,..,..,..,..,..,..,74,..,14,..,..,..,..,..,..,..,14,..,15,9,6,5,7,0,0,0,36,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,6,3,0,4,0,0,0,11,..,0,3,0,7,19,14,12,3,52,0,0,3,3,3,0,4,0,0,11,74,39,35,47,42,76,70,41,14,433,..,0,14,21,30,39,37,21,0,167,..,5,12,4,8,14,6,0,0,43,..,0,10,12,11,4,7,3,3,44,76,..,..,..,..,..,..,..,..,76,..,17,..,..,..,..,..,..,..,17,..,5,0,0,0,0,0,0,0,7,..,0,0,0,0,3,5,0,0,9,..,0,0,0,0,0,0,0,0,3
UCL115050,..,0,17,41,59,61,33,5,0,222,..,0,5,6,7,7,0,0,0,32,..,0,0,0,3,0,0,0,0,12,111,..,..,..,..,..,..,..,..,111,..,26,..,..,..,..,..,..,..,26,..,31,16,11,0,0,0,0,0,57,..,3,0,0,0,3,0,0,4,8,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,3,0,0,0,4,..,0,0,8,0,4,9,3,0,23,0,3,0,4,0,0,3,0,0,10,111,66,48,69,81,79,45,12,5,518,..,0,28,45,56,70,23,6,0,231,..,3,4,6,9,6,0,0,0,32,..,3,7,0,8,6,0,3,0,33,91,..,..,..,..,..,..,..,..,91,..,34,..,..,..,..,..,..,..,34,..,9,9,3,0,0,0,0,0,20,..,4,0,0,0,3,3,0,0,14,..,0,0,0,0,0,0,0,0,3
UCL115051,..,0,24,38,59,78,100,56,8,370,..,5,5,10,10,5,3,0,0,45,..,0,3,5,3,3,0,0,0,20,178,..,..,..,..,..,..,..,..,178,..,31,..,..,..,..,..,..,..,31,..,28,17,11,13,4,0,0,0,70,..,4,4,5,0,3,0,0,0,13,..,0,5,3,3,0,0,0,0,12,..,3,0,0,4,8,0,0,0,12,..,3,12,17,24,22,33,16,11,142,0,7,7,5,6,8,0,0,0,38,181,88,85,92,119,133,144,74,18,936,..,0,32,54,59,107,77,37,6,370,..,6,11,16,5,6,4,0,0,50,..,7,22,31,14,8,7,4,5,98,167,..,..,..,..,..,..,..,..,167,..,46,..,..,..,..,..,..,..,46,..,18,5,3,0,9,0,0,0,41,..,0,0,0,0,3,3,0,6,15,..,3,0,0,0,0,0,0,0,4
UCL115052,..,0,31,46,74,126,101,67,12,462,..,6,32,24,22,22,9,3,3,122,..,0,0,7,10,6,4,0,0,33,242,..,..,..,..,..,..,..,..,242,..,44,..,..,..,..,..,..,..,44,..,42,20,10,11,3,0,0,0,86,..,4,3,3,0,3,0,0,0,16,..,0,5,0,3,0,0,0,0,8,..,8,4,3,6,8,4,7,0,42,..,3,12,28,35,38,49,29,8,199,5,12,5,9,10,11,9,3,0,61,247,125,109,133,164,212,177,111,20,1315,..,3,50,62,87,117,102,38,6,470,..,19,28,22,19,22,12,0,0,122,..,3,25,39,23,16,7,5,4,121,203,..,..,..,..,..,..,..,..,203,..,41,..,..,..,..,..,..,..,41,..,25,4,6,3,0,0,0,0,38,..,11,0,0,0,0,9,3,0,29,..,3,3,3,0,0,0,0,0,10
UCL115053,..,3,109,138,104,64,41,35,16,515,..,20,50,17,6,6,0,0,0,110,..,0,0,3,3,3,0,0,0,10,320,..,..,..,..,..,..,..,..,320,..,60,..,..,..,..,..,..,..,60,..,29,12,3,0,0,0,0,0,49,..,7,6,0,0,0,4,0,0,13,..,7,4,0,3,0,0,0,0,9,..,87,41,4,0,0,0,0,0,134,..,5,20,3,7,8,9,7,0,55,0,17,3,3,0,0,0,0,0,24,320,230,250,166,129,78,57,41,21,1305,..,13,136,132,94,58,39,39,3,520,..,34,50,10,14,0,0,0,0,120,..,3,17,27,19,8,0,0,0,72,300,..,..,..,..,..,..,..,..,300,..,75,..,..,..,..,..,..,..,75,..,21,14,0,0,0,0,0,0,42,..,14,3,0,0,3,6,4,0,27,..,15,0,0,0,0,0,0,0,17
UCL115054,..,0,31,56,74,115,103,70,25,468,..,5,32,17,19,27,12,3,3,113,..,0,3,9,14,5,3,3,0,37,191,..,..,..,..,..,..,..,..,191,..,48,..,..,..,..,..,..,..,48,..,44,23,14,6,9,0,0,0,99,..,3,0,4,5,3,5,0,4,20,..,4,5,3,4,0,0,0,0,16,..,9,5,9,5,9,12,3,3,53,..,3,5,19,26,45,64,25,13,208,0,7,3,3,7,9,14,3,0,45,189,123,106,126,160,217,213,109,45,1286,..,0,35,72,75,127,92,64,11,473,..,14,32,11,23,18,4,3,0,114,..,3,12,38,31,11,4,9,7,115,206,..,..,..,..,..,..,..,..,206,..,43,..,..,..,..,..,..,..,43,..,27,10,0,0,3,0,0,0,40,..,3,0,0,5,3,0,3,6,26,..,7,0,0,0,0,0,0,0,4
UCL115055,..,0,9,23,34,76,94,69,19,317,..,0,6,5,6,12,7,3,0,48,..,0,0,0,0,4,3,3,0,12,85,..,..,..,..,..,..,..,..,85,..,8,..,..,..,..,..,..,..,8,..,19,8,6,9,0,0,0,0,42,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,0,4,4,4,5,3,0,20,..,0,4,3,8,19,11,11,11,62,7,3,7,4,3,0,3,0,0,25,90,45,44,47,61,111,122,85,34,637,..,0,20,26,41,70,99,48,14,321,..,6,8,12,5,11,8,0,4,53,..,3,3,13,7,8,5,0,0,35,68,..,..,..,..,..,..,..,..,68,..,19,..,..,..,..,..,..,..,19,..,18,7,3,0,6,0,0,0,30,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3
UCL115056,..,3,29,40,42,60,70,36,11,293,..,6,10,10,13,10,10,5,0,66,..,0,4,7,3,8,0,0,0,21,145,..,..,..,..,..,..,..,..,145,..,24,..,..,..,..,..,..,..,24,..,28,3,3,4,0,0,0,0,43,..,0,0,0,0,3,0,0,0,4,..,3,3,0,0,0,0,0,0,6,..,9,8,3,0,4,9,0,0,27,..,7,16,6,14,38,40,13,9,138,0,3,4,4,3,3,3,0,6,28,149,78,75,76,79,129,127,60,19,788,..,3,29,51,38,68,59,30,3,290,..,9,14,8,8,14,3,0,0,64,..,3,13,21,19,4,3,7,3,69,144,..,..,..,..,..,..,..,..,144,..,25,..,..,..,..,..,..,..,25,..,15,3,4,0,0,0,0,0,23,..,5,0,0,3,4,3,0,0,15,..,0,3,3,0,0,0,0,0,7
UCL115057,..,3,68,87,61,50,36,8,3,322,..,11,34,24,3,0,4,0,0,82,..,0,0,9,8,4,3,0,0,23,243,..,..,..,..,..,..,..,..,243,..,44,..,..,..,..,..,..,..,44,..,46,13,9,0,0,0,0,0,64,..,9,5,0,0,3,0,3,0,14,..,6,6,0,0,0,0,0,0,8,..,0,7,4,3,3,3,0,0,18,..,7,17,16,18,17,11,0,0,82,0,12,7,3,8,0,0,0,0,25,244,137,147,142,98,81,55,16,3,931,..,5,84,91,59,45,25,6,0,318,..,17,40,14,6,0,3,0,0,90,..,5,24,26,11,8,4,4,3,85,251,..,..,..,..,..,..,..,..,251,..,32,..,..,..,..,..,..,..,32,..,21,0,0,3,4,0,0,0,29,..,6,0,0,0,0,3,0,0,13,..,3,0,0,0,0,0,0,0,4
UCL115058,..,0,11,31,22,40,20,20,0,147,..,8,10,7,6,6,3,0,0,40,..,0,0,0,3,0,0,0,0,12,107,..,..,..,..,..,..,..,..,107,..,18,..,..,..,..,..,..,..,18,..,20,11,11,4,0,0,0,0,50,..,4,0,0,3,3,0,4,0,17,..,4,3,0,0,0,0,0,0,7,..,0,0,0,0,4,0,0,0,10,..,0,3,4,3,10,7,4,0,37,0,0,5,3,4,0,0,0,0,9,107,53,49,52,52,69,40,35,3,451,..,0,18,27,27,33,29,13,0,149,..,9,12,7,12,3,0,0,0,41,..,4,20,10,13,8,5,3,3,69,108,..,..,..,..,..,..,..,..,108,..,22,..,..,..,..,..,..,..,22,..,7,0,4,0,0,0,0,0,15,..,3,0,0,0,0,0,0,0,9,..,5,0,0,0,0,0,0,0,7
UCL115059,..,3,29,50,58,61,35,16,4,258,..,3,22,4,7,10,3,0,0,46,..,0,0,0,6,0,4,0,0,15,126,..,..,..,..,..,..,..,..,126,..,26,..,..,..,..,..,..,..,26,..,52,14,7,3,0,0,0,0,74,..,6,0,0,0,0,0,0,0,11,..,3,0,0,4,0,0,0,0,3,..,0,0,0,0,3,3,0,0,11,..,4,3,3,9,6,6,0,0,36,0,3,3,0,3,0,0,0,0,13,125,98,74,73,80,87,62,14,3,618,..,9,45,47,59,60,28,6,0,264,..,5,16,11,13,3,3,0,0,52,..,0,3,14,19,3,5,0,0,48,141,..,..,..,..,..,..,..,..,141,..,37,..,..,..,..,..,..,..,37,..,30,11,3,0,4,0,0,0,49,..,0,0,0,0,0,3,0,3,13,..,3,3,0,0,0,0,0,0,5
UCL115060,..,0,31,56,39,42,44,12,3,230,..,3,7,6,7,0,0,0,0,27,..,0,0,0,8,3,5,0,0,9,147,..,..,..,..,..,..,..,..,147,..,20,..,..,..,..,..,..,..,20,..,25,16,4,7,0,0,0,0,53,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,7,..,0,0,6,3,7,7,7,0,28,0,0,0,0,0,0,0,0,0,3,147,53,59,78,68,60,51,17,4,536,..,0,41,57,59,40,31,7,0,241,..,3,5,10,8,3,0,0,0,29,..,0,3,9,12,8,5,0,0,45,123,..,..,..,..,..,..,..,..,123,..,39,..,..,..,..,..,..,..,39,..,23,8,3,0,0,0,0,0,33,..,0,0,0,0,3,0,3,0,13,..,0,0,0,0,0,0,0,0,0
UCL115061,..,0,65,163,168,212,168,76,16,866,..,7,29,33,25,21,9,0,0,127,..,0,0,4,3,3,3,0,0,23,385,..,..,..,..,..,..,..,..,385,..,99,..,..,..,..,..,..,..,99,..,69,30,6,7,3,0,0,0,114,..,12,0,0,4,0,3,0,0,24,..,5,5,0,4,0,0,0,0,13,..,18,18,3,0,0,3,4,0,50,..,4,17,12,16,38,24,7,9,118,11,10,12,0,6,15,5,3,0,58,395,224,169,234,237,287,215,93,28,1885,..,3,95,183,184,215,146,63,4,888,..,13,29,35,23,18,6,0,0,126,..,3,6,22,35,9,7,8,3,94,379,..,..,..,..,..,..,..,..,379,..,119,..,..,..,..,..,..,..,119,..,45,19,5,3,6,0,0,0,79,..,5,0,0,0,4,5,3,3,20,..,0,5,0,0,0,0,0,0,3
UCL115062,..,0,24,41,66,78,77,54,20,362,..,3,22,19,18,9,3,0,0,81,..,0,3,7,7,6,0,3,5,26,236,..,..,..,..,..,..,..,..,236,..,34,..,..,..,..,..,..,..,34,..,47,9,10,5,3,0,0,0,78,..,17,4,0,0,0,8,0,0,28,..,3,0,0,0,0,0,3,0,11,..,4,6,9,5,5,0,0,0,28,..,4,18,13,20,31,22,20,11,149,6,16,6,5,10,0,4,0,0,42,243,131,92,105,126,139,119,86,37,1076,..,3,29,52,74,87,75,45,8,365,..,13,29,20,17,4,3,0,0,82,..,21,32,33,18,11,6,6,0,135,221,..,..,..,..,..,..,..,..,221,..,39,..,..,..,..,..,..,..,39,..,28,11,8,3,3,0,0,0,51,..,10,0,3,4,10,9,6,3,46,..,0,0,0,0,0,0,0,0,3
UCL115063,..,5,97,106,86,111,63,16,0,486,..,12,43,27,13,14,0,0,0,101,..,0,3,6,5,5,0,0,0,26,306,..,..,..,..,..,..,..,..,306,..,52,..,..,..,..,..,..,..,52,..,82,33,10,3,0,0,0,0,122,..,0,0,3,3,0,0,0,0,13,..,4,7,3,0,0,0,0,0,10,..,0,3,3,0,0,0,0,0,11,..,0,5,13,7,12,11,3,0,53,3,7,7,0,3,0,0,0,0,26,310,161,197,166,124,142,75,26,3,1207,..,12,113,114,107,89,57,9,0,492,..,18,36,17,15,11,0,0,0,110,..,0,18,22,27,13,3,0,0,84,291,..,..,..,..,..,..,..,..,291,..,46,..,..,..,..,..,..,..,46,..,59,14,0,0,0,0,0,0,78,..,0,3,0,0,3,4,5,0,28,..,3,0,0,0,0,0,0,0,6
UCL115064,..,0,24,41,61,85,89,57,17,380,..,6,22,6,19,16,14,3,0,81,..,0,0,5,9,0,0,3,0,22,194,..,..,..,..,..,..,..,..,194,..,40,..,..,..,..,..,..,..,40,..,39,16,11,5,3,0,0,0,80,..,3,0,0,0,5,0,3,0,20,..,3,3,3,0,0,0,0,0,12,..,13,6,3,5,0,0,0,0,30,..,0,7,13,26,28,36,20,5,136,5,3,8,0,6,3,4,0,0,28,204,117,83,84,130,147,142,93,23,1024,..,3,43,44,62,91,94,41,5,391,..,9,13,17,21,16,3,0,0,81,..,6,25,20,22,13,8,4,10,116,173,..,..,..,..,..,..,..,..,173,..,35,..,..,..,..,..,..,..,35,..,13,4,3,3,3,0,0,0,31,..,3,0,4,0,3,8,12,3,35,..,3,0,0,0,0,0,0,0,3
UCL115065,..,0,100,126,51,18,14,0,0,308,..,5,50,12,6,0,0,0,0,73,..,0,0,3,0,0,0,0,0,6,205,..,..,..,..,..,..,..,..,205,..,26,..,..,..,..,..,..,..,26,..,12,12,0,0,0,0,0,0,23,..,4,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,9,..,0,4,7,3,0,0,0,0,11,0,4,3,3,0,0,0,0,0,16,208,56,179,150,55,24,11,0,0,681,..,6,129,107,41,27,3,0,0,313,..,10,46,16,4,0,0,0,0,79,..,0,4,13,8,3,3,0,0,23,219,..,..,..,..,..,..,..,..,219,..,25,..,..,..,..,..,..,..,25,..,14,3,0,0,0,0,0,0,18,..,0,0,0,0,3,0,0,0,9,..,0,3,0,0,0,0,0,0,4
UCL115066,..,0,14,21,28,64,78,36,8,249,..,7,4,10,9,7,10,4,0,50,..,0,0,3,5,0,0,3,3,15,65,..,..,..,..,..,..,..,..,65,..,14,..,..,..,..,..,..,..,14,..,10,16,3,4,3,3,0,0,43,..,3,0,0,0,0,0,0,0,10,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,3,0,0,7,..,0,7,15,9,19,33,13,3,101,0,0,0,0,4,0,0,0,0,9,64,38,42,53,59,100,130,59,20,574,..,0,18,24,42,64,71,26,10,254,..,6,11,11,15,11,4,0,0,55,..,0,5,3,7,3,0,0,3,30,59,..,..,..,..,..,..,..,..,59,..,6,..,..,..,..,..,..,..,6,..,5,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,3,10,..,0,0,0,0,0,0,0,0,0
UCL115067,..,0,22,39,54,70,87,61,21,353,..,4,14,5,12,11,6,4,0,59,..,0,0,0,6,0,3,0,0,9,138,..,..,..,..,..,..,..,..,138,..,31,..,..,..,..,..,..,..,31,..,30,3,15,5,6,0,0,0,58,..,0,3,0,0,4,3,0,0,17,..,0,0,0,0,0,0,0,0,3,..,6,3,5,3,3,8,0,3,28,..,3,5,13,19,21,49,25,11,151,0,0,3,8,0,0,3,0,0,21,134,81,68,82,102,117,154,101,35,864,..,4,23,46,58,79,89,44,7,356,..,8,19,7,9,7,8,3,0,56,..,3,13,17,10,5,5,8,3,62,125,..,..,..,..,..,..,..,..,125,..,25,..,..,..,..,..,..,..,25,..,8,4,0,0,3,0,0,0,20,..,3,0,0,0,5,6,0,0,20,..,0,0,0,0,0,0,0,0,0
UCL115068,..,3,75,109,75,83,69,20,11,438,..,16,41,32,27,12,5,0,0,128,..,0,3,5,4,5,4,5,0,26,342,..,..,..,..,..,..,..,..,342,..,43,..,..,..,..,..,..,..,43,..,78,25,17,4,0,0,0,0,132,..,8,3,6,0,5,0,3,0,24,..,3,4,3,3,0,0,0,0,12,..,6,4,3,7,0,0,0,0,26,..,3,20,13,24,21,21,8,0,121,8,18,5,5,6,4,3,0,0,48,351,176,188,190,154,126,107,35,9,1345,..,3,98,117,80,79,61,8,3,449,..,20,49,34,11,10,0,0,0,133,..,11,25,41,21,3,4,0,0,107,317,..,..,..,..,..,..,..,..,317,..,51,..,..,..,..,..,..,..,51,..,38,10,6,3,0,0,0,0,56,..,3,0,0,3,4,5,3,3,28,..,3,0,0,3,0,0,0,0,7
UCL115069,..,0,22,44,38,68,62,25,3,267,..,9,25,19,20,7,3,0,0,88,..,3,0,0,3,6,0,3,0,14,183,..,..,..,..,..,..,..,..,183,..,37,..,..,..,..,..,..,..,37,..,26,11,5,3,3,0,0,0,59,..,3,0,0,3,0,0,3,0,8,..,0,3,3,3,0,0,0,0,5,..,3,5,0,3,0,3,0,0,17,..,7,13,13,23,29,25,10,4,128,3,3,4,3,6,4,4,0,0,27,190,93,88,96,100,121,103,42,12,839,..,3,38,42,49,69,43,20,3,270,..,21,26,29,5,9,3,0,0,84,..,7,24,23,14,3,3,4,3,84,181,..,..,..,..,..,..,..,..,181,..,21,..,..,..,..,..,..,..,21,..,17,3,0,0,3,0,0,0,22,..,11,0,0,0,3,6,3,0,18,..,3,0,0,0,0,0,0,0,4
UCL115070,..,0,16,59,59,84,116,36,3,379,..,4,8,15,18,12,11,3,0,69,..,0,0,3,3,0,0,0,0,6,151,..,..,..,..,..,..,..,..,151,..,29,..,..,..,..,..,..,..,29,..,21,9,6,5,0,0,0,0,48,..,0,0,0,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,10,..,0,0,3,3,10,7,7,3,31,3,3,0,3,0,3,0,0,0,16,157,73,33,82,98,113,130,51,5,748,..,0,28,61,66,109,97,21,0,385,..,6,4,13,21,8,8,0,0,64,..,3,6,9,9,4,0,6,0,40,150,..,..,..,..,..,..,..,..,150,..,34,..,..,..,..,..,..,..,34,..,19,3,0,3,0,0,0,0,22,..,4,0,0,0,3,4,0,3,13,..,0,0,0,0,0,0,0,0,0
UCL115071,..,0,29,37,51,64,72,29,7,296,..,14,18,15,17,11,8,0,0,84,..,0,0,4,9,4,0,0,0,18,171,..,..,..,..,..,..,..,..,171,..,24,..,..,..,..,..,..,..,24,..,33,10,10,7,3,0,0,0,69,..,4,3,0,0,0,3,3,0,13,..,9,0,3,0,0,0,0,0,12,..,0,0,3,3,7,0,3,0,24,..,3,16,15,13,23,25,14,10,111,4,3,0,3,0,3,3,3,0,21,177,82,77,87,100,117,112,56,20,840,..,0,33,48,48,78,69,22,3,299,..,20,25,13,15,10,3,0,0,91,..,3,13,16,22,5,10,6,6,78,137,..,..,..,..,..,..,..,..,137,..,37,..,..,..,..,..,..,..,37,..,20,7,3,3,0,0,0,0,30,..,8,0,0,3,3,8,0,0,27,..,3,3,0,0,0,0,0,0,10
UCL115072,..,0,32,45,65,69,61,22,12,294,..,5,22,8,16,8,3,0,0,72,..,0,3,5,4,3,3,0,0,23,177,..,..,..,..,..,..,..,..,177,..,28,..,..,..,..,..,..,..,28,..,36,18,14,6,4,0,0,0,74,..,7,3,0,3,6,0,0,0,24,..,3,3,0,3,0,0,0,0,11,..,9,6,0,3,7,7,0,0,33,..,3,9,11,15,23,21,10,3,86,3,3,3,0,4,3,3,0,0,23,178,95,101,81,118,117,97,41,16,847,..,8,37,56,63,61,51,24,4,297,..,12,16,12,17,4,4,0,0,71,..,10,14,16,22,17,7,7,4,88,195,..,..,..,..,..,..,..,..,195,..,23,..,..,..,..,..,..,..,23,..,25,5,3,0,0,0,0,0,34,..,0,3,0,0,3,0,0,3,10,..,0,6,0,3,0,0,0,0,5
