SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL10563,59,63,120,28,18,41,5,15,17,0,0,0,3,0,5,38,32,65,27,26,52,5.7,3.3,4.6,58.3,50.8,54.6,55,49.2,52.1,0,3,3,0,0,0,3,3,7,0,7,7,15,8,23,3,4,4,0,0,0,17,14,31,63,67,129,3,5,6,47,42,84,14,28,44
SAL10564,99,83,188,56,19,76,13,31,39,4,9,13,0,7,4,74,59,135,16,24,42,1.3,5.1,3,76,68.6,72.6,75,65.1,70.4,5,4,0,0,5,5,0,11,15,13,4,17,51,18,68,0,4,4,0,0,0,51,21,69,114,99,211,12,11,28,77,63,145,43,44,87
SAL10565,134,122,262,50,25,71,29,43,74,0,7,6,0,0,5,79,73,150,48,50,94,2.5,2.7,2.6,59.3,59.2,59.2,57.8,57.6,57.7,6,10,16,0,9,10,22,35,54,5,18,30,47,15,64,0,0,3,0,5,5,52,16,71,136,129,259,19,22,44,102,96,204,38,45,88
SAL10566,3465,3696,7163,1208,928,2135,494,640,1130,239,228,464,116,96,210,2062,1889,3946,1156,1549,2705,5.6,5.1,5.4,59.4,51.1,55.1,56.1,48.5,52.2,216,267,485,55,74,128,528,710,1242,372,417,789,611,294,909,19,49,63,57,90,150,692,437,1126,3235,3377,6610,529,554,1078,2120,2286,4401,1431,1492,2921
SAL10567,370,377,746,128,72,195,55,75,134,22,16,39,11,6,11,210,172,384,144,185,330,3.8,3,3.4,57.5,45.1,51.2,55.3,43.7,49.5,18,8,25,6,8,13,32,55,89,40,48,86,134,57,188,4,12,22,4,6,14,140,81,220,357,356,718,62,56,120,255,265,517,146,131,279
SAL10568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10569,30,32,58,14,6,19,8,15,18,0,0,0,0,0,0,19,20,38,16,11,24,5.3,0,2.7,59.4,60,59.7,56.3,60,58.1,0,0,4,0,0,5,4,6,9,3,6,7,13,7,22,0,0,0,0,4,4,13,7,20,33,26,56,3,7,7,26,16,46,13,11,22
SAL10570,12,14,24,3,4,7,4,0,4,0,0,0,0,0,0,3,3,6,5,3,11,0,0,0,38.5,45.5,41.7,38.5,45.5,41.7,0,0,4,0,3,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,22,0,0,0,8,7,17,0,0,4
SAL10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10572,1042,997,2042,298,203,506,119,181,298,141,87,225,16,10,25,575,480,1057,366,428,790,2.6,1.5,2.1,55,48,51.6,53.5,47.3,50.5,19,12,36,0,16,18,59,92,153,37,90,125,317,118,438,9,14,17,17,20,37,344,148,496,1059,989,2047,86,87,175,863,834,1697,226,218,446
SAL10573,21,21,38,17,4,22,0,5,8,0,0,3,0,0,0,17,11,29,0,9,3,0,0,0,90,63.2,76.9,90,63.2,76.9,0,0,0,0,0,0,0,3,3,4,0,6,10,3,14,0,0,0,0,0,0,10,8,12,19,18,46,3,0,4,24,14,34,4,6,15
SAL10574,61,68,127,28,18,47,9,8,19,4,6,13,0,3,3,44,35,80,11,20,33,2.3,5.6,3.8,72.1,53.7,62.5,70.5,50.7,60.2,0,3,3,0,0,0,4,13,12,5,3,9,21,14,30,0,0,0,0,0,0,16,16,35,49,56,105,9,9,22,45,50,88,19,16,31
SAL10575,719,722,1446,301,235,534,115,197,316,26,40,66,33,22,59,480,494,978,185,193,380,7.5,4.5,5.9,66.7,68.5,67.6,61.7,65.5,63.6,34,43,77,12,29,41,130,156,289,67,75,139,172,103,273,4,11,18,5,12,23,184,122,311,607,606,1209,167,178,349,352,361,713,382,396,777
SAL10576,63,59,122,26,5,38,6,14,22,0,0,6,0,0,0,37,28,66,20,26,47,0,3.7,1.5,61.5,47.4,54.9,61.5,45.6,54.1,3,4,5,0,0,0,7,5,8,0,4,4,30,14,42,0,0,0,0,3,4,28,11,45,60,52,118,7,9,14,51,37,89,19,20,40
SAL10577,298,267,565,90,57,145,47,82,129,16,13,27,7,4,10,158,156,310,106,89,193,5.7,1.3,3.6,52.5,57.8,55,49.5,57,53,6,7,15,5,5,9,18,25,43,10,23,30,88,46,134,0,9,15,11,8,12,102,58,157,268,247,516,38,37,76,208,183,389,92,98,192
SAL10578,32,25,56,14,5,18,0,5,5,0,0,0,0,0,0,15,6,23,3,7,10,0,0,0,55.2,35.7,45.6,55.2,35.7,45.6,0,0,0,3,3,0,0,3,5,0,0,0,5,5,6,0,0,0,0,0,0,5,3,12,20,16,41,3,6,7,14,14,27,6,10,15
SAL10579,7,11,12,4,0,5,0,0,0,0,0,0,0,0,0,4,0,8,3,6,4,0,0,0,50,57.1,53.8,50,57.1,53.8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0
SAL10580,121,126,246,61,31,90,12,42,54,3,7,11,3,3,6,78,77,157,32,37,64,2.6,3.8,3.2,64.5,62.7,63.6,62.8,60.3,61.5,3,6,3,0,0,0,3,8,12,4,10,18,48,20,71,0,0,0,0,7,5,48,29,78,123,123,245,10,13,20,111,100,209,20,33,52
SAL10581,93,91,180,40,22,59,11,25,38,3,0,4,0,3,3,51,51,102,19,19,42,0,6.1,2.9,57,53.8,55.4,57,50.5,53.8,0,0,0,0,7,7,7,10,17,4,8,9,19,14,39,4,0,3,0,0,0,22,16,41,79,74,149,4,8,14,65,62,123,22,16,38
SAL10582,20,23,40,11,8,14,4,4,12,0,0,0,0,0,0,14,17,31,4,8,13,0,7.1,3.7,68.4,70,69.2,68.4,65,66.7,0,0,0,0,0,0,3,0,5,0,0,0,6,0,8,3,0,3,0,0,0,7,3,7,17,17,41,5,6,11,13,14,27,6,10,16
SAL10583,25,25,53,10,0,10,0,8,10,0,0,3,5,0,5,11,15,27,9,11,17,15.4,7.1,11.1,52,58.3,55.1,44,54.2,49,0,0,0,0,0,0,3,3,7,0,3,3,7,3,10,0,0,0,0,0,0,7,3,10,20,23,43,4,0,7,21,15,31,7,10,14
SAL10584,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,25,0,16.7,25,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,6,3,4,0,0,0,6,3,4,0,0,0
SAL10585,20,19,39,8,6,10,3,8,15,0,0,0,0,0,0,7,8,26,5,13,17,0,0,0,61.1,57.1,59,61.1,57.1,59,3,0,0,0,3,3,10,7,15,0,5,6,3,3,9,0,0,0,0,0,0,4,3,4,21,23,40,0,0,0,15,11,29,5,10,17
SAL10586,265,243,501,62,47,112,53,71,127,9,12,27,7,0,10,134,135,274,100,86,191,6.6,2.2,4.4,52.3,56.4,54.3,48.9,55.2,51.9,9,19,28,5,12,16,33,42,77,16,22,33,68,29,103,0,3,4,7,7,16,79,40,120,239,222,456,31,34,64,180,161,342,77,80,160
SAL10587,238,214,449,94,40,135,30,40,65,17,30,55,4,0,7,148,116,260,71,82,158,2.7,1.7,2.3,61.3,55.2,58.4,59.7,54.2,57.1,9,8,12,0,0,0,19,27,47,22,18,38,81,32,111,3,5,8,4,0,8,82,41,123,254,229,486,17,20,34,172,147,320,90,92,175
SAL10588,152,167,319,39,27,67,40,53,92,7,5,6,3,0,3,90,81,171,46,63,111,5.6,0,2.9,58.8,51.5,55,55.6,51.5,53.5,10,17,28,0,0,4,34,49,84,15,18,39,35,13,43,0,0,0,0,3,6,31,12,51,120,139,257,39,40,80,99,96,199,57,65,123
SAL10589,7132,7561,14694,2620,1853,4470,755,1442,2198,267,300,572,269,153,418,3916,3743,7660,2621,3177,5798,6.9,4,5.5,54.9,49.5,52.1,51.1,47.5,49.3,99,158,252,60,169,231,327,721,1051,342,556,899,1964,1048,3009,71,129,204,81,173,254,2120,1351,3467,6746,7050,13791,954,1071,2022,5074,5187,10261,2233,2547,4779
SAL10590,55,47,100,28,16,39,7,14,25,0,0,0,0,0,3,39,30,70,13,13,26,2.6,3.4,2.9,69.6,65.9,68,67.9,63.6,66,0,0,4,0,5,5,6,12,16,0,11,14,18,5,28,0,0,0,0,0,0,23,4,29,60,48,106,4,3,9,40,30,79,19,19,35
SAL10591,2820,3009,5834,1450,1046,2494,416,664,1078,129,184,319,40,64,105,2035,1954,3991,623,868,1490,2.1,3.1,2.6,72,64.9,68.4,70.5,62.9,66.6,420,449,870,57,111,167,944,1095,2043,232,297,528,303,94,393,3,20,27,45,50,88,350,164,512,2652,2733,5387,614,665,1282,1688,1755,3442,1446,1505,2952
SAL10592,17,17,32,8,8,19,3,5,8,0,0,0,0,0,0,9,12,26,3,0,7,0,0,0,64.7,87.5,75.8,64.7,87.5,75.8,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,0,0,0,3,0,4,7,3,8,19,17,32,0,4,5,8,12,22,8,9,13
SAL10593,88,98,192,31,27,55,11,19,31,6,3,6,0,3,10,47,54,105,33,34,71,6.1,5.8,5.9,53.8,51.5,52.6,50.5,48.5,49.5,6,4,6,0,3,3,3,11,21,3,17,23,25,17,47,0,0,0,4,0,6,35,22,50,71,80,156,17,24,41,60,72,136,26,25,51
SAL10594,21,18,43,10,4,14,4,7,8,0,0,0,0,0,0,12,9,20,5,7,8,0,0,0,47.8,47.1,47.5,47.8,47.1,47.5,0,0,0,0,0,0,3,0,0,0,3,3,4,0,4,0,0,0,0,0,0,4,0,5,16,13,28,0,0,0,11,8,24,3,3,3
SAL10595,113,100,216,38,20,62,33,29,63,3,0,10,0,0,3,74,57,130,32,36,69,1.3,3.4,2.3,66.4,57.4,62.1,65.5,55.4,60.7,10,3,12,5,0,5,14,29,46,9,10,21,26,7,36,0,0,0,6,5,7,28,17,46,117,84,203,13,14,29,86,72,160,40,32,67
SAL10596,321,318,637,123,76,199,64,91,148,27,27,50,6,7,10,212,192,406,99,108,207,2.3,3.6,2.9,66.9,61.7,64.3,65.3,59.5,62.4,24,33,53,7,11,22,50,57,103,23,45,65,93,37,128,0,3,4,16,11,21,103,48,153,318,305,626,36,46,84,241,222,462,105,105,211
SAL10597,11,9,16,11,7,11,0,3,3,0,0,0,0,0,0,11,4,18,0,0,0,0,0,0,100,85.7,94.1,100,85.7,94.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,12,4,19,0,0,0,11,5,14,4,6,5
SAL10598,1420,1482,2896,710,555,1263,239,315,550,88,114,200,39,34,75,1074,1013,2090,270,391,665,3.8,3.2,3.5,75.6,68.6,72.1,72.7,66.4,69.5,94,107,206,20,52,74,281,398,676,133,168,299,296,137,436,12,22,30,34,40,76,347,198,545,1231,1295,2526,318,326,644,675,712,1385,796,819,1617
SAL10599,17,10,23,3,0,3,3,6,8,0,0,3,0,0,0,9,6,15,0,0,5,0,14.3,6.3,60,70,64,60,60,60,0,0,0,0,0,0,0,0,0,0,0,6,8,0,8,0,0,0,0,3,3,8,4,12,10,10,24,3,0,3,7,7,15,4,0,5
SAL10600,132,108,238,32,16,52,17,26,49,8,0,7,0,3,3,60,48,106,59,56,108,3.3,4.3,3.7,46.2,42.3,44.4,44.6,40.5,42.7,3,8,8,0,4,8,14,14,29,7,12,21,34,12,41,0,0,3,0,0,6,36,14,48,112,97,205,22,16,37,81,60,144,47,55,99
SAL10601,10,13,27,13,9,18,0,3,3,0,0,0,0,0,0,10,11,22,0,3,3,0,0,0,100,78.6,88.9,100,78.6,88.9,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,14,13,22,7,0,9,10,12,19,4,3,8
SAL10602,35,41,70,7,11,20,8,11,20,3,5,6,0,0,0,19,26,48,5,9,19,0,0,0,65.6,61.5,63.4,65.6,61.5,63.4,3,3,9,0,0,0,3,3,9,3,6,13,12,3,13,0,0,0,0,0,0,12,11,15,34,42,73,4,3,3,26,26,58,5,13,23
SAL10603,76,79,157,22,13,36,14,18,32,7,0,7,0,0,0,43,38,74,34,39,77,2.5,2.9,2.7,51.3,44.2,47.7,50,42.9,46.5,8,4,12,0,0,0,24,22,39,3,8,18,19,3,26,0,0,0,0,3,3,27,10,36,82,82,167,3,0,5,71,64,131,15,23,35
SAL10604,48,43,91,25,12,34,12,14,23,4,0,3,0,0,0,37,24,63,12,15,22,2.7,0,1.6,77.1,64.3,71.1,75,64.3,70,3,5,9,0,0,4,5,5,8,3,6,10,21,4,20,0,0,0,0,0,6,19,5,27,47,42,82,6,0,4,29,26,55,14,13,35
SAL10605,750,885,1631,256,166,420,97,217,315,23,30,58,17,11,24,395,425,818,311,408,721,4.6,1.9,3.2,52.8,47.9,50.2,50.4,47,48.6,43,39,83,24,43,60,125,176,305,65,107,176,188,93,280,4,13,20,13,23,42,210,133,344,707,802,1510,125,164,291,452,513,970,344,409,755
SAL10606,150,155,301,51,24,75,23,37,63,19,15,29,0,10,8,95,81,175,43,63,105,1.1,8.8,4.7,61.7,53,57.3,61.1,48.3,54.7,14,19,35,0,3,5,15,26,39,9,16,25,43,19,58,6,0,6,7,7,11,52,21,75,157,157,312,16,27,43,113,111,217,53,64,118
SAL10607,45,40,94,32,17,54,3,17,20,0,6,3,0,0,0,41,32,76,3,3,5,2.5,0,1.3,83.3,83.3,83.3,81.3,83.3,82.2,0,3,4,0,0,0,7,12,15,3,0,7,15,4,22,0,0,0,0,0,5,16,10,26,51,41,91,10,9,13,24,20,44,30,26,55
SAL10608,9,7,21,0,0,0,0,0,0,0,6,6,0,0,0,3,4,7,5,3,9,0,0,0,27.3,37.5,31.6,27.3,37.5,31.6,0,0,6,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,6,10,8,23,0,0,0,10,8,20,3,0,3
SAL10609,221,223,450,71,44,116,32,51,77,16,17,26,17,3,17,131,106,238,88,114,200,10.1,2.8,6.8,57.8,47.8,52.8,52,46.4,49.2,0,3,4,3,7,6,12,17,28,18,28,41,65,39,105,7,6,9,0,10,8,73,50,120,237,207,446,22,36,57,169,147,318,74,97,174
SAL10610,77,72,147,39,20,59,9,22,32,8,3,15,0,0,0,56,54,115,16,17,25,0,3.8,1.8,77.9,75.4,76.7,77.9,72.5,75.3,0,0,9,0,4,4,13,18,34,4,10,16,24,10,29,0,0,0,0,0,0,24,9,32,75,72,144,9,12,27,62,56,118,24,24,45
SAL10611,12,11,23,11,5,15,0,6,6,0,0,0,0,0,0,11,9,20,0,3,4,0,0,0,84.6,63.6,75,84.6,63.6,75,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,11,12,23,3,0,4,10,10,15,3,6,6
SAL10612,20,14,32,9,0,3,8,3,7,0,0,0,0,0,0,8,6,15,10,0,12,0,37.5,17.6,52.9,72.7,60.7,52.9,45.5,50,0,0,0,0,0,0,0,0,0,0,0,5,8,4,8,0,0,0,0,0,0,8,3,9,18,13,29,0,0,0,13,3,14,5,4,12
SAL10613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10614,22,18,40,14,0,19,8,9,12,0,0,0,0,0,0,18,13,28,0,5,5,0,8.3,3.1,87,75,82.1,87,68.8,79.5,0,0,0,0,0,0,0,3,0,5,0,4,8,6,15,0,0,0,0,0,0,10,6,17,23,20,45,0,3,5,14,16,29,9,3,8
SAL10615,51,60,105,23,11,32,7,16,17,5,0,0,5,4,4,31,30,59,9,19,23,12.1,14.8,13.3,66,47.4,56.1,58,40.4,48.6,0,0,0,0,0,0,0,8,8,0,3,4,11,9,16,0,0,0,0,0,3,7,11,18,56,65,120,0,0,0,49,47,94,7,10,22
SAL10616,12,8,19,6,0,9,0,4,8,0,0,0,0,0,0,11,6,20,0,3,5,0,0,0,91.7,63.6,78.3,91.7,63.6,78.3,0,0,0,0,0,0,0,3,6,0,4,4,3,0,3,0,0,0,0,0,0,3,0,3,11,8,25,0,0,0,14,10,25,0,0,3
SAL10617,93,98,193,32,10,47,18,32,50,0,6,10,5,0,6,60,55,111,27,37,67,3.4,1.8,2.7,63,56.7,59.8,60.9,55.7,58.2,0,4,3,0,0,0,25,24,50,10,12,19,22,17,44,0,0,0,0,3,3,27,24,52,94,89,185,12,7,19,73,70,145,28,27,60
SAL10618,784,877,1658,219,162,374,164,258,420,29,33,64,24,26,45,433,480,911,277,340,607,5.6,5,5.3,55.1,54.8,54.9,52,52.1,52.1,25,55,82,10,26,41,123,180,301,52,112,171,182,98,276,7,8,14,13,13,33,199,118,322,675,720,1397,148,206,351,436,456,895,346,426,777
SAL10619,90,81,168,18,15,35,11,16,22,0,0,0,0,0,0,27,33,59,58,46,101,0,0,0,30.8,38,34.1,30.8,38,34.1,0,0,7,3,4,4,7,13,14,7,9,17,26,10,37,0,0,0,10,4,10,28,12,48,78,60,142,7,14,23,63,39,106,19,34,53
SAL10620,17,18,32,12,3,19,0,3,5,0,0,0,0,0,0,10,12,24,0,0,0,0,0,0,80,68.8,74.2,80,68.8,74.2,0,0,0,0,0,0,5,0,10,0,5,3,0,0,3,0,0,0,0,0,0,5,4,4,17,13,27,0,0,0,13,14,25,3,4,5
SAL10621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10622,265,244,507,91,59,145,36,77,112,13,9,24,10,8,13,141,149,290,89,76,165,4.2,2.7,3.4,54.8,60.2,57.4,52.5,58.5,55.4,7,7,9,3,9,10,23,42,62,15,28,39,85,29,117,0,6,9,6,3,7,87,43,131,244,222,462,36,44,83,156,137,297,112,114,224
SAL10623,36,43,72,15,8,20,6,10,15,3,5,6,0,0,0,20,16,40,18,19,32,5.3,5,5.1,51.4,51.3,51.3,48.6,48.7,48.7,0,0,0,0,0,0,8,4,14,7,9,8,13,13,22,0,3,3,0,0,0,13,10,23,38,39,74,0,0,7,21,26,49,19,17,32
SAL10624,15,9,26,0,0,5,0,0,3,0,0,0,0,0,0,6,6,11,0,5,11,0,25,12.5,28.6,33.3,30.8,28.6,25,26.9,0,0,0,0,0,0,0,4,3,0,4,4,9,4,9,0,0,0,0,0,0,9,3,8,8,12,19,0,0,5,4,9,14,0,0,0
SAL10625,77,89,169,32,25,60,16,27,44,0,5,6,0,4,3,48,62,110,22,29,45,2,6.8,4.6,64.9,67,66.1,63.6,62.5,63,5,8,3,0,4,7,4,9,18,3,8,13,28,15,41,0,0,0,0,5,3,26,22,43,85,92,179,9,10,22,58,63,119,27,36,63
SAL10626,148,130,284,63,34,96,25,35,67,10,7,16,0,0,0,95,79,176,37,43,80,1,1.2,1.1,64,61.7,62.9,63.3,60.9,62.2,4,4,6,0,4,8,7,22,31,7,14,20,51,17,64,0,3,8,4,0,3,51,24,75,146,130,283,8,8,15,101,95,196,46,44,92
SAL10627,60,53,115,26,19,48,12,16,28,0,3,3,0,0,3,42,36,80,19,19,36,2.4,5.3,3.8,67.2,70.4,68.7,65.6,66.7,66.1,4,0,4,0,0,3,6,14,23,9,12,14,24,10,30,0,0,0,0,4,4,19,9,31,67,58,128,4,6,12,47,42,90,17,25,44
SAL10628,5,7,7,0,0,0,0,4,3,0,0,0,0,0,0,3,4,6,0,0,3,0,0,0,80,66.7,72.7,80,66.7,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,3,7,9,7,13,0,0,0,4,0,7,4,0,5
SAL10629,11,10,20,3,0,3,0,0,0,0,0,0,0,0,0,6,7,3,8,3,13,0,0,0,27.3,33.3,30,27.3,33.3,30,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,3,0,3,4,0,8,7,7,19,0,0,0,3,8,14,6,0,6
SAL10630,24,17,38,12,3,14,3,6,10,0,0,0,0,0,0,17,10,22,10,5,11,0,0,0,66.7,68.8,67.6,66.7,68.8,67.6,0,0,0,0,0,0,0,0,0,5,6,4,7,5,7,0,0,0,0,0,0,7,4,11,26,22,42,0,0,3,14,12,31,5,5,15
SAL10631,80,72,150,25,14,41,9,14,25,5,3,11,0,0,0,39,36,79,34,28,63,0,0,0,53.2,50,51.7,53.2,50,51.7,0,8,6,0,6,3,7,17,24,3,12,18,23,5,27,0,0,3,0,0,0,26,3,32,73,67,145,3,3,7,57,51,110,21,15,34
SAL10632,53,52,99,11,11,22,6,14,22,5,3,5,0,3,4,29,28,52,22,17,42,4,11.1,7.7,47.2,56.3,51.5,45.3,50,47.5,0,0,0,0,0,0,6,9,8,5,0,4,12,4,16,7,0,7,0,0,5,16,10,18,54,44,97,4,8,10,33,23,55,22,19,44
SAL10633,16,15,30,0,0,0,7,3,11,0,0,0,0,0,0,7,4,15,7,9,14,0,0,0,64.3,21.4,42.9,64.3,21.4,42.9,0,0,4,0,0,0,5,3,7,0,0,4,5,0,5,0,0,0,0,0,0,0,0,0,18,10,28,0,0,0,16,5,23,6,5,6
SAL10634,22,16,33,16,9,23,0,5,0,0,0,0,0,0,0,18,9,30,0,0,3,0,15.4,6.9,84.2,76.5,80.6,84.2,64.7,75,0,0,0,0,0,0,0,5,7,0,4,3,5,0,3,0,0,0,0,0,0,5,4,10,16,17,31,3,5,4,13,12,22,6,3,13
SAL10635,13,4,18,5,0,8,0,0,0,0,0,0,0,0,0,8,6,7,5,0,4,14.3,0,10,63.6,75,66.7,54.5,75,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,12,5,13,5,0,5,3,0,8,6,0,4
SAL10636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,66.7,100,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10638,99,102,199,43,23,66,11,33,42,7,8,12,0,5,0,59,66,124,29,31,61,1.7,4.6,3.2,63.2,63.1,63.1,62.1,60.2,61.1,0,3,3,0,0,0,10,17,29,6,11,21,41,18,62,0,4,5,3,5,5,47,27,72,101,102,202,11,12,20,70,61,130,38,45,82
SAL10639,1437,1491,2928,420,274,693,179,303,485,95,109,208,54,42,100,752,739,1488,550,655,1207,7.6,5.8,6.7,52.4,49.3,50.8,48.4,46.4,47.4,26,40,60,13,31,44,90,143,235,70,177,246,461,249,710,20,23,43,26,36,61,508,306,822,1361,1367,2727,210,232,435,863,875,1741,612,636,1251
SAL10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10641,43,39,78,13,9,24,9,6,17,0,0,3,0,0,0,24,23,46,18,20,31,4.5,0,2.3,56.4,56.4,56.4,53.8,56.4,55.1,5,4,6,0,0,0,0,10,10,8,10,15,13,0,12,0,0,3,0,0,9,16,5,21,40,43,77,7,8,13,24,30,51,16,16,34
SAL10642,1398,1502,2897,474,258,736,200,358,562,82,84,173,32,42,74,798,739,1539,521,697,1220,4.1,5.5,4.8,57,49.4,53.1,54.7,46.6,50.5,16,26,41,5,19,30,72,148,221,91,179,271,479,274,748,20,32,54,31,53,83,531,354,891,1461,1516,2977,185,187,375,1001,1010,2016,553,608,1154
SAL10643,54,70,123,20,16,34,9,11,17,0,0,0,0,0,3,30,25,58,10,23,30,3.4,3.7,3.6,50.9,38.6,44.1,49.1,37.1,42.5,0,0,0,0,0,0,9,14,20,4,4,10,15,8,22,0,0,0,0,0,0,15,5,21,41,60,99,5,5,7,38,50,80,11,9,26
SAL10644,9,8,9,6,6,8,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,100,80,90,100,80,90,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,6,3,8,0,3,5
SAL10645,58,53,118,33,14,43,5,18,18,0,3,3,0,0,0,37,36,74,14,12,30,0,2.9,1.4,64.4,61.4,62.9,64.4,59.6,62.1,0,0,0,0,5,5,3,5,13,5,9,14,15,11,25,0,3,3,0,0,0,15,13,27,55,51,112,4,3,7,42,34,76,16,20,42
