SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL12652,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,4,0,15,3,9,22,31,30,28,17,7,3,152
SAL12653,0,4,24,24,58,67,126,73,16,400,0,7,17,17,27,42,46,22,11,179,43,46,151,140,99,101,94,92,39,806,376,875,1880,2258,1682,1416,1075,421,110,10101
SAL12654,0,0,0,0,3,0,0,5,5,13,0,0,0,0,0,0,3,0,0,3,0,0,0,6,3,0,6,3,0,20,13,23,33,39,48,49,46,43,3,295
SAL12655,0,0,0,0,0,0,8,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,14,8,12,42,43,62,78,135,34,5,422
SAL12656,0,0,5,17,26,42,98,127,96,423,0,0,13,13,5,13,16,22,13,98,38,39,130,111,98,60,94,154,155,881,383,934,2599,2674,2199,1840,1561,1273,816,14278
SAL12657,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,5,13,7,3,0,48
SAL12658,0,0,0,0,0,5,3,6,3,13,0,0,0,0,0,0,0,0,0,0,4,4,13,6,0,4,12,0,0,41,24,59,90,87,110,122,90,55,13,649
SAL12659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,9,4,16,9,8,3,57
SAL12660,0,0,0,0,3,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,12,25,42,51,37,12,0,199
SAL12661,9,0,0,0,0,6,3,0,0,23,0,0,0,0,0,0,0,0,0,0,13,102,287,220,100,14,8,10,0,745,115,241,334,248,122,45,17,11,0,1140
SAL12662,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,3,4,6,12,0,3,0,0,34,18,11,14,37,59,27,21,8,0,186
SAL12663,0,0,0,0,0,7,5,0,4,22,0,0,0,0,0,0,0,0,0,0,9,3,0,4,21,10,10,6,4,60,13,18,18,40,78,89,103,36,11,399
SAL12664,0,3,0,3,9,16,36,39,32,129,0,0,0,8,0,4,0,3,0,18,14,14,34,44,50,24,45,61,54,340,127,225,617,632,767,798,879,641,279,4961
SAL12665,5,0,3,9,7,33,80,126,46,311,0,0,0,0,0,3,3,4,0,14,22,13,41,42,40,65,95,93,56,470,155,246,642,729,840,981,1205,735,219,5747
SAL12666,0,0,0,0,0,0,3,4,4,15,0,0,0,0,0,0,0,0,0,4,0,0,9,0,4,4,13,6,0,35,15,33,41,63,106,100,89,42,13,489
SAL12667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,5,4,0,6,15,12,8,4,56
SAL12668,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,0,3,5,0,23,10,11,18,11,38,40,48,19,8,199
SAL12669,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,4,0,17
SAL12670,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,8,8,27,32,4,0,86
SAL12671,0,0,0,5,0,5,5,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,9,9,6,8,5,0,48,13,15,29,43,43,46,54,17,6,263
SAL12672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9
SAL12673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8
SAL12674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,5,0,0,17
SAL12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,11,15,0,0,30
SAL12676,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,4,3,10,13,9,16,20,17,4,5,96
SAL12677,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,3,6,4,9,23,28,3,0,89
SAL12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,6,5,0,0,27
SAL12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,4,11,7,11,3,0,46
SAL12680,0,0,0,0,5,4,15,8,7,33,0,0,5,0,0,0,0,0,0,5,0,3,0,0,3,7,8,5,0,34,12,30,111,111,139,203,228,128,36,1002
SAL12681,0,0,0,0,0,3,26,15,10,52,0,0,0,0,0,0,0,0,0,0,7,0,10,20,14,31,30,10,9,137,39,53,158,271,255,400,574,281,86,2116
SAL12682,0,0,0,0,3,8,32,24,19,95,0,0,0,0,0,0,0,4,0,9,11,6,10,33,24,29,27,31,27,200,68,151,223,285,305,358,299,203,89,1977
SAL12683,0,0,0,4,9,13,38,48,34,146,0,0,0,3,3,3,3,10,8,35,21,19,50,52,60,52,72,98,91,515,245,600,947,1181,1532,1472,1390,917,419,8694
SAL12684,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,3,0,7,10,9,9,6,0,0,44
SAL12685,0,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,9,14,25,18,37,40,29,16,8,196
SAL12686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
SAL12687,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,3,9,16,13,16,23,38,11,4,134
SAL12688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,13,0,0,24
SAL12689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,6,0,6,11,18,29,25,8,0,104
SAL12690,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,4,3,6,11,26,4,8,0,64
SAL12691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,3,9,0,0,3,0,14
SAL12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,0,5,0,0,19
SAL12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,12,0,0,9,8,16,15,16,9,0,81
SAL12694,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,10,3,6,24,15,29,43,30,4,0,161
SAL12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,7,11,15,13,4,0,58
SAL12696,0,0,0,0,0,5,5,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,4,6,17,3,51,19,19,84,71,53,77,66,61,14,461
SAL12697,0,0,0,3,3,12,54,103,26,211,0,0,0,4,0,9,19,17,14,64,6,12,39,23,27,27,19,29,24,212,90,260,554,622,706,582,474,381,141,3806
SAL12698,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,5,0,4,4,0,6,0,0,19,3,11,29,18,21,30,21,13,8,154
SAL12699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,16,17,28,16,26,20,3,0,124
SAL12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12701,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,8,10,3,0,24
SAL12702,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,9,8,3,5,0,0,38
SAL12703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,12
SAL12704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,8
SAL12706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,0,0,0,20
SAL12707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,18
SAL12708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,16,11,26,10,0,97
SAL12709,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,9,12,21,35,64,102,90,63,28,3,413
SAL12710,0,0,3,0,0,7,22,24,16,72,0,0,0,0,0,0,0,0,0,0,5,3,13,8,16,16,15,11,4,80,25,42,113,122,153,182,157,111,68,985
SAL12711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL12712,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,8,3,9,4,6,5,13,8,12,0,55
SAL12713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12714,0,0,0,0,0,10,14,10,3,39,0,0,0,0,0,3,5,0,0,9,0,0,10,4,12,8,15,0,0,54,43,77,213,282,310,286,259,103,22,1601
SAL12715,0,0,0,0,0,5,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,7,12,0,0,32,5,15,22,39,50,70,57,26,4,298
SAL12716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,0,22
SAL12717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,16
SAL12718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,5,7,11,7,17,26,18,0,0,87
SAL12719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12720,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,13,4,14,18,24,34,35,25,26,8,186
SAL12721,0,0,0,0,0,4,16,11,6,38,0,0,0,0,0,0,0,0,0,5,8,0,3,15,6,4,8,7,0,57,85,98,275,467,412,291,241,79,21,1974
SAL12722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,10
SAL12723,0,0,8,20,26,58,94,93,27,327,0,0,9,8,10,24,28,29,16,118,34,26,69,94,59,36,52,31,17,417,317,573,1427,1959,1450,1033,853,523,117,8243
SAL12724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,9,3,0,7,0,3,8,9,0,0,30
SAL12725,0,0,0,0,0,3,5,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,6,4,0,26,9,34,55,44,66,81,75,32,7,408
SAL12726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,5,23,32,23,15,3,4,110
SAL12727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,9,6,23,4,7,4,53
SAL12728,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,3,4,6,9,22,25,16,5,4,97
SAL12729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,8
SAL12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,9,5,0,0,6,13,10,3,7,0,42
SAL12731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,11,0,4,0,34
SAL12732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,4,5,3,0,42
SAL12733,5,7,6,8,27,53,98,77,29,304,0,0,3,3,4,0,16,8,0,36,98,125,238,252,219,194,172,89,36,1418,280,567,1207,1099,1095,1141,871,498,157,6915
SAL12734,3,0,9,13,14,26,44,47,55,205,0,0,4,0,3,6,7,4,0,21,5,15,34,19,19,27,37,64,59,275,98,211,408,378,350,451,546,603,371,3419
SAL12735,0,0,0,3,3,4,10,11,3,25,0,0,0,0,0,0,0,0,0,0,9,3,8,4,0,0,8,0,0,37,36,55,128,130,134,111,136,70,16,807
SAL12736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,9,0,8,10,4,0,0,31
SAL12737,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,6,0,0,12,6,3,9,16,19,23,15,0,0,90
SAL12738,0,0,0,3,0,12,23,19,9,63,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,6,6,20,4,60,20,56,135,153,174,202,304,258,68,1394
SAL12739,0,4,4,4,20,46,102,74,61,306,0,0,9,0,3,4,18,17,10,66,12,30,80,75,37,60,54,50,75,468,231,697,1611,1689,1409,1285,937,462,281,8606
SAL12740,0,0,0,0,0,4,12,7,0,21,0,0,0,0,4,0,0,4,0,5,3,14,38,4,7,9,0,0,0,74,23,103,530,368,235,187,128,51,5,1636
SAL12741,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,17,3,7,18,26,29,47,37,0,0,170
SAL12742,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,16,7,12,22,34,35,53,51,20,0,239
SAL12743,0,0,0,0,0,3,3,3,9,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,11,3,0,39,16,32,66,48,70,74,81,43,14,443
SAL12744,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,5,0,0,18,0,5,10,11,16,15,11,3,0,63
SAL12745,5,0,0,10,9,30,78,38,29,200,3,0,0,0,0,3,3,4,0,18,17,24,37,43,43,65,58,35,30,362,104,176,366,400,516,778,697,370,158,3568
SAL12746,0,0,0,3,0,7,10,5,0,25,0,0,0,0,0,0,0,0,0,0,12,8,10,11,15,23,31,10,7,114,29,38,96,111,141,197,214,69,22,924
SAL12747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12748,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,11,14,24,18,19,4,0,93
SAL12749,0,0,7,4,8,9,18,39,40,121,0,0,8,7,9,12,5,7,10,51,51,43,103,125,136,141,111,159,108,984,530,1341,2935,3644,4237,3727,3073,2213,917,22617
SAL12750,0,0,6,16,9,45,61,57,28,222,0,3,0,0,4,3,4,0,0,19,22,36,35,43,60,54,76,89,88,506,213,444,990,997,1127,1213,1236,824,261,7311
SAL12751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,16,0,0,0,8,9,3,0,0,0,19
SAL12752,0,0,0,0,0,0,4,3,4,15,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,4,6,5,0,23,12,26,28,43,103,136,108,44,12,508
SAL12753,0,0,0,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,9,8,17,20,26,27,7,0,110
SAL12754,0,0,0,0,0,0,7,5,3,21,0,0,0,0,0,0,0,0,0,0,11,0,5,7,8,12,9,10,7,77,11,17,57,41,44,82,76,38,20,388
SAL12755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,13,0,7,3,0,39
SAL12756,5,0,3,14,18,54,53,33,15,187,0,0,4,5,4,8,6,5,8,39,21,14,50,49,22,41,28,12,3,238,415,775,1336,1727,1831,1292,724,261,58,8422
SAL12757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7
SAL12758,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,5,14,21,30,14,3,102
SAL12759,5,9,18,24,18,45,47,56,33,249,0,0,21,17,11,9,4,8,0,68,16,34,40,44,40,46,51,53,50,372,111,324,544,475,366,438,390,287,179,3112
SAL12760,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,4,9,7,13,9,0,0,53,9,15,9,30,35,77,46,11,0,235
SAL12761,0,0,5,0,8,17,18,20,19,83,0,3,0,5,5,7,3,5,0,29,0,9,24,24,22,13,22,15,8,132,193,412,834,1148,1193,1088,621,332,94,5916
SAL12762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SAL12763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,8
SAL12764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,3,0,0,12,7,3,0,25
SAL12765,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,5,0,14,0,7,5,0,10,9,7,8,0,45
SAL12766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,0,14
SAL12767,3,11,61,100,93,140,161,109,41,715,0,10,47,65,61,67,76,47,19,392,66,76,201,204,153,122,109,53,22,1006,507,1187,2589,2712,1963,1653,1102,495,154,12366
SAL12768,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,14,16,15,31,27,7,7,138
SAL12769,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,29,31,38,42,28,14,0,191
SAL12770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,11
SAL12771,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,10,15,14,24,10,0,0,92
SAL12772,0,0,3,0,0,5,3,9,0,18,0,0,0,0,0,0,0,0,0,0,4,0,13,3,9,4,8,0,0,31,16,20,38,30,54,54,41,16,0,278
SAL12773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,8,5,0,0,0,22
SAL12774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,0,0,12
SAL12775,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,21
SAL12776,0,0,0,0,0,5,7,8,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,0,7,0,0,36,41,32,77,93,106,97,83,31,4,562
SAL12777,3,0,5,3,12,20,33,31,50,152,0,0,3,0,11,8,0,0,0,21,0,7,20,19,16,15,7,26,16,135,77,203,535,388,424,472,333,308,255,2996
SAL12778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,7,6,0,17
SAL12779,0,0,0,0,5,0,4,7,0,24,0,0,0,0,0,0,0,0,0,3,0,0,5,5,5,9,7,4,3,42,52,125,161,222,251,215,164,82,31,1290
SAL12780,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,21,62,82,131,152,171,104,54,14,804
SAL12781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,7
SAL12782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,8,5,8,4,0,34
SAL12783,0,0,0,0,5,0,0,6,6,13,0,0,0,0,0,0,0,0,0,4,5,0,5,4,4,10,7,4,0,37,54,88,143,238,284,235,163,93,21,1316
SAL12784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,12,16,6,0,5,50
SAL12785,0,0,0,5,4,16,19,21,5,72,0,0,0,0,4,14,14,5,0,51,0,8,10,0,4,13,9,4,4,60,27,94,183,129,148,168,106,68,18,950
SAL12786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,10,4,0,3,3,14,11,13,5,0,46
SAL12788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12789,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,18,4,4,12,3,12,27,15,3,0,86
SAL12790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,4,5,0,5,22,8,4,4,55
SAL12791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,11,0,0,28
SAL12792,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,18,5,19,30,20,6,0,106
SAL12793,0,0,0,0,0,3,4,11,7,34,0,0,0,3,4,0,0,4,0,6,0,0,0,4,0,5,4,10,13,37,48,116,161,195,216,219,143,96,71,1268
SAL12794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,3,5,10,10,12,11,23,8,8,84
SAL12795,0,0,0,0,0,0,8,4,5,19,0,0,0,0,0,0,0,0,0,6,0,0,5,8,0,0,0,9,0,35,36,68,113,204,195,166,116,93,27,1024
SAL12796,0,0,30,57,79,151,154,108,40,622,0,5,21,37,76,126,85,52,30,431,61,36,113,108,89,103,67,50,24,653,346,736,1380,1305,1335,1318,850,478,169,7921
SAL12797,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,19,15,29,28,41,75,61,51,24,3,321
SAL12798,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,13,12,5,5,0,49
SAL12799,0,0,0,0,0,8,8,12,0,32,0,0,0,0,0,0,0,0,0,0,0,4,5,10,4,8,0,10,0,50,90,116,295,423,398,353,349,225,21,2284
SAL12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,15
SAL12801,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,4,14,12,20,21,9,5,4,97
SAL12802,0,0,0,7,0,3,13,15,13,48,0,0,0,4,3,0,0,4,0,13,4,0,11,12,5,7,6,7,0,52,31,87,198,211,187,188,116,65,23,1112
SAL12803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,10,3,0,0,27
SAL12804,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,9,0,0,23
SAL12805,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,8,3,4,10,17,15,15,4,4,0,63
