SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL11631,38,1142,1042,160,2650,0.7,1645,2.6
SAL11632,51,1029,537,138,1499,0.7,1312,2.3
SAL11633,45,0,575,0,1875,0.6,1624,2
SAL11634,59,1100,474,160,1624,0.8,1208,1.8
SAL11635,47,1463,677,290,1659,0.7,1237,2.1
SAL11636,38,498,575,140,1624,1,1416,2.9
SAL11637,58,0,3250,0,0,0,0,0
SAL11638,52,260,820,80,1875,0.6,900,2.2
SAL11639,56,1192,524,196,900,0.7,849,1.9
SAL11640,36,2435,918,460,2556,1.1,2378,3.2
SAL11641,50,2165,591,100,1562,0.9,1271,2.3
SAL11642,39,2800,1200,450,3136,0.9,2257,2.4
SAL11643,47,1437,577,355,1437,0.8,1281,2.5
SAL11644,40,2000,818,298,2143,0.8,1958,3
SAL11645,38,3000,1045,420,2947,1,1756,2
SAL11646,31,2730,1192,540,2854,0.8,2780,3.3
SAL11647,52,1950,762,185,1875,0.7,1542,2.1
SAL11648,39,1500,649,300,900,0.7,933,2.2
SAL11649,43,2167,883,570,2653,0.7,2669,3.2
SAL11650,57,867,491,250,1050,0.8,814,2.1
SAL11651,46,0,899,0,2083,0.8,1624,2.2
SAL11652,34,3200,2166,0,4250,1.1,3999,3
SAL11653,49,1068,515,230,1298,0.7,904,2.1
SAL11654,45,2050,633,345,1791,0.8,1625,2.8
SAL11655,0,0,0,0,0,0,0,0
SAL11656,40,2167,818,380,2125,0.9,2178,3.3
SAL11657,70,0,474,0,725,0.6,725,2
SAL11658,49,1741,780,320,2062,0.9,1875,2.7
SAL11659,38,2440,1166,270,2399,0.8,2250,2.6
SAL11660,44,2500,1031,490,3039,0.7,2502,2.8
SAL11661,55,1192,697,190,1771,0.6,1406,2.1
SAL11662,36,1733,736,360,2016,0.8,1514,2.5
SAL11663,33,2167,855,430,2207,1,2203,3.4
SAL11664,47,2689,687,290,2583,0.8,2449,2.9
SAL11665,41,2167,699,450,2250,1,2250,3.2
SAL11666,44,0,825,0,1937,0.8,1875,2.6
SAL11667,55,1642,919,413,2399,0.7,2166,2.5
SAL11668,36,2167,844,420,2203,0.9,2070,3
SAL11669,35,1406,808,330,1878,0.7,1508,2.4
SAL11670,51,2275,490,350,1531,0.8,1041,2.1
SAL11671,48,3080,950,650,3104,0.7,2532,2.8
SAL11672,53,1938,671,350,1974,0.9,1478,2.4
SAL11673,44,3125,687,545,2166,0.8,2166,3.1
SAL11674,34,2400,1045,480,2682,0.8,2526,3.2
SAL11675,50,1733,1041,400,2083,0.7,2050,2.5
SAL11676,41,2167,887,460,2448,0.8,2252,2.9
SAL11677,42,3000,882,543,2644,0.8,2524,3.2
SAL11678,48,3500,787,370,2833,0.8,2156,3
SAL11679,39,1509,584,330,1505,0.9,1384,2.8
SAL11680,44,1733,597,285,1875,0.9,1142,2.2
SAL11681,23,0,900,0,3750,0.8,1125,2.3
SAL11682,45,1473,763,315,1964,0.7,1557,2.4
SAL11683,56,1072,837,235,2250,0.7,2250,2.5
SAL11684,46,1647,579,335,1562,0.8,1158,2.5
SAL11685,35,1300,496,350,1292,0.7,1166,2.4
SAL11686,37,2600,984,590,3009,0.9,3068,3.5
SAL11687,32,1300,599,275,725,0.9,725,2.2
SAL11688,33,2067,886,430,2186,0.9,2119,3
SAL11689,55,1300,553,275,1324,0.7,985,2.1
SAL11690,0,0,0,0,0,0,0,0
SAL11691,43,0,0,0,0,2.5,0,5
SAL11692,59,433,1174,150,2437,0.7,2299,2.4
SAL11693,28,1924,1231,410,2648,0.8,2510,2.9
SAL11694,39,2029,1116,310,2916,0.8,2431,2.9
SAL11695,46,1200,820,1,1812,0.8,1843,2.5
SAL11696,42,867,1031,200,2416,1,2333,2.8
SAL11697,37,1733,932,315,2308,0.8,2104,2.9
SAL11698,40,1400,680,200,1875,0.8,1562,2.6
SAL11699,51,1994,752,365,1874,0.7,1562,2.2
SAL11700,48,0,824,160,1333,0.6,1125,2.2
SAL11701,44,1950,769,0,1625,0.7,1562,2.8
SAL11702,0,0,0,0,0,0,0,0
SAL11703,52,1733,778,200,1874,0.8,1458,2.6
SAL11704,53,1667,849,360,2166,0.8,2062,2.8
SAL11705,44,2266,982,300,1958,0.7,1906,2.6
SAL11706,0,0,0,0,0,0,0,0
SAL11707,40,1142,668,120,1875,0.8,1375,2.7
SAL11708,41,1300,425,170,1125,0.9,780,2.4
SAL11709,50,1517,512,250,1375,1,833,2.1
SAL11710,32,2600,1576,525,3434,0.8,3371,3.1
SAL11711,38,783,728,220,1583,0.7,1375,2.5
SAL11712,46,0,816,138,1812,0.8,1437,2.5
SAL11713,54,1473,514,400,1625,0.8,1291,2.4
SAL11714,43,1777,683,305,1875,0.9,1803,2.9
SAL11715,47,1029,567,208,1542,0.8,992,2.4
SAL11716,39,2000,634,300,1187,0.8,1187,3.3
SAL11717,41,1560,705,320,1721,0.7,1318,2.4
SAL11718,51,2000,546,358,1474,0.9,1300,2.3
SAL11719,38,2000,350,0,500,0.7,749,2.5
SAL11720,49,4788,933,300,2583,0.7,2583,2.8
SAL11721,28,600,812,250,1437,0.8,1374,3
SAL11722,55,2700,899,400,2666,0.7,2583,2.5
SAL11723,59,1000,575,0,1499,0.7,1125,2.4
SAL11724,39,3033,1075,577,2924,1,2460,2.7
SAL11725,31,9999,833,180,1749,1.3,900,1.7
SAL11726,53,1404,488,240,1633,0.8,1083,2.1
SAL11727,41,1603,613,350,1438,0.8,1156,2.3
SAL11728,35,1665,885,390,1849,0.9,1421,1.9
SAL11729,51,3163,680,225,1875,0.8,1416,3.3
SAL11730,54,4333,914,0,1749,0.6,1374,3.2
SAL11731,40,1625,747,320,1899,0.7,1405,2.3
SAL11732,36,2600,525,297,1125,1,1875,4.6
SAL11733,59,1668,675,325,1562,0.7,1374,2.1
SAL11734,58,434,762,200,1625,0.5,762,1.6
SAL11735,42,2167,1118,478,2941,0.8,3062,3.2
SAL11736,41,2167,924,200,1958,0.8,1833,2.7
SAL11737,52,1200,690,300,1678,0.7,1218,2.3
SAL11738,58,1750,675,268,1416,0.7,1281,2
SAL11739,44,1348,641,300,1509,0.7,1179,2.2
SAL11740,29,4733,866,200,1875,0.9,1875,3.8
SAL11741,54,1272,584,23,1562,0.8,1125,2.3
SAL11742,38,600,433,180,1333,0.7,949,2.5
SAL11743,30,2700,1154,540,2657,0.8,2570,3.2
SAL11744,61,0,424,250,1625,1.7,0,7
SAL11745,31,1873,677,400,1651,1.2,1598,2.8
SAL11746,59,2831,543,116,2518,0.7,1652,2.6
SAL11747,59,1650,567,288,1350,0.8,1124,2.2
SAL11748,50,1409,701,280,1828,0.7,1287,2.3
SAL11749,42,815,759,160,1699,0.8,1406,2.8
SAL11750,44,3033,1083,630,3270,0.8,3061,3
SAL11751,57,862,780,350,2083,0.7,1124,1.7
SAL11752,50,1733,630,345,1687,0.7,1399,2.5
SAL11753,49,0,2500,0,0,0,0,0
SAL11754,44,2400,724,200,2125,0.8,2250,3.3
SAL11755,38,1408,575,475,1687,1,1625,2.5
SAL11756,52,1174,575,420,1187,0.7,1166,2.5
SAL11757,61,0,687,125,2333,0.5,1375,1.9
SAL11758,0,0,0,0,0,0,0,0
SAL11759,51,1300,475,250,1292,0.8,987,2.3
SAL11760,48,2121,698,425,2082,0.7,1510,2.5
SAL11761,54,1517,607,400,1353,0.7,1174,2.2
SAL11762,37,2041,580,450,1743,1,1775,3.5
SAL11763,33,2275,495,420,1646,1,1449,3.4
SAL11764,48,2040,575,260,1792,0.9,1416,2.3
SAL11765,42,2850,709,483,1812,0.9,1958,3.5
SAL11766,53,582,537,200,1333,0.8,1037,2.2
SAL11767,38,2000,462,460,1492,1,1477,3.5
SAL11768,58,0,725,250,1375,1,1437,2.2
SAL11769,42,1445,491,240,1410,0.8,1284,2.8
SAL11770,37,4000,1373,1625,4701,0.8,4704,3.7
SAL11771,45,1950,1019,314,2874,0.8,2349,3.1
SAL11772,40,2025,599,0,900,1,1375,3.3
SAL11773,50,2485,1335,465,3634,0.7,3263,2.7
SAL11774,32,2167,675,390,1791,1,1485,3.4
SAL11775,58,1495,600,300,1359,0.7,1096,2.1
SAL11776,42,3000,1457,550,4034,0.9,2946,2.4
SAL11777,52,1833,725,275,2062,0.8,1624,2.5
SAL11778,47,2241,966,300,2833,0.6,2583,2.1
SAL11779,41,2167,959,278,2550,0.8,2305,3.1
SAL11780,30,2554,1082,520,2471,0.8,2406,3.2
SAL11781,47,1949,655,180,1812,0.9,1458,2.7
SAL11782,54,1083,554,200,1370,0.7,991,2.1
SAL11783,38,1764,827,300,1765,0.7,1525,2.5
SAL11784,33,1755,803,360,2207,0.8,1929,2.8
SAL11785,45,1733,680,425,1562,0.9,1812,2.8
SAL11786,55,1950,415,200,1125,0.8,819,2.1
SAL11787,39,2452,737,480,2150,0.8,1930,3
SAL11788,36,1483,831,300,1951,0.8,1676,2.6
SAL11789,40,0,1089,125,2437,0.8,2166,3
SAL11790,40,638,704,150,1600,0.7,1388,2.5
SAL11791,46,2600,838,538,2530,0.8,2447,3.2
SAL11792,42,2817,914,450,2434,0.8,2409,3.1
SAL11793,49,2275,949,382,2750,1.2,2750,3
SAL11794,46,0,575,0,2250,0.8,1499,2
SAL11795,65,653,700,500,1875,0.7,1458,2.1
SAL11796,31,2015,513,378,1473,1.1,1314,3.1
SAL11797,31,2286,569,460,1676,1,1583,3.4
SAL11798,43,542,563,160,1447,0.7,953,2.2
SAL11799,50,1625,474,130,1375,0.8,850,2.4
SAL11800,41,1495,650,300,1753,0.7,1371,2.4
SAL11801,49,1660,569,450,1366,0.7,1302,2.7
SAL11802,45,1300,712,300,1583,0.7,1350,2.5
SAL11803,44,2000,752,400,1708,0.7,1583,2.7
SAL11804,64,750,1374,80,6499,0.6,3999,2.1
SAL11805,48,1300,749,175,1625,0.6,1187,2.4
SAL11806,34,2167,785,265,2161,0.8,1983,3
SAL11807,52,1634,496,315,1458,0.8,1204,2.5
SAL11808,47,675,725,0,2125,0.7,2166,2.3
SAL11809,45,1211,673,230,1699,0.7,1225,2.3
SAL11810,38,0,724,100,1625,0.8,1125,2.9
SAL11811,43,2474,1352,475,3308,0.9,3243,3
SAL11812,45,2167,789,300,2166,0.8,2200,3.1
SAL11813,39,0,1025,0,2250,0.5,1062,1.6
SAL11814,54,1625,725,250,1916,0.8,1062,1.8
SAL11815,50,1600,762,250,1937,0.7,1525,2.3
SAL11816,45,1767,491,200,1550,0.8,1333,2.7
SAL11817,49,5000,966,0,2249,0.7,2249,3.5
SAL11818,37,1517,787,300,2033,0.7,1564,2.5
SAL11819,38,1733,985,350,2421,0.8,2049,2.7
SAL11820,42,1192,634,150,1875,0.7,1312,2.8
SAL11821,44,1600,519,175,1937,0.8,1875,3
SAL11822,34,0,1149,400,2750,0.8,2750,3.4
SAL11823,31,1625,1062,350,2749,1,2374,3.5
SAL11824,42,618,860,200,1937,0.8,1562,2.9
SAL11825,32,0,0,0,0,0,0,0
SAL11826,58,1070,387,500,762,0.8,706,2.1
SAL11827,41,3250,1017,261,2062,0.7,2125,2.8
SAL11828,50,2167,862,250,1875,0.7,1562,2.5
SAL11829,44,1170,639,260,1402,0.7,1040,2.3
SAL11830,54,698,454,23,974,0.8,860,2.2
SAL11831,42,1800,687,385,1768,0.8,1493,2.5
SAL11832,29,2250,602,350,1889,0.9,1394,2.6
SAL11833,39,2600,1020,500,2514,0.9,2049,2.5
SAL11834,42,3033,1049,680,3244,0.8,3047,3.1
SAL11835,46,3674,996,530,3494,0.8,2761,2.8
SAL11836,38,2500,1124,0,2899,1.1,4625,2.5
SAL11837,49,1760,601,360,1412,0.8,1031,2.2
SAL11838,48,1083,567,325,1347,0.9,1208,2.6
SAL11839,51,2080,654,300,1573,0.8,1454,2.7
SAL11840,43,0,630,420,1625,0.8,1149,2.2
SAL11841,46,1822,752,200,1800,0.8,1437,2.6
SAL11842,42,1950,843,410,2218,0.7,2008,2.8
SAL11843,43,1000,624,0,1812,0.7,1374,2.5
SAL11844,70,4000,949,400,1875,0.5,1937,1.7
SAL11845,39,2000,888,420,2242,0.8,1689,2.1
SAL11846,43,2320,1082,470,3109,0.8,2297,2.6
SAL11847,36,2100,967,420,2316,0.8,1934,2.3
SAL11848,44,2383,770,162,2667,0.8,1426,2.3
SAL11849,33,1590,952,345,2091,0.8,1924,2.9
SAL11850,36,2167,786,490,2131,0.8,1941,2.9
SAL11851,42,2180,827,440,2250,0.9,1868,2.7
SAL11852,51,2000,695,350,1374,0.7,1199,2.4
SAL11853,61,1625,756,338,1625,0.7,1446,1.9
SAL11854,58,778,457,250,1062,0.7,849,1.9
SAL11855,13,9999,1750,0,4750,1.2,4750,5
SAL11856,51,1420,694,350,1781,0.8,1406,2.4
SAL11857,39,1500,825,275,1995,0.8,1856,2.8
SAL11858,52,910,550,220,1331,0.7,973,2.1
SAL11859,59,1409,1007,525,2200,0.7,2068,2.3
SAL11860,34,2770,1166,300,2860,0.9,3035,3.3
SAL11861,50,1083,488,220,1166,0.8,872,2.2
SAL11862,50,2275,1140,320,3250,0.7,2374,2.3
SAL11863,27,1767,866,400,2624,1,2250,3.6
SAL11864,54,1419,790,273,1875,0.7,1562,2.4
SAL11865,64,1517,480,340,1067,0.6,883,2
SAL11866,35,2708,1014,550,3040,0.8,3014,3.5
SAL11867,31,1750,802,360,1967,1.2,1779,2.5
SAL11868,48,2167,751,283,2250,0.8,1906,2.6
SAL11869,57,1669,787,300,2035,0.8,1708,2.2
SAL11870,35,0,1624,260,2250,0.7,2125,2
SAL11871,57,2167,687,220,1437,0.7,1749,2.5
SAL11872,45,1300,593,330,1346,0.8,1101,2.4
SAL11873,32,2000,787,410,2051,0.9,2018,3.3
SAL11874,0,0,0,0,0,0,0,0
SAL11875,67,960,520,290,1006,0.8,744,1.7
SAL11876,60,1860,562,275,1408,0.7,990,2
SAL11877,43,2600,1624,0,725,1.1,725,3.7
SAL11878,32,0,900,350,1375,0.7,2125,2.9
SAL11879,35,2167,970,473,2515,0.8,2279,2.9
SAL11880,61,1733,617,330,1398,0.6,1096,2
SAL11881,47,867,669,175,1581,0.7,1152,2.2
SAL11882,52,1046,783,165,1687,0.7,1413,2.2
SAL11883,54,1733,866,273,3124,0.9,2250,2
SAL11884,30,2600,758,650,1916,1.4,1931,2.4
SAL11885,58,0,900,0,4249,0.4,1125,1.4
SAL11886,48,650,1292,450,3249,0.9,2749,2.5
SAL11887,38,2383,841,590,2411,0.7,2308,3.1
SAL11888,41,1950,802,400,2145,0.8,1794,2.6
SAL11889,58,1517,780,175,1906,0.8,1775,2.4
SAL11890,43,2553,957,520,2638,0.8,2240,2.7
SAL11891,47,2000,601,320,1461,1,1066,2
SAL11892,38,1517,1187,350,3250,1.1,3416,3.6
SAL11893,33,1733,574,335,1472,0.9,1335,3
SAL11894,32,1850,462,300,1290,1,1159,3.3
SAL11895,33,1950,907,420,2238,0.8,2130,2.9
SAL11896,59,0,1187,0,2250,0.4,2124,1.8
SAL11897,38,2500,981,535,2718,0.9,2490,2.9
SAL11898,46,4800,1341,660,4042,0.8,3353,2.9
SAL11899,51,1083,573,200,1384,0.7,1016,2.2
SAL11900,63,3756,525,0,949,1,1249,2.5
SAL11901,43,477,769,700,1850,0.9,1562,2.7
SAL11902,48,1170,561,283,1218,0.7,979,2
SAL11903,47,1000,662,183,1624,0.9,1375,2.7
SAL11904,46,1473,537,360,1416,0.9,1266,2.7
SAL11905,35,1300,530,305,1149,0.8,928,2.1
SAL11906,58,1083,497,150,1390,0.9,1125,2.1
SAL11907,45,3071,1111,565,2895,0.8,2750,3.1
SAL11908,55,2142,450,0,1649,0.8,762,2.6
SAL11909,37,2167,959,400,2607,0.8,2198,2.7
SAL11910,60,645,457,108,933,0.8,749,1.8
SAL11911,43,1500,1012,620,2250,0.8,2100,2.8
SAL11912,35,2000,838,435,2106,0.8,1924,2.8
SAL11913,45,2210,682,300,1708,0.9,1550,2.8
SAL11914,51,818,621,238,1375,0.7,1021,2.2
SAL11915,52,1113,949,250,1625,0.6,1541,1.6
SAL11916,40,1950,828,420,2309,0.8,1970,2.7
SAL11917,46,2492,669,550,2624,0.8,2333,3.1
SAL11918,35,2167,862,450,1958,1.1,1635,2.3
SAL11919,36,901,852,220,1765,0.8,1486,2.4
SAL11920,53,1560,604,350,1437,0.8,1281,2.5
SAL11921,42,1517,839,350,1977,0.7,1701,2.5
SAL11922,35,2134,631,463,1866,0.9,1909,3.5
SAL11923,44,1620,975,350,2368,0.7,2131,2.7
SAL11924,35,2141,826,420,2127,0.8,1759,2.5
SAL11925,51,1409,1021,160,1625,0.7,1583,2.2
SAL11926,53,1200,479,275,1062,0.8,1031,2.1
SAL11927,51,1170,628,185,1477,0.7,1101,2.2
SAL11928,43,3000,976,335,2919,0.8,2951,3.3
SAL11929,61,1500,739,0,2124,1.2,1375,2.1
SAL11930,47,2167,687,275,2250,0.7,1875,2.4
SAL11931,38,1733,743,390,2032,0.9,1884,2.9
SAL11932,33,2166,854,450,2020,1.1,1893,2.8
SAL11933,31,2188,1104,515,2660,0.9,2571,3.2
SAL11934,58,0,1562,0,3250,0.6,3250,2.3
SAL11935,48,2167,550,385,1437,0.6,966,2.7
SAL11936,31,2167,960,470,2242,1.2,2101,2.5
SAL11937,31,2000,860,431,2072,1.2,1952,2.6
SAL11938,47,1733,641,280,1375,0.8,1083,2.4
SAL11939,41,0,612,125,1625,0.9,1625,3.6
SAL11940,38,2000,890,200,2457,0.7,2208,2.5
SAL11941,46,1280,486,550,1375,1.1,1375,3.1
SAL11942,32,2253,825,530,2438,0.9,2457,3.5
SAL11943,38,2240,890,440,2284,1,1952,2.5
SAL11944,41,2800,967,620,2977,0.8,2699,3
SAL11945,48,1729,621,270,1444,0.8,1341,2.4
SAL11946,40,1344,673,330,1763,0.8,1375,2.4
SAL11947,49,1558,787,238,2062,0.7,1375,2.6
SAL11948,46,2167,911,490,2483,0.7,2083,2.6
SAL11949,36,2167,833,500,2287,0.8,2164,3
SAL11950,45,3250,764,428,2337,0.8,2135,3.2
SAL11951,38,2600,1281,435,3700,0.8,2916,2.7
SAL11952,51,2234,933,0,2250,0.7,1375,2.4
SAL11953,48,1733,778,415,1924,0.7,1850,2.6
SAL11954,52,700,518,28,1437,0.8,966,2.3
SAL11955,51,1000,483,175,1187,0.9,749,2
SAL11956,0,0,0,0,0,0,0,0
SAL11957,49,1300,673,290,1612,0.7,1293,2.3
SAL11958,35,2139,663,490,2010,0.9,1960,3.5
SAL11959,55,882,480,134,1312,0.7,1218,2.4
SAL11960,45,0,2250,0,4750,0.6,4750,2
SAL11961,46,4333,1239,530,4583,0.8,3413,2.8
SAL11962,31,1894,972,398,2606,0.8,2379,2.9
SAL11963,51,2600,678,335,2125,0.7,2050,2.8
SAL11964,34,0,1900,0,0,0,0,0
SAL11965,38,2552,1180,460,2791,0.7,2437,2.8
SAL11966,44,2600,1031,350,1625,0.9,1937,3.3
SAL11967,50,3250,1177,700,2987,0.8,2359,2.2
SAL11968,57,6000,1192,850,4250,0.6,3999,2.6
SAL11969,52,1300,471,255,1062,1,725,2.1
SAL11970,42,2600,968,460,2573,0.9,2121,2.5
SAL11971,33,2167,698,470,1802,1.1,1804,2.8
SAL11972,43,3200,872,600,2565,0.8,2419,3.2
SAL11973,56,2167,744,350,1765,0.7,1294,1.9
SAL11974,65,3000,982,450,2333,0.5,1850,1.8
SAL11975,41,2167,766,309,2055,0.9,2050,3
SAL11976,49,1300,533,350,1375,0.7,989,2.2
SAL11977,59,1661,458,250,1187,0.8,1166,2.4
SAL11978,52,1300,583,385,1325,0.8,1162,2.4
SAL11979,53,1062,537,265,1375,0.7,933,2.3
SAL11980,57,1083,597,205,1687,0.7,1031,2
SAL11981,50,2125,624,0,2083,0.7,1624,2.8
SAL11982,44,2976,985,650,2882,0.8,2778,3.1
SAL11983,62,1300,487,300,1070,0.7,834,1.9
SAL11984,38,5000,1374,250,3124,0.8,3124,3.1
SAL11985,47,1817,883,0,2312,0.9,2250,2.7
SAL11986,0,0,0,0,0,0,0,0
SAL11987,37,1950,719,380,1834,0.9,1596,2.8
SAL11988,44,4000,989,766,2793,0.8,2776,3.2
SAL11989,62,3033,560,175,1125,0.6,687,1.7
SAL11990,41,1250,666,270,1492,0.7,1187,2.3
SAL11991,64,542,525,0,1187,0.7,1041,1.8
SAL11992,43,1647,849,350,2194,0.8,1906,2.6
SAL11993,39,1409,550,200,1875,0.9,1374,3
SAL11994,53,0,525,50,1125,0.6,812,2.2
SAL11995,0,0,0,0,0,0,0,0
SAL11996,53,1430,599,275,1375,0.8,1199,2.6
SAL11997,51,0,549,0,0,0.4,400,1
SAL11998,60,1450,593,0,1375,0.7,1312,2.3
SAL11999,35,2000,995,430,2315,0.9,1828,2.1
SAL12000,42,100,864,150,2031,0.7,1416,2.2
SAL12001,45,1300,596,200,1781,1,1562,2.9
SAL12002,47,1413,519,150,1468,1,1224,2.6
SAL12003,38,0,450,125,1624,0.5,1375,1.9
SAL12004,52,2384,537,305,966,1,1124,2.6
SAL12005,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0
SAL12007,50,2600,838,498,2374,0.7,2131,2.6
SAL12008,52,1733,779,423,1850,0.8,1774,2.7
SAL12009,38,1950,873,370,2026,0.8,1538,2.3
SAL12010,39,2600,1023,428,2760,0.9,2220,2.6
SAL12011,55,3595,847,475,2075,0.7,1890,2.5
SAL12012,34,0,574,0,450,0.5,537,2.2
SAL12013,47,2700,1430,400,3528,0.8,3536,3
SAL12014,47,906,880,354,2125,0.7,1875,2.5
SAL12015,43,303,769,250,1542,0.7,1218,2.7
SAL12016,47,2167,937,200,2600,0.8,2250,2.6
SAL12017,59,1116,443,195,1062,0.6,792,1.9
SAL12018,40,800,1093,194,2333,0.6,2083,2.1
SAL12019,51,1200,483,149,1375,0.8,1375,2.3
SAL12020,49,1993,850,250,2150,0.9,1812,2.4
SAL12021,47,1950,620,325,2068,0.9,1708,2.6
SAL12022,0,0,0,0,0,0,0,0
SAL12023,51,842,694,175,1666,0.7,1166,2.2
SAL12024,68,600,479,0,949,0.6,866,1.5
SAL12025,38,2405,1485,490,3680,0.8,3403,3
SAL12026,41,1867,1023,435,2849,0.9,2899,3.4
SAL12027,52,1499,575,350,1899,0.8,1875,2.7
SAL12028,48,1733,866,413,2624,0.8,1906,2.9
SAL12029,63,640,1312,0,5499,0.5,1374,1.3
SAL12030,34,1376,964,350,2225,0.8,2020,2.7
SAL12031,50,1419,509,340,1174,0.8,1015,2.6
SAL12032,31,1652,574,350,1444,1,1180,2.4
SAL12033,45,2160,788,450,2067,0.7,1732,2.6
SAL12034,27,0,2124,20,0,0.4,1874,1
SAL12035,46,1376,653,300,1451,0.9,1318,2.5
SAL12036,43,2564,856,445,2505,0.8,2713,3.4
SAL12037,48,2500,949,0,1687,0.7,1562,2.5
SAL12038,68,0,824,0,4750,0.4,900,1.5
SAL12039,32,1636,933,400,2325,0.9,2058,2.5
SAL12040,56,0,425,0,900,0.6,900,1.9
SAL12041,38,1573,858,316,2200,0.8,2013,3
SAL12042,58,1027,933,180,2250,0.7,1562,2
SAL12043,45,1142,900,350,1875,1,1625,2.1
SAL12044,43,1800,991,380,2449,0.7,2042,2.6
SAL12045,46,1733,412,185,649,0.9,725,1.8
SAL12046,50,1344,592,300,1513,0.8,1194,2.4
SAL12047,0,0,0,0,0,0,0,0
SAL12048,44,1733,1187,0,3250,0.8,2250,2.6
SAL12049,57,2185,599,295,1174,0.7,1100,2.6
SAL12050,30,2600,1100,530,2548,0.8,2484,3.2
SAL12051,51,1820,939,0,2749,0.6,2250,2.2
SAL12052,43,964,754,185,1825,0.7,1303,2.4
SAL12053,47,1528,668,350,1489,0.7,1340,2.4
SAL12054,39,1251,729,260,1727,0.7,1354,2.4
SAL12055,47,1083,739,110,1874,0.8,1687,2.8
SAL12056,39,2089,932,400,2445,0.8,1804,2.4
SAL12057,46,1733,703,231,1875,1,1625,2.8
SAL12058,50,1517,490,241,1666,1,989,2.3
SAL12059,44,1733,811,375,1944,0.8,1458,2.5
SAL12060,37,1625,878,350,2175,0.8,1589,2.6
SAL12061,42,3733,545,100,1125,0.8,949,2.5
SAL12062,37,1950,823,260,2031,1,1768,2.7
SAL12063,48,2000,641,450,1805,0.7,1399,2.5
SAL12064,0,0,0,0,0,0,0,0
SAL12065,54,867,457,220,1022,0.7,677,1.8
SAL12066,50,6500,1228,430,3166,0.7,2650,2.7
SAL12067,56,1040,494,310,1187,0.8,974,2.3
SAL12068,46,4077,1245,715,3963,0.7,4111,3.1
SAL12069,54,2000,766,310,2009,0.8,1578,2.3
SAL12070,48,3100,912,100,2416,0.9,2250,3
SAL12071,48,1237,1025,120,1937,0.7,2250,2.6
SAL12072,50,2500,618,360,1625,0.9,1199,2.5
SAL12073,54,2400,752,275,1781,0.7,1625,2.3
SAL12074,42,1950,700,300,1906,0.8,1937,3
SAL12075,45,1733,652,380,1706,0.8,1344,2.5
SAL12076,23,0,938,254,2408,0.9,2386,3.4
SAL12077,34,0,0,0,0,0,0,0
SAL12078,48,1560,664,320,1187,0.9,1125,2.6
SAL12079,38,1950,975,350,2334,0.8,1989,2.6
SAL12080,44,1630,767,310,2135,0.8,1899,2.7
SAL12081,42,3000,983,695,2964,0.8,2765,3
SAL12082,36,2080,850,450,2352,0.8,2200,3
SAL12083,49,1649,900,0,2124,1,1749,2.5
SAL12084,50,1444,555,300,1372,0.8,1061,2.3
SAL12085,48,1600,649,350,1669,0.7,1171,2.1
SAL12086,45,0,556,275,1625,0.8,1416,2.6
SAL12087,36,2037,908,420,2312,0.8,2147,3.1
SAL12088,38,1614,668,315,1816,0.8,1467,2.8
SAL12089,31,0,1281,400,2749,0.9,1999,2.8
SAL12090,36,2000,612,100,1083,0.8,1042,3.3
SAL12091,37,1617,762,305,2125,0.9,2125,3.1
SAL12092,44,2167,682,405,2050,0.7,2042,2.8
SAL12093,26,2200,610,420,2310,0.8,1739,2.5
SAL12094,46,1500,610,313,1437,0.8,1286,2.7
SAL12095,43,2383,1113,500,2625,0.7,2374,2.8
SAL12096,38,3000,1049,630,3122,0.8,3044,3.3
SAL12097,35,2600,1131,580,3100,0.9,3073,3.4
SAL12098,36,1800,803,360,2040,0.7,1737,2.7
SAL12099,43,2180,809,220,1713,0.8,1812,2.8
SAL12100,29,2338,1106,570,2639,0.8,2574,3
SAL12101,44,0,805,355,1350,0.9,1265,2.2
SAL12102,44,1875,633,470,1916,0.8,1753,3.2
SAL12103,43,1170,519,253,1239,0.9,881,2
SAL12104,48,1517,642,342,1568,0.8,1381,2.6
SAL12105,57,601,474,0,2166,0.7,725,2.1
SAL12106,72,0,1399,0,0,0.5,1875,1
SAL12107,32,2760,943,500,2744,1,2118,2.3
SAL12108,44,3280,942,550,3024,0.8,3061,3.3
SAL12109,43,2665,733,300,2125,0.8,2066,3.2
SAL12110,52,1629,667,120,1666,0.8,1531,2.5
SAL12111,49,1500,644,200,1708,0.7,1312,2.4
SAL12112,64,1517,366,0,900,0.6,762,1.6
SAL12113,53,0,1374,0,2750,0.7,2750,3
SAL12114,60,0,575,0,725,0.6,725,2.5
SAL12115,52,0,187,0,324,0.7,75,2.3
SAL12116,47,2200,725,255,1562,0.8,1416,2.4
SAL12117,63,1769,542,370,1290,0.8,1107,2.3
SAL12118,0,0,0,0,0,0,0,0
SAL12119,49,1003,654,195,1444,0.7,1199,2.1
SAL12120,0,0,0,0,0,0,0,0
SAL12121,40,105,933,205,1749,0.8,1458,2.7
SAL12122,31,2325,849,175,1875,0.9,1812,3.8
