SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC12550,92,132,223,117,138,259,0,0,0,35,46,80,0,0,3,377,399,782,0,0,0,31,34,69,3,4,7,0,0,3,3,0,4,13,10,29,16,21,33,29,43,74,105,118,225,0,3,9,9,13,17,34,39,73,49,47,92,0,0,4,838,918,1754,213,193,407,76,64,141,3,0,3,0,0,0,32,28,59,13,13,26,46,43,89,762,726,1488,12,6,13,5,3,6,774,736,1517,143,138,276,2180,2230,4408
SSC12551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12552,0,0,0,3,5,6,0,0,0,0,0,3,0,0,0,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,10,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,4,5,17,23,40
SSC12553,12,11,24,30,36,67,0,0,0,5,12,23,0,0,0,54,66,117,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15,15,0,0,0,0,0,0,5,9,17,9,9,24,0,0,3,112,156,275,3,3,3,3,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,3,3,129,112,242,3,0,0,0,0,0,134,114,247,37,26,64,302,312,611
SSC12554,15,35,59,1166,1215,2382,0,0,0,175,169,344,0,0,0,974,954,1925,3,0,3,25,15,35,6,14,21,12,11,31,20,25,51,0,0,0,14,22,37,53,50,98,133,165,297,24,21,39,7,12,21,202,233,437,115,147,262,0,0,0,2931,3051,5978,0,3,8,6,8,15,4,3,5,0,0,0,0,0,0,9,11,18,9,11,18,1345,1229,2575,23,18,44,0,10,10,1370,1263,2624,437,417,857,4776,4795,9563
SSC12555,8,0,8,22,15,37,0,0,0,0,0,0,0,0,0,10,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,30,0,0,0,0,0,0,19,19,30,7,4,14,61,63,119
SSC12556,4,7,10,40,35,79,0,0,0,6,5,13,0,0,0,31,32,67,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,4,9,7,0,0,0,3,0,3,3,3,8,4,3,9,0,0,0,98,100,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,50,115,3,0,7,3,3,3,72,54,120,32,33,63,213,186,397
SSC12557,5,3,5,13,5,24,0,0,0,3,0,3,0,0,0,11,18,26,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,32,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,42,0,0,0,3,0,3,28,16,42,13,18,34,81,69,149
SSC12558,0,0,0,18,15,28,0,0,0,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,33,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,65,0,0,0,0,0,0,37,36,70,16,11,22,78,75,149
SSC12559,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC12560,0,0,0,12,6,16,0,0,0,0,0,0,0,0,0,6,17,21,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,27,38,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,30,0,0,0,0,0,0,19,11,30,4,3,7,50,55,103
SSC12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12562,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,0,0,0,0,0,0,6,8,14,11,3,10,25,20,44
SSC12563,19,26,42,92,85,180,0,0,0,7,7,20,0,0,3,264,283,551,0,0,0,31,27,54,0,5,7,0,0,0,0,3,0,6,5,11,7,9,13,6,11,23,14,29,44,0,0,0,0,0,0,18,23,44,22,28,47,0,0,0,481,514,995,12,8,21,21,9,30,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,199,164,360,4,0,4,3,0,3,203,164,367,62,47,113,801,777,1574
SSC12564,0,0,0,11,9,17,0,0,0,0,0,0,0,0,0,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,0,0,0,0,0,0,6,8,17,3,3,7,31,31,64
SSC12565,0,0,0,15,15,32,0,0,0,0,0,0,0,0,0,8,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,23,0,0,0,0,0,0,11,8,23,0,3,3,41,49,92
SSC12566,0,0,0,21,25,45,0,0,0,0,0,0,0,0,0,28,26,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,32,0,0,0,0,0,0,22,15,32,5,8,16,76,72,152
SSC12567,41,56,98,909,1065,1970,0,0,0,128,129,262,0,0,0,1587,1713,3306,13,10,22,314,320,628,3,4,12,0,9,15,17,17,39,41,40,85,8,17,28,70,91,164,98,125,218,31,44,78,8,6,16,149,164,308,129,125,251,5,3,9,3511,3894,7408,47,38,82,72,73,143,7,8,13,0,3,3,9,3,12,5,8,16,14,17,27,1070,887,1958,6,3,13,5,6,12,1082,898,1982,276,273,548,5050,5254,10304
SSC12568,3,0,0,171,183,360,0,0,0,5,11,21,0,0,0,151,152,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,12,12,23,10,16,32,0,0,0,4,3,7,27,31,58,22,21,43,0,0,0,412,437,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,68,160,0,0,0,0,0,0,94,65,161,53,85,136,556,591,1150
SSC12569,0,0,5,40,42,80,0,0,0,3,0,3,3,0,7,31,36,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,84,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,58,0,0,0,0,0,0,39,19,58,9,11,25,135,118,257
SSC12570,0,3,3,95,92,189,0,0,0,0,0,4,0,0,0,65,66,126,0,0,0,6,4,9,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,13,20,0,0,0,0,0,0,12,7,24,8,0,9,0,0,0,193,194,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,66,48,108,0,0,0,0,0,3,62,44,110,32,19,53,289,269,559
SSC12571,0,0,0,39,28,63,0,0,0,0,0,0,0,0,0,62,65,129,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,3,0,0,0,3,3,5,0,3,3,0,0,0,15,15,31,0,0,0,0,0,0,127,116,244,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,110,83,193,0,0,0,0,0,0,107,83,191,62,54,111,297,260,551
SSC12572,0,0,0,23,19,48,0,0,0,0,0,0,0,0,0,36,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,16,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,71,68,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,0,0,0,0,0,0,12,10,24,10,8,23,94,89,186
SSC12573,48,57,98,868,1016,1888,0,0,0,31,39,71,0,0,0,1383,1538,2923,0,0,0,99,85,188,5,9,15,3,3,7,10,3,12,3,0,3,27,23,52,36,44,73,144,109,247,9,17,19,8,8,15,175,228,400,82,96,177,4,4,6,2882,3219,6099,14,15,34,11,12,25,7,11,15,0,0,0,3,6,7,3,7,8,8,13,19,2024,1741,3763,17,27,47,12,8,22,2053,1777,3829,450,392,843,5469,5494,10964
SSC12574,3,3,7,112,129,242,0,0,0,8,7,9,0,0,0,180,155,332,0,0,0,9,18,31,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,7,23,29,50,0,0,0,0,0,0,22,32,56,26,23,48,0,0,0,384,397,778,5,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,226,468,0,3,3,0,0,0,242,234,476,52,76,133,681,713,1400
SSC12575,22,24,43,333,419,750,0,0,0,15,30,47,0,0,0,324,361,683,0,0,0,3,5,7,13,18,27,0,0,3,5,7,13,0,0,0,4,3,10,6,4,11,61,59,118,3,5,6,0,0,3,60,92,149,28,43,75,0,3,3,869,1036,1906,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,8,610,565,1177,13,7,18,3,5,7,619,583,1203,175,204,379,1691,1853,3544
SSC12576,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,15,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,43,0,0,0,0,0,0,27,18,43,6,4,11,49,50,103
SSC12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12578,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,6,11,3,4,8,15,17,37
SSC12579,0,0,0,60,70,131,0,0,0,0,0,3,0,0,0,38,49,87,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,17,10,6,13,0,0,0,0,0,0,11,8,21,3,3,3,0,0,0,137,148,287,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,70,135,0,0,0,3,0,3,69,69,139,22,20,34,237,242,472
SSC12580,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,11,8,24
SSC12581,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,3,5,5
SSC12582,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,12,5,19
SSC12583,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,7,8,8,0,0,0,15,13,31
SSC12584,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,5,3,9,0,0,3,17,18,31
SSC12585,0,0,0,269,323,589,0,0,0,8,4,9,0,0,0,271,278,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,19,21,39,0,3,3,0,0,0,30,44,75,6,11,16,0,0,0,608,687,1290,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,144,108,258,0,0,0,0,0,0,148,108,256,105,94,202,868,894,1761
SSC12586,0,0,0,10,7,21,0,0,0,3,0,4,0,0,0,10,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,4,9,0,0,0,0,0,0,13,6,22,0,3,3,0,0,0,40,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21,0,0,0,0,0,0,13,7,18,3,3,4,58,49,107
SSC12587,0,0,0,31,22,51,0,0,0,0,0,0,0,0,0,5,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,10,0,9,0,0,3,0,0,0,45,36,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,14,0,0,0,0,0,0,13,4,14,7,8,12,65,49,115
SSC12588,400,509,913,566,652,1221,16,17,33,145,122,266,5,5,14,4218,4461,8673,9,15,25,563,522,1089,32,40,76,40,45,83,5,3,9,100,103,206,58,59,120,121,143,270,145,152,300,12,8,17,29,43,72,132,173,298,367,379,739,12,23,37,6581,6973,13552,723,633,1358,4008,3283,7291,0,3,5,0,0,0,214,144,355,83,70,155,297,218,508,1882,1596,3477,21,18,36,9,18,31,1916,1627,3543,1258,1227,2481,15179,14472,29653
SSC12589,49,83,131,215,286,503,9,14,26,37,41,81,3,5,9,1000,1192,2194,0,3,7,121,113,235,3,8,10,4,7,8,3,4,8,42,34,71,14,24,35,42,44,86,41,44,84,3,5,11,8,5,15,41,40,83,54,60,122,11,16,18,1656,1946,3598,80,84,163,679,643,1324,0,0,3,0,0,3,28,23,46,21,25,44,44,52,98,410,372,785,3,8,14,4,0,8,419,382,800,229,237,470,3165,3424,6592
SSC12590,0,0,0,23,30,48,0,0,0,0,3,3,0,0,0,39,44,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,3,0,3,0,0,0,11,5,14,0,0,0,0,0,0,75,95,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,44,0,0,0,0,0,0,18,17,44,24,24,47,118,137,262
SSC12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,3,0,3,4,0,4
SSC12592,11,25,31,486,601,1094,0,0,0,75,84,156,0,0,0,521,599,1117,0,0,4,3,3,6,9,19,28,15,12,30,0,4,7,0,0,0,9,12,18,28,38,65,69,79,147,7,10,15,7,4,13,114,136,251,72,89,159,0,0,0,1413,1696,3108,33,31,65,10,3,14,0,3,3,0,0,0,0,4,7,0,4,8,3,9,15,609,545,1156,9,7,14,0,10,10,619,554,1173,178,170,354,2261,2501,4764
SSC12593,0,0,0,8,5,8,0,0,0,0,3,4,0,0,0,10,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,19,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,8,0,8,0,3,4,30,25,52
SSC12594,0,0,0,11,14,21,0,0,0,0,0,3,0,0,0,12,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,7,14,0,0,0,0,0,0,33,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,45,0,0,0,0,0,0,25,18,45,0,4,6,58,53,106
SSC12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12596,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,14,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,23,13,39
SSC12597,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,14,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,0,0,0,0,0,0,5,6,13,0,0,0,18,12,34
SSC12598,0,0,0,57,67,127,0,0,0,0,3,8,0,0,0,78,59,134,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,3,0,0,3,3,0,8,0,0,3,0,0,0,3,5,9,6,6,19,0,0,0,157,159,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,77,176,3,0,3,0,0,0,100,77,176,22,38,62,282,276,562
SSC12599,0,0,0,41,43,82,0,0,0,0,0,3,0,0,0,59,53,106,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,8,16,0,0,0,0,0,0,3,5,14,3,5,3,3,0,3,123,123,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,96,0,0,0,0,0,0,50,49,98,9,4,16,185,171,362
SSC12600,0,0,0,49,35,85,0,0,0,0,4,4,0,0,0,24,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,90,86,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,32,0,0,0,0,0,0,19,13,33,13,8,21,119,110,225
SSC12601,0,0,0,11,3,9,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22,0,0,0,0,0,0,8,12,22,0,0,0,25,21,47
SSC12602,13,22,30,88,97,179,0,0,0,3,0,3,0,0,0,187,183,364,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,4,4,12,5,3,6,0,0,3,13,11,18,0,0,0,0,0,0,13,17,34,3,10,21,0,0,0,331,332,656,5,0,11,0,8,8,13,8,25,0,0,0,0,0,0,0,3,6,0,3,6,256,224,480,0,4,0,0,0,0,261,227,484,58,63,124,676,659,1340
SSC12603,3,9,13,99,87,189,0,0,0,3,3,7,0,0,0,190,166,354,0,0,0,10,13,27,0,3,3,0,0,0,3,4,8,0,0,0,8,3,12,11,16,26,10,9,16,0,0,0,3,3,7,17,22,35,3,0,10,0,0,0,357,331,685,4,0,3,4,4,8,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,120,97,224,3,4,7,3,3,4,127,105,234,27,30,59,525,486,1008
SSC12604,0,0,0,19,22,38,0,0,0,4,0,5,0,0,0,9,12,20,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,39,44,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,7,3,11,0,0,0,47,49,92
SSC12605,0,0,0,5,7,19,0,0,0,0,0,0,0,0,0,10,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,3,26,22,54
SSC12606,0,3,3,0,8,7,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,19,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,7,34,44,79,0,0,0,0,0,0,34,44,74,10,16,20,64,79,138
SSC12607,96,125,221,104,131,237,127,121,245,19,20,34,0,0,0,981,1047,2026,0,0,0,148,138,282,8,4,13,9,8,17,3,8,9,37,30,68,3,7,10,37,41,82,23,26,46,6,6,7,3,0,10,11,7,16,116,129,242,0,0,0,1632,1725,3356,99,122,224,182,181,368,0,0,0,0,0,0,0,0,0,29,25,56,29,27,58,280,211,489,5,7,10,3,0,3,289,213,506,225,218,440,2560,2615,5177
