SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC14109,89,308,8,25,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,331,7,..,105,331
SSC14110,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,..,6,11
SSC14111,68,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,170,12,..,78,170
SSC14112,211,608,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,7,3,8,219,619,26,..,238,619
SSC14113,96,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,4,99,235,38,..,140,235
SSC14114,440,1153,17,24,4,5,22,27,5,11,0,0,0,0,0,0,5,11,0,0,0,3,0,0,193,498,197,504,3,10,671,1703,42,..,712,1703
SSC14115,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,52,0,..,24,52
SSC14116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14118,3949,9954,456,759,211,426,671,1184,206,339,42,58,0,0,5,9,251,416,0,13,0,0,3,0,25,48,27,61,12,27,4907,11637,415,..,5329,11637
SSC14119,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,9,..,24,36
SSC14120,37,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,42,90,6,..,56,90
SSC14121,27,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,74,3,..,33,74
SSC14122,1875,5599,36,69,66,141,104,214,136,258,7,10,8,16,3,6,150,298,0,4,0,6,0,3,0,4,3,13,4,29,2143,6148,361,..,2505,6148
SSC14123,514,1519,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,3,11,518,1543,38,..,553,1543
SSC14124,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,3,..,11,29
SSC14125,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,39,5,..,21,39
SSC14126,33,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,35,84,31,..,58,84
SSC14127,98,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,303,4,..,102,303
SSC14128,56,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,62,135,8,..,70,135
SSC14129,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,..,11,14
SSC14130,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,8,..,24,34
SSC14131,29,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,32,90,6,..,38,90
SSC14132,35,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,63,22,..,57,63
SSC14133,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,60,14,..,45,60
SSC14134,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,4,..,16,42
SSC14135,963,2347,16,26,20,34,34,57,12,21,30,51,0,3,0,0,47,68,0,18,55,71,0,0,11,13,62,105,3,6,1108,2586,218,..,1324,2586
SSC14136,58,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,154,11,..,72,154
SSC14137,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,8,..,26,46
SSC14138,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,3,..,18,38
SSC14139,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,68,12,..,48,68
SSC14140,474,1323,157,319,35,69,190,392,27,31,0,0,0,0,0,0,27,31,0,0,0,0,0,0,0,0,0,0,3,3,693,1743,42,..,736,1743
SSC14141,1111,2773,156,237,168,321,324,563,230,316,71,102,16,20,29,40,335,478,0,0,0,0,0,0,7,17,7,17,12,23,1783,3849,212,..,1997,3849
SSC14142,964,2484,14,32,71,181,89,218,34,58,3,4,0,0,0,0,36,60,0,0,0,0,0,9,0,0,0,9,10,19,1095,2783,101,..,1201,2783
SSC14143,22,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,5,..,31,77
SSC14144,236,622,0,0,0,5,0,5,6,10,0,0,0,0,0,0,11,12,12,20,18,30,0,0,3,3,39,55,0,0,282,692,16,..,299,692
SSC14145,31,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,74,3,..,36,74
SSC14146,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,9,..,15,22
SSC14147,71,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,74,168,19,..,98,168
SSC14148,323,940,45,89,13,26,55,119,116,256,59,122,0,0,0,0,169,377,0,0,0,0,0,0,19,49,19,49,3,3,569,1485,50,..,618,1485
SSC14149,586,1369,5,8,0,0,5,8,15,17,0,0,0,0,0,0,15,17,10,19,0,3,0,0,0,6,9,32,3,4,618,1423,78,..,691,1423
SSC14150,46,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,108,6,..,56,108
SSC14151,1687,4595,176,299,161,281,330,583,149,272,0,0,0,0,0,0,149,272,3,3,236,343,0,0,0,4,242,349,7,15,2422,5812,156,..,2579,5812
SSC14152,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,9,33,10,..,17,33
SSC14153,2183,5793,539,849,130,297,671,1148,98,161,23,41,20,40,6,16,146,257,0,0,0,0,0,0,0,3,0,3,9,10,3007,7212,237,..,3247,7212
SSC14154,195,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,609,14,..,205,609
SSC14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14156,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,96,5,..,41,96
SSC14157,23,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,80,3,..,29,80
SSC14158,446,1177,7,12,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,463,1197,28,..,490,1197
SSC14159,38,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,108,5,..,46,108
SSC14160,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,13,..,30,36
SSC14161,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,7,..,34,69
SSC14162,26,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,84,6,..,31,84
SSC14163,136,338,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,5,0,0,142,345,6,..,149,345
SSC14164,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,16,30,5,..,22,30
SSC14165,682,2200,0,0,0,0,0,0,31,45,13,30,246,618,0,0,290,693,0,0,0,0,0,0,0,0,0,0,0,3,972,2893,60,..,1031,2893
SSC14166,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,67,9,..,30,67
SSC14167,1136,3048,62,99,182,539,245,643,258,475,83,141,37,50,3,7,383,662,0,6,0,0,0,0,4,8,5,15,3,3,1768,4372,199,..,1967,4372
SSC14168,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,7,..,13,17
SSC14169,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,..,12,26
SSC14170,92,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,248,5,..,104,248
SSC14171,505,1178,6,16,0,0,6,16,29,46,0,0,0,0,0,0,29,46,0,3,0,0,0,0,0,0,0,3,3,3,552,1241,123,..,673,1241
SSC14172,35,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,40,102,5,..,49,102
SSC14173,1181,3817,58,141,586,1670,647,1810,186,387,243,538,145,342,0,4,576,1278,0,0,0,0,0,0,0,3,4,5,8,12,2415,6917,147,..,2561,6917
SSC14174,814,2331,8,22,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,825,2357,43,..,875,2357
SSC14175,44,125,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,128,3,..,46,128
SSC14176,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,..,3,7
SSC14177,504,1515,48,79,76,161,122,244,324,579,550,1235,615,1518,0,0,1492,3337,0,0,0,0,0,0,4,7,4,7,4,0,2129,5109,157,..,2282,5109
SSC14178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14179,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,4,..,17,32
SSC14180,50,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,52,103,47,..,98,103
SSC14181,1170,3306,36,75,98,210,130,280,21,24,6,13,0,0,3,3,26,43,0,0,0,0,0,0,0,0,0,0,3,6,1330,3631,87,..,1417,3631
SSC14182,158,453,0,0,0,0,0,0,7,11,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,4,162,473,8,..,170,473
SSC14183,19,31,108,240,514,1245,621,1484,146,207,623,1067,5044,10139,0,5,5820,11417,0,0,0,0,0,0,9,28,9,28,17,23,6484,12986,628,..,7117,12986
SSC14184,6,27,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,0,..,11,31
SSC14185,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,6,0,0,0,0,19,20,0,0,44,74,0,..,45,74
SSC14186,457,1258,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,460,1267,19,..,480,1267
SSC14187,122,344,10,27,61,137,75,162,19,51,29,57,9,17,0,0,56,127,0,0,0,0,0,0,12,20,12,20,3,10,268,669,36,..,308,669
SSC14188,44,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,0,0,0,0,9,9,0,0,49,89,22,..,66,89
SSC14189,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,43,16,..,36,43
SSC14190,78,198,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,206,10,..,94,206
SSC14191,109,226,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,233,32,..,142,233
SSC14192,2627,8414,8,22,72,213,74,235,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,88,32,88,0,0,2731,8740,119,..,2853,8740
SSC14193,317,1053,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,1063,23,..,343,1063
SSC14194,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC14195,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,23,65,5,..,32,65
SSC14196,18,64,0,0,0,0,0,0,3,13,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,21,73,4,..,29,73
SSC14197,1996,5132,230,418,13,22,240,446,116,160,0,0,0,0,0,0,116,160,0,3,3,4,0,0,14,36,22,45,3,9,2374,5790,153,..,2527,5790
SSC14198,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,..,3,14
SSC14199,42,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,96,10,..,52,96
SSC14200,245,777,181,471,204,556,384,1026,246,489,360,635,231,414,0,0,842,1537,0,0,0,0,0,0,18,49,18,49,5,19,1495,3403,154,..,1652,3403
SSC14201,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,9,..,17,33
SSC14202,218,578,31,90,402,833,435,921,27,63,190,374,467,858,0,0,688,1294,0,0,0,0,0,0,0,4,0,4,7,17,1346,2811,138,..,1486,2811
SSC14203,87,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,91,218,25,..,114,218
SSC14204,39,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,45,102,22,..,69,102
SSC14205,20,39,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,25,47,13,..,31,47
SSC14206,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,3,..,9,29
SSC14207,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,8,..,17,28
SSC14208,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,8,16,34,3,..,19,34
SSC14209,166,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,171,588,8,..,175,588
SSC14210,41,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,78,30,..,67,78
SSC14211,624,1629,54,79,0,0,54,79,18,30,0,0,0,0,0,0,18,30,12,12,0,3,0,0,4,6,16,25,3,3,721,1769,110,..,831,1769
SSC14212,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,5,..,11,14
SSC14213,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,59,3,..,33,59
SSC14214,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,19,..,35,34
SSC14215,101,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,227,16,..,124,227
SSC14216,27,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,69,0,..,24,69
SSC14217,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,7,..,14,20
SSC14218,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,3,..,16,41
SSC14219,270,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,277,683,13,..,293,683
SSC14220,40,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,76,9,..,42,76
SSC14221,1279,3059,83,121,0,0,83,121,30,57,0,3,0,0,0,0,32,60,0,0,0,0,3,3,141,302,142,303,8,24,1551,3569,279,..,1827,3569
SSC14222,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,0,..,12,35
SSC14223,55,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,8,6,0,0,63,157,5,..,69,157
SSC14224,46,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,114,12,..,51,114
SSC14225,491,1055,12,13,0,0,12,13,67,92,0,0,0,0,0,0,67,92,8,16,5,4,0,3,3,3,20,32,5,18,592,1210,125,..,716,1210
SSC14226,2284,5308,69,112,31,49,103,157,0,6,13,17,0,0,0,0,15,20,0,0,0,0,0,5,0,3,4,10,15,30,2410,5523,426,..,2838,5523
SSC14227,3,10,0,0,11,28,11,28,4,13,44,92,2932,6150,0,0,2973,6246,0,0,0,0,0,0,0,0,0,0,6,20,2998,6301,270,..,3275,6301
SSC14228,1777,5750,339,885,623,1833,962,2722,421,1176,432,1242,48,150,0,0,899,2570,0,0,0,0,0,0,3,12,3,12,21,59,3669,11118,235,..,3901,11118
SSC14229,39,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,77,12,..,51,77
SSC14230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14231,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,0,..,17,34
SSC14232,260,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,876,17,..,277,876
SSC14233,177,486,17,22,3,11,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,521,89,..,284,521
SSC14234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14235,664,1940,153,332,330,813,482,1142,174,325,102,179,105,196,0,0,374,704,0,0,0,0,0,0,0,8,0,8,7,13,1532,3805,105,..,1638,3805
SSC14236,1177,3504,10,13,4,6,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1197,3521,48,..,1238,3521
SSC14237,1040,3133,6,17,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1050,3157,49,..,1095,3157
SSC14238,605,1342,3,3,0,0,3,3,15,19,0,0,0,0,0,0,15,19,0,0,0,0,0,0,9,15,9,15,0,0,629,1379,96,..,725,1379
SSC14239,1264,3006,199,291,12,15,207,299,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1477,3312,142,..,1614,3312
SSC14240,860,2033,196,416,43,79,240,496,49,100,0,0,0,0,0,0,49,100,99,129,7,10,0,0,0,0,107,139,3,7,1259,2772,76,..,1335,2772
SSC14241,1356,3295,56,83,20,32,72,115,5,11,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,3,0,3,3,0,1440,3425,188,..,1626,3425
SSC14242,17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,0,..,16,54
SSC14243,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,96,0,..,37,96
SSC14244,142,347,44,87,107,206,154,298,170,245,83,175,28,40,0,0,285,458,0,0,0,0,0,0,0,0,0,0,4,23,589,1122,96,..,689,1122
SSC14245,346,760,143,211,0,0,143,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,496,977,40,..,529,977
SSC14246,2397,9307,21,52,114,355,128,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,3,7,2535,9718,97,..,2628,9718
SSC14247,1580,3935,94,136,20,36,119,173,89,113,0,0,13,17,0,0,106,128,3,12,0,0,0,0,3,3,10,10,4,7,1813,4258,121,..,1934,4258
SSC14248,455,1217,52,114,0,0,52,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,509,1332,34,..,542,1332
SSC14249,4609,15004,61,105,304,763,366,866,66,113,12,21,0,0,5,7,80,138,0,3,0,0,0,7,0,0,3,15,4,14,5070,16045,273,..,5345,16045
SSC14250,1586,5121,20,31,15,26,36,58,19,23,0,0,0,0,0,0,19,23,0,0,0,0,0,0,0,0,0,0,4,9,1642,5209,106,..,1752,5209
SSC14251,2001,6306,329,862,146,437,480,1301,232,520,876,1868,1233,2826,4,10,2350,5228,0,0,0,0,0,0,41,76,41,76,17,29,4882,12939,314,..,5197,12939
SSC14252,1336,3389,263,394,74,108,339,499,36,52,15,13,0,0,0,0,51,64,0,0,0,0,0,0,258,717,258,717,21,56,2005,4728,301,..,2304,4728
SSC14253,792,2094,13,36,12,14,23,50,4,9,0,0,0,0,0,0,4,9,0,0,0,0,0,0,3,11,3,11,0,7,831,2166,60,..,892,2166
SSC14254,40,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,108,3,..,48,108
SSC14255,1143,3196,117,263,177,446,290,710,292,552,52,77,22,30,3,9,367,665,0,0,0,0,0,0,16,30,16,30,10,25,1826,4628,170,..,1999,4628
SSC14256,1068,2554,9,12,0,0,9,12,51,57,0,0,0,0,0,0,51,57,0,0,0,0,0,0,6,5,6,5,29,58,1162,2684,189,..,1352,2684
SSC14257,42,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,132,7,..,52,132
SSC14258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14259,798,2381,18,45,0,0,18,45,10,14,0,0,0,0,0,0,10,14,0,0,0,0,0,4,0,0,0,4,4,13,836,2453,65,..,898,2453
SSC14260,1403,4199,12,23,39,102,44,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,4318,71,..,1520,4318
SSC14261,891,2837,180,395,411,1300,596,1697,723,2021,1296,3534,1689,4825,0,3,3713,10381,0,0,0,3,0,0,0,0,0,3,49,95,5246,15019,326,..,5569,15019
SSC14262,1261,3393,37,53,0,0,37,53,9,19,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,3,9,1306,3475,116,..,1426,3475
SSC14263,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,..,0,12
SSC14264,1622,5416,70,174,78,263,150,441,4,23,0,0,0,0,3,6,7,32,0,0,0,0,0,0,8,14,8,14,17,40,1800,5931,88,..,1893,5931
SSC14265,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,..,3,9
SSC14266,1637,5094,28,60,85,205,109,271,63,77,30,42,0,0,3,5,94,119,0,3,0,7,3,4,3,5,9,20,5,6,1854,5513,105,..,1963,5513
SSC14267,94,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,96,222,129,..,222,222
SSC14268,876,2833,6,9,3,4,13,14,0,0,7,14,0,0,0,0,7,14,0,0,0,0,0,0,0,4,0,4,0,3,895,2868,31,..,926,2868
SSC14269,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,..,10,19
SSC14270,27,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,72,11,..,31,72
SSC14271,119,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,293,14,..,136,293
SSC14272,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,46,127,7,..,57,127
