SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
124041466,666,1099,598,593,271,149,3382,335,195,47,30,9,11,624,91,100,44,18,5,0,252,419,295,89,50,15,9,876,196,111,27,10,4,0,347,20,6,3,0,0,0,27,0,0,0,0,0,0,0,3,3,4,0,0,0,14,217,122,36,10,3,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,14,6,5,0,0,0,0,14,0,0,0,0,0,0,0,1318,1521,716,657,288,159,4665,710,1174,646,574,246,172,3527,353,188,56,27,9,0,631,150,136,52,27,4,0,362,502,317,108,55,16,0,1000,163,77,27,16,7,0,289,37,25,10,0,0,0,75,21,7,0,4,0,0,37,6,0,0,0,0,0,6,226,114,38,18,12,0,402,0,0,0,0,0,0,3,0,0,0,0,0,0,4,19,4,0,3,0,0,35,27,11,0,4,0,0,41,0,0,0,0
124041467,624,1229,806,914,452,183,4210,194,155,75,52,16,3,496,32,49,28,19,5,0,134,230,212,103,64,20,3,625,155,78,14,10,6,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,161,82,14,10,6,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,23,19,3,3,0,0,0,20,0,0,0,0,0,0,0,1027,1524,925,997,476,190,5133,700,1181,856,860,433,205,4232,196,196,99,53,17,9,570,64,57,43,22,3,6,200,254,253,144,75,23,13,763,172,88,24,8,4,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,10,181,88,29,8,4,0,308,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,7,4,4,0,0,31,20,6,4,4,0,0,39,0,0,0,0
124041468,235,479,273,375,270,171,1797,7,7,3,3,0,4,24,0,0,0,0,0,0,3,7,7,3,3,0,8,24,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,248,493,273,379,272,173,1845,197,422,301,349,245,175,1687,5,4,3,4,0,3,22,0,3,0,0,0,0,3,6,6,3,5,0,3,23,9,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,18,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0
124051469,102,370,364,572,323,135,1873,0,3,0,0,0,0,12,0,3,3,0,0,0,3,3,4,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,376,370,572,326,135,1884,154,390,379,517,284,114,1839,0,0,4,3,0,3,15,3,9,5,14,4,0,33,5,10,13,18,4,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
124051470,556,1474,1263,1591,749,331,5957,3,0,0,5,0,0,10,0,6,0,3,0,0,7,5,8,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,10,3,4,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,0,4,24,0,3,0,4,0,0,15,566,1490,1272,1608,748,338,6017,630,1578,1295,1388,632,362,5884,4,3,0,0,0,0,11,3,12,11,9,12,7,51,3,15,13,14,10,7,56,14,32,19,33,17,9,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,12,22,37,22,33,20,9,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0
124051580,528,972,636,554,284,164,3130,48,61,29,28,11,8,185,13,38,14,12,0,3,82,63,100,49,39,8,12,265,12,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,7,19,8,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,604,1083,677,597,297,177,3434,557,979,601,547,298,196,3180,77,72,24,24,9,6,215,43,68,41,38,15,14,214,119,142,66,54,28,21,427,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0
124051581,746,1116,613,525,278,198,3482,207,114,33,32,15,5,403,122,172,95,40,18,11,474,328,286,135,71,35,22,878,147,64,24,11,4,3,247,160,65,20,10,4,0,264,13,4,4,3,0,0,26,0,0,0,0,0,0,0,328,127,50,25,4,4,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,14,11,3,3,0,0,0,19,0,0,0,0,0,0,0,1410,1535,797,619,320,222,4912,794,1102,604,556,312,225,3597,200,123,59,28,12,5,432,198,198,143,103,30,21,688,398,319,202,134,44,26,1119,159,103,32,18,9,6,321,119,73,25,9,6,0,242,3,3,0,3,0,0,12,13,9,3,0,0,0,29,304,190,59,34,13,7,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,0,5,0,0,0,0
125011473,104,203,169,195,87,50,808,3,3,0,3,0,3,13,27,100,75,76,25,5,314,27,100,76,82,27,6,323,4,7,3,3,0,0,19,95,178,66,50,12,9,409,251,353,127,82,5,3,826,5,0,0,0,0,0,8,357,535,203,135,19,9,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4,23,37,17,16,3,0,97,511,884,466,422,140,67,2494,108,295,295,331,114,58,1207,0,3,0,0,0,0,4,16,32,33,37,7,3,131,16,38,37,37,7,3,132,18,30,11,16,8,10,84,211,340,141,81,24,6,799,447,636,198,119,28,3,1421,0,0,0,0,0,0,0,668,998,351,212,60,18,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,290,433,377,448,341,381,2268,47,25,28,29,14,26,170,51,83,80,73,42,33,358,98,110,102,104,59,55,525,105,101,83,68,37,27,415,24,41,38,23,12,9,144,53,127,111,99,43,31,477,0,0,3,0,0,0,4,188,270,231,191,89,66,1047,0,0,4,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,0,4,3,3,4,15,0,0,0,0,0,0,0,579,812,714,747,487,515,3858,300,451,407,450,335,397,2338,22,12,14,7,7,8,63,26,54,79,85,54,41,346,51,66,89,89,55,50,409,97,126,96,89,38,22,465,60,92,92,79,44,27,385,51,108,102,107,58,61,489,4,0,3,0,0,0,14,208,335,292,271,134,114,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,4,3,21,11,4,0,0,4,3,21,0,0,3,0
125011583,120,190,145,121,88,75,737,5,9,3,0,0,0,21,6,11,10,10,4,6,47,12,18,16,14,4,7,74,242,381,288,199,101,63,1274,72,113,105,87,29,18,417,113,79,81,57,25,20,385,0,0,0,0,0,0,0,424,576,471,347,154,105,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,3,0,0,3,0,0,0,5,553,787,630,489,247,185,2888,102,116,120,122,62,74,601,13,7,11,4,3,4,37,0,3,3,9,3,3,26,17,12,16,13,3,5,66,174,267,225,221,95,40,1028,118,165,122,118,48,25,592,131,202,198,141,64,54,786,0,0,0,0,0,0,0,427,632,546,480,211,116,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,4,0
125011584,209,311,219,303,219,208,1469,41,37,19,27,21,22,161,23,17,6,0,0,0,52,67,57,24,28,21,19,209,15,17,20,14,4,5,80,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,24,14,4,3,92,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,7,296,388,273,350,241,237,1782,213,291,266,337,245,257,1607,27,24,6,10,3,5,73,45,94,71,65,23,25,334,80,119,83,76,26,31,410,41,26,15,17,4,3,103,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,26,19,15,4,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,3,0,3,0,0,0,10,0,0,0,0
125011585,299,399,297,358,187,139,1675,17,21,14,21,13,9,85,18,30,34,35,25,8,144,32,49,45,52,32,18,230,68,46,33,25,13,3,180,99,101,61,59,16,4,337,10,22,10,7,3,8,59,0,0,0,0,0,0,3,174,168,104,95,31,8,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,3,3,26,5,3,3,8,3,3,26,0,3,3,0,3,0,14,506,621,446,520,257,169,2519,223,310,270,336,162,154,1454,37,78,41,60,26,13,252,18,42,37,44,29,14,188,59,119,78,104,51,31,444,109,149,92,72,27,14,464,54,66,59,49,17,10,249,0,0,4,0,3,0,9,0,0,0,0,0,0,4,160,220,151,117,43,21,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011586,475,678,553,572,317,250,2837,31,44,24,27,22,8,158,40,102,106,100,38,18,400,76,142,130,127,60,27,555,86,84,49,27,11,5,257,56,116,106,53,17,3,348,23,56,49,27,6,0,162,7,5,0,0,0,0,10,169,255,201,107,32,9,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,7,3,6,45,11,5,8,7,3,5,41,0,0,0,0,0,0,0,732,1075,890,809,408,297,4213,431,744,564,684,351,300,3064,56,118,119,105,36,25,465,101,132,122,112,43,17,536,161,244,247,217,83,50,1002,37,43,32,12,11,3,130,62,97,99,51,16,3,335,88,194,143,109,33,7,571,0,0,4,0,0,0,4,177,329,276,176,56,17,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,13,3,7,0,0,0,0,11,4,3,0,0
125011587,201,301,201,250,138,114,1203,31,5,0,0,0,0,38,7,4,3,0,0,0,18,34,8,5,0,0,0,56,100,45,26,13,7,4,193,31,60,31,27,9,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,107,57,45,20,6,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,21,6,3,0,4,0,0,21,0,0,0,0,0,0,0,372,418,266,302,152,119,1630,149,219,167,185,111,84,916,32,34,34,32,19,9,161,9,10,15,17,6,8,61,40,46,46,52,26,15,228,77,32,16,11,3,0,142,38,66,49,42,18,4,223,5,4,4,0,0,0,19,0,0,0,0,0,0,0,130,103,68,54,22,4,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,3,0,0,0,0,11,0,0,0,0
125021476,653,1861,1269,1537,634,282,6238,28,42,32,27,15,3,151,110,214,168,136,40,16,688,141,254,198,166,60,15,841,225,92,18,11,8,0,354,66,69,30,26,6,0,195,47,89,56,27,3,0,224,8,3,0,0,0,0,12,340,251,111,61,12,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,2363,1580,1766,705,304,7862,668,1860,1236,1549,631,306,6250,29,59,37,27,17,3,172,105,183,196,184,39,18,722,129,237,233,212,56,22,897,198,72,28,21,5,0,323,83,109,57,42,10,4,306,84,98,65,38,5,0,292,3,3,3,6,0,0,13,370,275,153,101,17,4,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,4,3,0,0,0,0,12,0,0,3,3
125021477,814,1377,844,925,389,214,4571,108,52,30,36,7,6,253,114,168,187,169,42,21,688,220,221,222,203,55,23,940,147,13,9,3,3,0,179,117,79,31,10,0,3,234,0,0,0,0,0,0,0,3,0,0,0,0,0,4,263,97,38,13,3,3,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1300,1694,1101,1146,447,241,5932,782,1322,794,936,402,203,4439,122,98,50,50,25,6,355,60,211,224,273,85,38,886,185,310,268,321,113,43,1240,194,56,48,44,11,5,362,142,100,40,12,3,4,301,10,6,9,7,0,3,34,3,0,0,0,0,0,5,357,161,95,60,17,12,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,6,0,0,25,13,3,3,6,0,0,28,0,0,0,4
125021478,597,919,545,667,322,138,3186,209,161,81,71,28,12,572,130,205,126,111,36,12,617,335,363,206,189,61,26,1184,163,45,14,12,4,0,232,226,129,44,33,5,0,433,92,38,4,0,0,0,131,0,3,0,0,0,0,8,476,210,56,49,8,0,801,3,3,4,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,6,3,0,0,0,15,0,0,0,0,0,0,0,1414,1496,819,909,387,169,5189,549,921,601,691,367,172,3294,254,168,99,74,25,6,635,153,219,125,126,41,19,688,408,395,227,203,71,27,1324,163,92,60,56,6,10,391,205,115,40,40,3,3,405,86,38,3,0,0,0,124,3,0,0,0,0,0,3,457,243,101,95,8,17,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,15,9,4,3,0,0,0,15,12,11,9,8
125031479,754,1082,686,743,414,302,3974,140,67,39,40,16,23,322,97,75,54,62,24,30,346,238,144,89,103,46,51,671,146,40,9,4,3,0,210,18,27,26,10,3,0,90,17,13,3,3,0,0,32,0,3,0,0,0,0,3,187,85,43,22,9,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,0,13,9,8,3,0,0,0,13,0,0,0,0,0,0,0,1179,1316,816,868,468,352,5000,755,1023,721,755,453,381,4091,129,89,51,44,18,20,352,64,71,63,87,40,40,366,197,162,112,128,66,51,718,156,44,10,3,0,4,219,25,38,29,17,6,6,115,0,5,0,0,0,0,3,23,12,3,3,4,0,37,201,97,40,20,8,11,381,0,0,0,0,0,0,0,8,0,0,0,0,0,14,3,5,3,6,0,3,35,11,8,9,7,0,6,43,9,12,8,5
125031480,546,738,514,505,370,376,3053,40,24,18,10,0,3,104,27,48,29,24,11,6,149,73,73,52,39,13,10,258,220,75,27,14,8,0,345,180,112,35,14,0,0,345,51,30,23,19,4,0,125,8,0,0,5,0,0,9,457,218,80,52,13,8,827,0,0,4,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,15,7,4,8,0,0,0,20,0,0,0,0,0,0,0,1083,1030,653,598,398,389,4149,443,679,471,509,374,428,2910,82,59,26,30,14,18,230,32,50,49,54,43,38,269,110,109,78,90,54,62,498,320,177,89,42,22,3,647,73,44,16,15,0,3,155,50,37,16,8,7,0,121,7,3,4,3,3,0,18,455,254,129,63,25,12,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,4,3,19,6,3,3,6,4,3,19,0,0,0,3
125031481,606,893,604,716,455,472,3743,66,60,55,44,26,32,277,7,34,31,38,27,20,162,75,98,84,83,48,51,436,190,103,57,49,12,8,420,134,143,100,61,14,6,461,40,28,18,17,7,0,113,3,3,0,0,0,0,11,370,280,182,125,33,12,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,22,9,6,0,3,0,0,22,3,0,0,0,0,0,3,1065,1279,873,927,534,537,5214,515,764,617,676,461,485,3510,56,45,22,25,10,17,172,76,109,89,101,43,35,451,135,155,111,123,56,52,625,233,200,123,99,32,13,708,125,122,89,70,22,11,436,44,24,13,14,3,0,96,4,3,3,0,0,0,12,400,353,236,185,57,24,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,3,0,3,23,7,5,4,3,3,4,30,17,7,3,0
125031482,829,2123,1254,1357,665,296,6523,40,35,16,17,0,0,109,25,58,39,27,6,4,157,64,92,58,42,8,4,269,17,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,0,0,20,25,11,3,3,0,0,40,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,3,0,0,0,0,6,0,0,0,0,0,0,0,927,2222,1321,1401,674,299,6841,849,2229,1404,1532,679,338,7028,54,80,38,43,13,4,226,38,65,40,50,18,19,228,99,144,77,88,30,26,455,23,17,0,0,0,0,45,24,43,25,4,0,0,94,0,0,0,0,0,0,0,3,3,0,0,0,0,12,53,66,22,10,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
125031483,601,847,634,629,468,551,3733,49,38,27,24,15,11,155,24,47,55,56,17,37,234,72,87,75,75,31,44,390,247,63,20,21,11,6,375,19,15,8,0,3,0,43,61,38,5,5,0,5,113,3,0,0,0,0,0,8,330,123,37,24,14,15,537,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,0,0,0,3,0,12,5,0,0,0,3,3,16,0,0,0,0,0,0,0,1013,1061,745,736,517,615,4689,633,796,576,677,487,677,3845,85,49,21,16,17,15,196,112,105,74,65,36,33,425,195,154,101,78,50,49,625,233,87,41,35,21,12,433,87,122,71,41,14,18,345,0,5,0,0,0,0,13,3,4,0,0,3,0,13,322,219,116,80,42,30,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,4,16,3,4,0,4,3,4,15,0,3,0,0
125031484,689,1114,721,744,415,308,3986,249,78,24,23,13,3,404,49,71,55,48,20,17,255,301,150,76,72,42,23,664,173,98,38,23,7,5,341,269,177,106,64,20,11,645,77,91,46,21,7,9,262,3,0,0,0,0,0,9,526,372,192,113,41,21,1255,0,0,0,0,0,0,3,0,3,0,3,0,0,7,9,15,0,6,4,0,34,15,17,4,5,4,0,46,16,11,5,3,4,4,44,1538,1657,1002,938,506,357,5995,801,1034,595,687,410,357,3883,124,124,83,68,47,35,487,76,109,94,73,41,42,435,202,230,177,145,88,76,922,239,183,111,58,20,8,625,239,259,141,86,28,28,785,33,23,15,9,3,0,81,8,3,3,0,0,0,16,520,468,275,157,52,34,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,16,3,4,7,3,0,0,16,3,0,0,0
