UCL_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL121050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,5,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,3,0,0,0,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
UCL121051,0,3,3,0,0,6,4,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,4,3,5,0,21,0,0,0,0,0,0,0,0,0,5,0,9,3,0,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,4,6,6,0,4,8,3,3,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,4,0,0,0,5,9
UCL121052,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,5,3,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,6,0,27,0,3,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,0,4,4,0,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,5,3,0,0,4,9,9,3,9,0,33,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,3,0,0,5,7,12
UCL121053,0,0,5,0,0,17,10,18,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,6,0,9,0,0,0,0,10,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,6,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,4,0,8,0,0,0,0,0,0,0,4,0,3
UCL121054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,3,0,10,0,18,0,0,0,0,3,0,0,5,0,6,7,9,3,0,16,14,0,11,0,52,0,0,0,0,3,9,0,4,0,12,0,0,0,0,3,3,0,5,0,15,4,6,4,0,0,0,0,0,0,12,0,0,0,0,5,0,0,7,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,12,0,0,0,0,0,0,0,0,0,10,4,0,0,0,6,0,0,0,0,10,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,10,0,6,0,23,0,0,0,0,0,0,0,0,0,5
UCL121055,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,10,0,0,0,0,0,3,0,0,0,10,0,0,4,0,6,19,0,5,0,34,0,0,0,0,4,0,0,0,0,8,0,3,0,0,6,0,0,5,0,12,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,0,19,0,0,3,0,0,8,0,0,0,12,0,0,0,0,3,5,0,0,0,7,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5
UCL121056,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,19,0,0,0,0,4,5,0,0,0,5,3,4,4,0,14,16,3,9,0,53,0,0,0,0,0,0,0,0,0,10,0,3,0,0,7,0,0,0,0,10,0,3,0,0,6,4,0,0,0,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,5,0,0,10,0,0,0,5,0,0,0,0,0,10
UCL121057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,17,0,0,0,0,3,6,3,0,0,21,0,0,0,0,3,0,0,0,0,8,3,0,9,0,5,23,5,11,0,55,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,4,0,0,0,8,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,4,0,22,0,0,0,0,0,4,0,0,0,7
UCL121058,0,4,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,0,0,0,22,0,0,0,0,3,3,0,0,0,19,0,10,4,4,12,38,8,17,0,96,0,0,0,0,3,0,0,6,0,12,0,15,0,0,4,4,0,3,0,40,0,11,3,3,5,5,0,0,0,31,0,6,4,3,0,3,4,9,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,6,0,0,0,13,3,0,0,0,8,11,3,8,0,35,0,0,0,3,0,9,0,10,0,26,3,0,3,4,10,12,0,0,0,35,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,6,4,5,0,24,0,0,0,0,4,0,0,0,0,10
UCL121059,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,28,6,3,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,3,0,0,0,5
UCL121060,0,0,0,0,3,4,0,3,0,10,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,4,0,7,0,3,3,3,12,17,0,15,0,56,0,0,0,0,3,0,0,3,0,3,0,9,0,0,3,3,0,6,0,20,5,8,5,0,0,3,0,0,0,19,0,4,0,0,0,5,5,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,12,3,0,0,0,7,3,4,0,0,19,0,0,0,0,6,0,0,5,0,14,0,0,0,0,8,0,0,0,0,8,0,5,0,0,0,0,0,5,0,11,0,0,0,0,7,0,3,3,0,19,0,0,0,0,0,0,0,0,3,9
UCL121061,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,6,7,0,24,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,8,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,7,0,0,0,0,3,0,0,0,0,5
UCL121062,0,6,0,0,5,7,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,14,0,0,0,0,0,0,0,0,0,0,15,9,3,5,5,8,4,13,0,50,0,0,0,0,3,4,0,0,0,10,0,0,0,0,4,6,3,3,0,17,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,10,0,7,4,0,8,0,0,0,0,14,3,0,0,0,5,12,0,0,0,19,0,5,0,0,4,6,0,5,0,20,0,4,0,0,3,4,0,0,0,13,0,6,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,8,0,0,0,5,3,3,0,4,4,17
UCL121063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,4,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,12,0,7,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,0,0,0,0,3,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL121064,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,4,0,0,4,0,9,15,0,3,0,35,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,3,0,0,0,19,0,3,0,3,3,0,0,3,0,11,0,4,6,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,4,10
UCL121065,0,0,0,0,3,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,6,0,5,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,3,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,11
UCL121066,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,4,3,0,24,0,0,0,0,4,10,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,7,3,3,0,22,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,0,13,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3
UCL121067,0,0,3,0,3,7,3,13,0,37,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,5,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3
UCL121068,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,5,3,12,5,23,40,3,19,0,106,0,0,0,0,5,7,0,0,0,10,0,9,3,3,6,12,3,0,0,47,3,3,10,3,4,5,0,7,0,23,0,0,8,4,4,0,0,0,0,17,0,0,0,4,0,6,0,0,0,3,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,18,0,0,3,0,4,4,0,0,0,20,3,0,9,0,13,6,4,3,0,44,0,4,3,0,0,3,0,0,0,9,0,0,0,0,7,0,4,0,0,23,0,0,0,0,0,5,0,0,0,4,0,5,0,0,4,13,0,4,0,23,0,0,0,0,0,3,0,5,3,14
UCL121069,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,26,0,41,0,0,0,0,4,7,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,3,17,0,37,0,0,0,0,0,3,0,4,0,8,0,7,0,5,0,4,0,3,0,25,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,0,3,0,14,0,4,0,0,0,0,0,0,0,6,0,4,0,0,7,3,0,0,0,15,0,0,0,0,3,3,0,4,0,13,0,0,0,0,0,9,0,3,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,6,0,3
UCL121070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,7,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,0,0,9,0,4,0,0,3,4,0,0,0,18,0,0,0,0,0,4,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL121071,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,14,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,6,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,4,0,0,0,4,11
UCL121072,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,6,0,14,0,0,3,0,7,10,3,4,0,25,0,0,0,0,0,3,0,0,0,7,0,4,0,3,0,12,4,0,3,37,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,11,0,7,0,0,0,0,0,0,0,12,3,0,0,0,0,3,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,6,0,8,0,0,3,3,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,16,0,0,0,3,3,5,0,7,5,18
UCL121073,0,0,0,0,6,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,7,0,30,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,14,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,6,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,4
UCL121074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,14,9,0,0,0,3,0,0,0,0,15,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,4,6,0,0,11,0,0,4,0,6,0,0,0,0,9,3,6,4,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,11
UCL121075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,3,0,21,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,3,0,9,0,0,0,0,6,0,0,4,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121076,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,6,0,11,0,27,3,0,0,0,7,3,4,0,0,22,0,0,0,0,0,0,3,0,0,5,4,0,6,3,3,13,4,10,0,40,0,0,0,0,0,5,0,0,0,5,4,0,0,0,3,0,0,3,0,18,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,7,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,11,0,0,0,0,0,0,3,0,0,5,3,0,0,0,4,7,3,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,3,0,0,0,14,0,0,0,0,5,4,0,0,6,16
UCL121077,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,5,12,0,17,0,0,0,0,0,4,3,4,3,15,0,0,0,0,0,0,0,0,0,3,0,7,0,6,0,9,0,9,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,5,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,3,4
