UCL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL121011,3,4,17,9,9,5,8,3,0,57,3,7,17,8,14,10,9,0,0,61,0,9,8,0,15,8,0,0,0,42,0,0,5,7,8,4,6,0,0,29,0,0,0,0,5,4,0,0,0,12,0,0,0,0,0,5,0,0,0,3,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,12,13,12,26,13,10,6,108,75,57,97,86,111,135,122,57,18,755
UCL121012,0,10,6,5,8,13,9,3,0,57,0,7,13,9,4,14,9,0,0,61,0,9,3,10,10,16,14,6,0,67,0,7,5,8,9,12,9,0,0,52,3,0,5,0,8,14,3,0,0,40,0,0,3,3,14,11,0,0,0,30,0,0,11,9,25,20,4,0,0,68,0,0,0,4,4,7,0,0,0,14,0,0,0,5,9,6,0,0,0,29,0,0,3,5,0,3,8,3,0,26,62,67,66,80,116,183,114,32,6,726
UCL121013,0,4,11,0,10,10,4,0,0,41,0,0,10,4,9,9,6,3,5,39,0,4,13,6,10,9,3,0,0,36,0,5,4,0,5,6,0,0,0,24,0,0,6,15,4,3,0,0,0,28,0,0,11,5,6,7,3,0,0,22,0,0,10,0,3,6,3,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,5,17,28,9,18,15,10,5,4,110,38,45,139,64,83,112,56,31,14,573
UCL121014,0,3,0,7,4,11,6,4,0,43,0,0,3,7,10,15,10,4,0,54,0,0,10,0,6,4,3,0,0,26,0,0,10,11,9,0,0,0,0,28,0,0,0,3,3,5,0,5,0,9,0,0,3,3,0,4,0,0,0,13,0,0,0,3,6,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,13,11,10,13,4,0,57,22,11,41,66,76,98,79,39,8,439
UCL121015,0,10,8,4,6,10,9,0,0,47,0,5,4,0,5,14,6,6,0,44,0,0,12,5,14,7,5,7,0,55,0,5,15,8,13,10,4,4,0,56,0,0,6,3,15,10,4,0,0,34,0,0,3,3,7,9,0,0,0,27,0,0,10,11,13,22,3,0,0,58,0,0,0,8,3,4,0,0,0,14,0,0,0,6,19,12,4,0,0,44,0,0,0,4,4,0,3,4,0,21,36,42,76,78,115,150,79,52,13,637
UCL121016,0,0,3,0,8,11,3,0,0,29,0,7,9,12,4,12,3,0,0,45,0,0,18,6,11,12,7,0,0,45,0,0,5,8,11,4,0,0,0,33,0,0,3,6,5,3,0,0,0,14,0,3,0,0,0,0,0,0,0,11,0,0,0,9,5,7,5,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,5,4,4,11,12,7,3,4,6,52,22,21,68,63,73,95,69,23,11,449
UCL121017,0,3,5,9,10,4,9,0,0,40,0,8,3,16,12,7,0,0,0,50,0,8,7,15,9,11,5,0,0,52,0,8,10,11,13,18,9,0,0,54,0,0,13,18,10,9,4,0,0,47,0,0,14,11,10,7,5,0,0,48,0,0,10,28,20,5,4,0,0,73,0,0,5,5,5,4,0,0,0,24,0,0,0,8,8,9,0,0,0,33,5,0,0,3,0,8,3,5,0,21,34,43,82,135,107,120,65,22,0,610
UCL121018,11,3,9,7,8,13,8,10,0,67,0,9,15,7,5,9,3,0,0,40,0,3,18,14,18,6,3,5,0,67,0,0,14,13,10,5,0,0,0,50,0,0,8,11,6,9,0,0,0,40,0,0,11,8,8,8,0,0,0,40,0,0,7,14,7,4,3,0,0,38,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,5,0,4,4,11,5,4,0,38,46,41,110,110,102,123,103,54,3,693
UCL121019,3,5,3,4,0,7,9,3,0,38,0,8,4,0,4,4,5,3,0,26,0,4,5,3,7,11,13,4,0,41,0,3,6,6,9,6,3,0,0,30,0,4,9,8,5,7,8,0,0,39,0,0,8,4,18,7,0,0,0,37,0,0,6,21,19,22,8,4,0,76,0,0,0,8,5,0,4,0,0,14,0,0,0,3,8,9,3,0,0,22,0,3,0,3,3,0,8,3,0,12,32,32,42,87,101,89,105,37,8,535
UCL121020,0,0,0,7,6,6,4,0,0,24,0,4,0,10,13,5,5,0,0,37,0,8,13,15,3,10,4,0,0,53,0,0,5,13,7,8,4,0,0,29,0,0,0,10,14,9,0,0,0,30,0,0,3,9,7,9,0,0,0,17,0,0,0,11,16,10,0,0,0,35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,6,0,0,10,4,0,4,11,0,6,3,3,0,32,33,25,45,91,85,79,57,20,8,448
UCL121021,3,5,4,0,5,8,8,4,4,34,0,4,3,6,13,4,3,4,4,45,0,12,11,12,4,7,6,0,4,53,0,0,10,14,6,6,0,0,0,36,0,0,0,0,8,7,3,5,0,32,0,0,0,4,3,4,0,0,0,18,0,0,5,3,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,5,6,7,13,0,13,4,9,60,32,33,61,62,78,71,85,42,37,494
UCL121022,0,4,5,3,5,12,8,7,3,39,0,4,8,6,6,18,3,8,3,52,0,3,7,3,8,7,0,5,0,35,0,0,0,3,3,0,6,0,0,16,0,0,4,3,7,4,0,0,0,19,0,0,4,0,0,8,0,0,0,13,0,0,6,4,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,11,3,11,8,12,15,10,21,18,104,53,31,62,53,80,117,102,93,40,626
UCL121023,0,0,3,8,5,17,6,3,4,46,0,0,5,5,5,4,9,0,0,28,0,0,4,5,0,6,4,3,0,21,0,0,0,4,0,9,3,0,0,16,0,0,0,0,0,0,4,3,0,9,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,0,4,16,11,6,4,49,17,11,22,44,56,155,174,51,11,536
UCL121024,0,0,3,6,5,7,4,3,8,32,0,0,14,5,9,3,4,0,0,42,0,0,12,4,12,12,0,0,0,40,0,0,0,7,10,4,0,0,0,23,0,0,0,0,4,5,0,0,0,10,0,0,4,0,0,0,0,3,0,12,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,10,0,3,0,0,29,33,19,59,58,63,67,64,42,15,415
UCL121025,4,0,0,6,9,5,4,0,0,24,0,7,9,7,8,9,9,3,0,47,0,0,8,4,9,6,5,0,0,31,0,0,4,4,9,7,5,0,0,25,0,0,6,12,12,3,0,0,0,40,0,0,3,9,9,8,0,0,0,31,0,0,8,15,17,13,0,0,0,51,0,0,0,5,8,9,0,0,0,19,0,0,0,4,4,4,4,0,0,12,0,0,0,0,0,0,5,4,0,12,50,38,39,75,90,84,63,35,6,482
UCL121026,3,3,8,9,12,8,10,4,8,67,0,4,17,5,10,9,19,0,0,73,0,0,16,11,8,23,14,0,0,79,0,9,16,12,15,18,14,0,0,72,0,0,11,11,6,13,3,5,0,44,0,0,10,9,9,0,0,0,0,32,0,0,3,3,20,9,8,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,14,3,4,13,5,8,16,10,6,0,68,36,41,112,89,106,193,195,59,19,838
UCL121027,0,8,0,8,10,9,5,5,0,43,0,6,3,9,15,14,3,0,0,52,0,3,11,7,6,11,6,0,0,48,0,0,13,6,5,3,6,0,0,30,0,0,7,14,9,11,0,0,0,29,0,0,5,12,9,4,6,0,0,24,0,0,6,11,6,9,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,3,8,3,4,4,0,0,4,31,41,34,62,75,90,95,54,20,12,488
UCL121028,0,3,7,9,6,8,11,10,0,65,0,0,4,4,5,11,16,4,0,40,0,0,8,5,11,18,10,5,0,60,0,0,7,7,0,4,4,0,0,29,0,0,7,3,7,12,0,0,0,29,0,0,0,4,6,3,0,0,0,18,0,0,5,7,8,16,5,0,0,41,0,0,0,3,7,0,0,0,0,11,0,0,0,3,9,3,0,0,0,17,0,0,0,15,5,7,5,3,6,45,17,26,69,76,92,173,169,64,13,696
UCL121029,3,4,7,6,7,4,0,3,0,34,6,6,8,0,3,15,5,0,0,46,0,6,7,8,10,15,0,0,0,45,0,3,10,3,3,3,0,0,0,27,0,0,11,9,3,5,4,0,0,29,0,0,10,8,3,4,0,0,0,19,0,0,8,3,4,4,0,0,0,18,0,0,5,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,5,7,3,5,3,0,11,4,0,37,33,41,80,57,59,87,72,38,5,471
UCL121030,4,5,14,7,3,11,9,4,3,52,0,9,11,13,8,13,6,4,0,69,0,9,10,12,5,16,0,0,0,64,0,4,8,3,9,11,3,0,0,45,0,0,6,8,7,3,4,0,0,26,0,0,3,4,6,5,0,0,0,23,0,0,3,3,4,8,0,0,0,19,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,11,12,12,12,17,24,20,8,0,108,52,48,109,92,100,152,116,51,14,734
UCL121031,0,3,17,7,15,13,21,10,0,85,0,0,11,8,15,24,12,0,3,86,0,0,9,9,15,15,10,3,0,65,0,0,10,10,9,11,5,0,0,50,0,6,8,8,4,14,6,0,0,43,0,0,4,6,6,7,5,4,0,34,0,0,3,10,12,13,0,0,0,38,0,0,0,0,0,7,3,0,0,11,0,0,0,4,4,7,6,0,0,16,5,0,10,5,7,12,12,4,4,58,51,22,89,95,120,200,185,54,12,829
UCL121032,0,4,3,5,3,4,7,3,0,36,0,3,7,11,3,15,8,3,0,54,0,4,13,9,11,11,4,0,0,57,0,0,0,0,4,13,0,0,0,25,0,0,3,9,7,0,0,0,0,17,0,0,3,4,3,0,0,0,0,13,0,0,0,4,6,5,0,0,0,18,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,6,5,3,8,3,7,10,19,10,79,46,28,65,67,72,101,123,93,39,622
UCL121033,0,0,5,3,3,6,7,0,0,32,0,5,0,7,4,3,4,0,0,29,0,0,4,13,3,6,0,0,0,33,0,0,7,9,9,0,0,0,0,27,0,0,0,11,4,3,0,0,0,29,0,0,3,4,5,5,0,0,0,9,0,0,3,16,6,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,3,11,13,4,5,9,5,0,53,25,17,62,83,57,56,49,23,3,378
UCL121034,0,13,24,6,5,12,6,0,0,64,3,18,14,8,13,7,3,0,0,64,0,3,14,11,25,12,4,0,0,72,0,8,12,12,15,9,4,0,0,53,0,0,15,12,14,8,0,0,0,57,0,0,8,11,14,9,3,0,0,54,0,0,4,18,32,14,7,0,0,74,0,0,0,5,8,3,3,0,0,14,0,0,0,7,15,7,0,0,0,32,6,3,20,5,6,8,4,4,3,67,71,58,143,110,156,103,67,21,11,735
UCL121035,7,6,15,13,16,9,7,0,0,69,0,16,21,25,11,15,0,3,0,90,0,5,18,16,15,16,3,0,0,76,0,0,7,13,15,11,4,0,0,51,0,0,14,9,9,6,0,0,0,39,0,0,10,13,8,3,0,0,0,33,0,0,8,4,14,15,0,0,0,43,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,4,0,7,13,12,8,3,6,0,0,53,90,60,152,126,139,149,90,43,11,852
UCL121036,0,12,13,12,15,14,11,6,0,84,0,6,8,26,26,18,10,5,0,98,0,0,27,22,22,14,9,5,0,95,0,4,10,23,18,10,10,0,0,74,0,0,15,18,10,3,4,0,0,47,0,0,3,7,7,12,5,0,0,33,0,0,13,29,34,11,4,0,0,93,0,0,0,10,3,3,0,0,0,15,0,0,0,7,10,0,0,0,0,16,3,0,8,8,7,8,8,4,0,49,84,48,122,197,197,159,166,76,9,1055
UCL121037,0,4,5,4,9,9,19,9,3,61,0,9,5,9,14,11,4,0,0,63,0,5,11,10,16,11,4,0,0,48,0,0,11,8,13,7,9,0,0,46,0,0,0,7,3,7,9,0,0,29,0,0,8,9,13,8,4,0,0,35,0,0,8,6,14,14,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,5,0,0,3,4,6,5,9,8,0,28,41,34,59,84,121,117,149,55,9,669
UCL121038,0,4,4,0,3,8,9,4,0,48,4,5,8,6,8,19,0,0,0,48,0,3,4,7,6,9,7,4,0,50,0,0,9,0,5,3,4,0,0,19,0,0,0,0,3,5,0,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,7,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,6,0,9,12,7,9,13,11,3,69,29,17,65,62,45,99,94,58,25,495
UCL121039,5,9,9,0,11,3,6,0,0,41,0,3,13,9,13,6,6,0,0,38,0,0,19,11,10,9,5,3,0,65,0,0,9,9,12,6,0,5,0,42,0,0,13,3,7,5,0,0,0,32,0,0,10,3,6,3,0,0,0,22,0,0,5,11,19,10,8,0,0,41,0,0,6,5,5,3,3,0,0,22,0,0,3,15,14,5,6,0,0,52,4,0,5,18,12,10,15,10,0,77,35,24,95,105,114,101,78,31,8,594
UCL121040,6,0,0,3,4,5,4,0,0,29,0,5,3,3,11,0,7,0,0,35,0,0,9,11,10,8,7,0,0,42,0,0,0,3,10,12,4,0,0,41,0,0,0,6,5,3,5,5,0,27,0,0,3,3,7,11,0,0,0,24,0,0,0,8,26,8,0,0,0,44,0,0,0,4,0,0,0,0,0,8,0,0,3,8,4,4,0,0,0,19,6,0,0,0,9,0,13,0,0,25,49,24,22,64,107,71,59,20,0,409
UCL121041,0,8,0,0,4,5,9,4,0,38,0,3,0,3,11,14,8,0,0,41,5,3,8,11,12,5,4,6,0,42,0,0,7,5,6,4,0,0,0,23,0,0,3,0,4,0,5,0,0,15,0,0,4,3,5,5,0,0,0,16,0,0,4,5,6,4,0,0,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,11,14,8,3,45,38,30,50,38,82,91,98,63,17,502
UCL121042,0,0,6,0,3,9,6,6,0,27,0,3,8,4,3,9,11,10,0,47,0,8,9,8,8,7,9,0,0,44,0,0,5,0,0,7,8,5,0,24,0,0,10,6,0,7,9,3,3,38,0,0,8,3,4,7,6,0,0,32,0,0,3,5,8,11,3,0,0,36,0,0,0,3,4,3,0,0,0,11,0,0,0,7,7,10,3,0,0,30,4,0,7,0,4,6,7,7,0,44,20,29,63,52,49,102,104,70,15,499
UCL121043,0,7,8,3,8,3,10,0,0,34,0,6,0,4,5,11,7,0,0,47,3,6,13,7,5,11,3,0,0,43,0,4,4,7,13,7,3,0,0,43,0,0,8,9,11,11,0,0,0,44,0,0,3,12,8,10,0,0,0,32,0,0,6,20,19,3,4,0,0,52,0,0,0,5,0,0,0,0,0,10,0,0,0,3,12,3,0,0,0,21,3,0,3,0,0,4,3,3,0,18,44,30,64,94,97,72,67,25,7,511
UCL121044,0,4,0,11,9,4,7,3,0,37,0,4,8,3,8,6,0,0,0,29,0,0,13,5,3,9,5,0,0,34,0,0,0,3,5,12,0,0,0,21,0,0,4,7,8,0,0,0,0,15,0,0,3,7,0,0,0,0,0,16,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,5,11,11,15,5,10,3,3,70,27,27,70,54,77,66,81,31,11,436
UCL121045,0,0,3,0,9,12,5,3,0,39,0,6,6,7,5,16,9,0,0,52,0,3,0,5,7,12,4,3,0,42,0,0,4,5,4,0,6,0,0,25,0,0,0,0,3,3,0,0,0,10,0,0,0,3,3,4,3,0,0,16,0,0,5,6,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,3,6,0,0,30,21,13,39,50,65,105,98,41,8,453
UCL121046,0,0,0,0,3,0,4,0,0,16,0,0,0,0,6,0,7,0,0,25,0,0,4,4,5,5,0,0,0,22,0,0,9,5,3,3,0,0,0,32,0,0,5,7,11,12,0,0,0,41,0,0,9,12,10,4,3,0,0,31,0,0,8,24,18,14,0,0,0,71,0,0,0,11,0,4,0,3,0,18,0,0,0,3,14,0,0,4,0,22,0,0,0,5,0,0,6,0,0,9,35,14,41,85,82,62,42,22,4,377
UCL121047,0,0,3,0,7,5,7,9,0,35,0,4,9,12,7,3,3,0,0,39,0,5,7,7,13,8,8,0,0,50,0,0,10,6,4,7,4,0,0,36,0,0,11,7,3,3,0,0,0,36,0,0,6,8,9,7,0,0,0,39,0,0,6,15,16,3,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,3,0,4,11,3,0,25,19,16,83,82,81,72,67,33,9,464
UCL121048,0,4,3,0,6,8,7,0,0,29,0,0,11,3,8,8,5,0,0,34,0,6,5,4,16,0,3,3,0,34,0,0,6,0,8,4,3,0,0,29,0,0,0,4,7,6,0,0,0,20,0,0,0,0,8,3,0,5,0,14,0,0,0,5,10,5,0,0,0,25,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,7,0,0,19,29,21,32,37,85,78,87,37,3,415
UCL121049,8,7,9,13,3,3,6,3,0,50,0,5,11,11,8,3,5,4,0,45,4,10,15,9,11,4,0,0,0,59,0,0,11,9,13,7,0,0,0,43,0,3,0,5,3,3,0,0,0,26,0,0,0,4,3,8,0,0,0,20,0,0,5,3,15,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,17,9,8,3,5,0,73,47,51,87,87,90,67,51,35,3,506
UCL121050,0,0,8,0,3,8,14,25,4,62,0,0,3,5,0,11,0,11,0,37,0,0,0,6,11,7,3,3,0,36,0,0,6,0,0,0,0,0,0,8,0,0,7,0,3,3,0,0,0,14,0,0,3,3,4,3,0,0,0,11,0,0,8,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,8,6,15,19,4,61,18,10,40,30,55,101,142,180,47,622
UCL121051,5,5,8,3,10,12,9,7,6,54,0,4,12,8,4,22,8,0,0,65,4,4,12,3,13,13,7,3,0,61,0,0,8,7,3,17,3,3,0,47,0,0,6,6,9,3,0,3,0,29,0,0,0,3,7,5,0,0,0,19,0,0,0,11,10,5,0,0,0,22,0,0,0,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,4,6,0,7,5,8,8,14,17,4,69,48,25,71,87,84,147,165,117,54,792
UCL121052,0,13,7,4,7,14,14,7,0,63,0,4,9,6,7,20,7,9,0,56,0,4,12,10,7,12,14,6,0,66,0,0,9,3,6,12,11,0,0,49,0,4,7,10,4,5,3,3,0,43,0,0,0,10,0,8,5,0,0,20,0,0,5,10,12,22,0,0,0,45,0,0,0,7,0,0,0,0,0,9,0,0,4,7,5,3,4,0,0,19,0,6,8,13,3,14,9,8,6,74,7,36,75,99,85,167,160,74,24,731
UCL121053,0,4,9,3,9,6,13,9,0,48,5,3,7,9,6,8,9,0,0,53,0,3,14,10,3,15,6,0,0,55,0,0,9,4,4,10,0,0,0,29,0,0,11,3,7,6,7,0,0,32,0,0,0,0,6,3,0,0,0,9,0,0,9,0,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,9,0,5,5,10,4,15,21,16,7,88,24,22,78,73,64,114,137,77,29,620
UCL121054,6,0,0,3,6,0,3,0,0,21,0,14,9,5,7,10,4,0,0,45,0,13,8,3,18,15,4,8,0,61,0,7,6,3,17,8,3,0,0,44,0,0,4,9,20,10,4,0,0,51,0,0,0,6,11,10,0,0,0,27,0,0,0,10,39,15,0,0,0,64,0,0,0,0,7,0,0,0,0,11,0,0,0,8,3,5,5,0,0,22,0,0,0,4,4,3,0,9,0,25,70,65,51,78,148,117,92,26,4,642
UCL121055,0,0,5,4,3,7,9,6,0,39,0,3,4,5,10,19,9,0,0,50,0,0,6,19,13,13,0,9,0,61,0,0,6,12,13,3,8,0,0,48,0,0,3,8,6,8,4,0,0,27,0,0,0,7,9,3,0,0,0,21,0,0,0,12,8,4,0,0,0,27,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,0,4,6,4,4,3,8,0,35,34,11,50,101,84,111,86,43,7,535
UCL121056,4,6,11,12,17,16,6,5,0,81,0,4,19,21,21,8,8,0,0,69,0,8,8,20,15,16,7,0,0,78,0,4,4,6,9,9,0,0,0,42,0,0,3,4,10,10,5,0,0,31,0,0,0,7,8,7,0,0,0,13,0,0,0,0,7,11,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,9,6,0,9,4,0,0,34,53,38,87,97,116,137,101,60,15,713
UCL121057,0,6,15,7,7,3,8,0,0,52,0,9,3,12,12,8,5,0,0,51,0,11,12,13,13,15,4,0,0,71,0,9,11,14,13,13,0,0,0,47,0,0,10,6,10,10,0,0,0,26,0,0,6,8,6,0,0,0,0,18,0,5,8,12,5,6,0,0,0,36,0,0,0,4,0,3,0,0,0,3,0,0,0,0,7,4,0,0,0,10,0,4,4,3,0,3,4,0,0,15,44,59,78,89,86,108,77,5,3,564
UCL121058,3,14,20,22,12,21,19,4,0,119,0,6,10,17,28,16,15,10,4,111,0,4,19,14,30,32,13,5,0,113,0,3,8,30,33,28,6,0,0,111,0,0,9,18,25,21,14,0,0,90,0,0,8,22,27,20,5,0,0,80,0,0,8,28,59,23,5,0,0,126,0,0,0,3,3,0,0,0,0,6,0,0,4,7,12,10,0,0,0,30,3,0,0,15,3,10,14,0,0,50,154,70,124,209,299,268,247,119,19,1511
UCL121059,0,6,3,6,12,3,10,0,0,38,0,3,10,12,3,14,7,0,0,46,0,0,12,10,5,20,3,3,3,59,0,0,8,9,5,3,5,0,0,33,0,0,3,8,4,6,5,0,0,24,0,0,3,3,7,0,0,0,0,14,0,0,3,0,5,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,6,5,0,3,4,3,11,0,0,0,24,38,17,66,63,80,105,89,36,15,508
UCL121060,4,3,6,7,13,6,13,5,0,63,0,10,11,14,17,12,8,0,0,68,0,3,10,13,15,18,3,4,0,66,0,4,5,14,14,13,3,0,0,56,0,3,3,9,16,6,3,0,0,40,0,0,0,10,6,10,0,0,0,35,0,0,8,11,28,14,6,0,0,67,0,0,0,7,6,8,4,0,0,20,0,0,0,5,0,3,0,0,0,15,8,5,4,8,8,0,7,6,0,33,84,40,64,108,142,143,138,72,3,789
UCL121061,4,0,7,0,7,0,0,0,0,26,0,5,9,9,8,7,0,0,0,31,0,5,4,5,11,9,0,0,0,29,0,6,3,9,7,0,0,0,0,25,0,0,0,5,6,0,0,0,0,13,0,0,4,6,5,0,0,0,0,14,0,0,6,18,8,3,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,6,4,4,0,0,0,6,3,0,22,45,30,61,82,81,44,48,15,8,420
UCL121062,7,7,5,4,8,11,4,4,0,50,6,11,6,8,11,8,8,0,0,54,0,3,12,13,20,18,7,3,0,69,0,3,12,9,16,12,0,6,0,59,0,0,21,12,12,13,7,0,0,66,0,0,6,13,15,7,6,0,0,49,0,0,13,19,27,16,3,0,0,79,0,0,3,6,3,5,0,0,0,22,0,0,5,8,11,9,0,0,0,28,0,0,5,0,8,6,3,8,0,25,59,47,105,121,147,130,86,33,7,733
UCL121063,0,3,0,4,4,12,24,15,4,67,0,0,0,4,5,11,14,4,0,34,0,0,0,6,0,10,10,4,0,32,0,0,6,7,5,8,4,3,0,30,0,0,0,0,0,8,3,5,0,18,0,0,0,0,0,4,0,0,0,5,0,0,0,4,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,3,3,0,4,18,9,3,41,9,12,24,36,35,130,236,101,29,615
UCL121064,0,8,3,6,13,18,7,5,0,63,0,3,0,3,11,13,9,4,0,46,0,3,6,11,11,5,3,0,0,48,0,0,4,3,9,7,0,0,3,22,0,0,0,5,0,0,0,0,0,13,0,0,3,3,3,4,0,0,0,12,0,0,0,5,3,0,6,0,0,14,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,12,6,3,7,4,6,7,6,0,3,39,36,31,45,54,98,115,107,56,27,572
