UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL121094,9,8,11,14,23,40,7,5,15,5,0,3,25,30,59,19,21,42,0,4,4,3,0,3,20,25,43,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,9,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,9,5,13,16,0,0,0,0,0,0,0,0,0,0,0,0,59,58,119,112,133,246
UCL121095,8,13,14,16,12,29,34,25,60,0,0,0,48,35,80,3,6,14,17,23,40,0,0,0,19,26,51,0,3,3,0,0,0,4,0,5,4,4,9,0,0,0,6,10,14,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,6,15,16,0,0,0,3,3,9,0,0,0,3,3,9,16,13,27,98,100,204
UCL121096,4,4,17,29,22,46,0,0,0,0,4,6,26,24,58,19,17,37,0,5,6,5,3,3,27,26,49,0,0,0,0,0,0,0,3,8,6,3,8,0,0,0,9,9,11,0,0,3,0,5,4,0,0,0,0,3,3,0,0,0,3,4,10,12,12,22,0,0,0,0,3,3,0,0,0,0,3,3,25,13,35,90,83,178
UCL121097,8,3,6,17,24,43,4,5,5,12,9,19,31,34,62,12,26,37,4,8,8,7,8,15,19,38,58,0,0,0,0,0,0,10,0,10,6,6,10,0,0,0,11,10,19,4,5,6,0,0,5,0,0,0,0,3,8,0,0,0,8,6,16,14,18,36,0,0,0,3,0,3,0,0,0,3,3,9,7,11,22,86,107,189
UCL121098,12,0,11,11,16,22,9,11,27,7,6,14,26,37,62,7,16,22,13,24,36,5,8,14,27,46,68,0,3,3,0,0,0,3,0,5,0,3,12,0,0,0,10,11,25,7,0,7,0,0,0,0,0,0,6,14,18,0,0,0,7,12,24,16,25,43,0,0,4,5,4,6,0,0,0,8,6,9,5,4,8,94,114,205
UCL121099,9,4,9,23,26,53,0,0,0,4,0,4,26,27,56,11,11,24,0,0,5,0,0,0,11,13,29,0,3,3,0,0,0,0,5,6,5,0,8,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,7,11,15,22,0,0,0,0,3,3,0,0,0,0,0,0,14,12,30,65,81,149
UCL121100,19,16,37,41,48,86,12,10,25,0,0,0,55,57,116,24,16,41,5,9,17,4,4,5,35,30,62,4,0,6,0,0,3,5,3,9,8,5,16,0,0,0,18,9,29,4,10,10,3,0,7,0,0,0,0,9,10,0,0,0,5,23,26,22,30,53,0,0,0,0,3,8,0,0,0,0,3,8,10,12,28,144,153,296
UCL121101,8,4,11,34,26,65,5,7,11,4,7,14,42,45,87,25,29,49,4,8,8,12,9,21,40,39,80,3,0,5,0,0,0,4,3,9,3,10,12,0,0,0,12,13,24,3,6,7,0,0,0,0,0,0,6,7,10,0,0,0,3,15,22,16,29,47,6,0,6,0,0,0,0,0,0,6,0,6,38,35,79,152,156,305
UCL121102,10,11,15,37,23,58,6,0,6,0,0,0,46,23,66,25,29,46,0,0,0,3,5,4,26,31,53,0,0,0,0,0,0,5,0,5,4,7,10,0,0,0,3,9,14,0,3,5,0,3,3,0,0,0,0,8,8,0,0,0,3,12,17,7,19,30,0,4,6,0,0,0,0,0,0,0,4,3,33,28,58,117,116,230
UCL121103,11,4,13,37,35,77,12,13,20,5,4,10,59,46,102,20,21,44,12,10,19,4,7,12,38,40,74,0,0,4,0,3,3,7,4,9,0,10,10,0,0,0,5,12,16,0,0,0,0,0,4,0,4,4,0,6,4,0,0,0,6,5,9,12,19,24,0,0,0,0,0,0,0,0,0,0,0,0,32,46,80,145,162,301
UCL121104,7,10,18,19,22,42,0,0,6,0,4,5,26,26,51,19,20,44,0,0,3,11,4,11,30,27,50,0,5,5,0,0,0,6,4,8,3,8,10,0,0,0,10,16,23,0,5,3,0,6,6,0,0,0,0,4,4,0,0,0,3,9,11,6,28,31,0,0,0,0,0,0,0,0,0,0,0,0,23,35,54,90,120,211
UCL121105,3,7,11,12,20,31,0,0,0,0,5,5,12,21,34,11,8,19,0,0,0,0,0,0,11,10,22,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,3,8,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,3,4,12,18,0,0,0,0,0,0,0,0,0,0,0,0,25,17,41,58,74,131
UCL121106,9,12,17,17,19,39,0,0,0,3,0,5,20,19,43,10,18,28,3,5,5,5,0,5,14,22,39,0,0,4,0,5,5,8,5,11,0,4,12,0,0,0,13,13,23,4,4,5,0,0,3,0,0,0,3,8,9,0,0,0,6,13,22,22,19,46,0,0,0,0,0,0,0,0,0,0,0,0,24,28,53,93,106,193
UCL121107,12,11,20,32,39,69,4,8,9,8,3,16,46,46,91,8,27,38,5,4,11,3,0,3,19,33,50,0,0,0,0,0,0,3,0,8,4,5,10,0,0,0,7,9,16,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,3,9,9,15,15,25,0,3,3,0,3,3,0,0,0,0,7,6,26,22,46,112,127,242
UCL121108,9,8,24,31,27,59,7,8,8,8,6,19,46,38,81,21,12,32,0,5,6,4,3,4,24,22,45,0,0,3,0,4,4,6,7,5,0,4,10,0,0,0,8,15,24,4,5,6,0,0,0,0,0,0,0,6,10,0,0,0,3,12,20,12,28,39,0,0,0,6,0,4,0,0,0,0,0,3,19,30,50,118,130,245
UCL121109,5,7,16,10,15,27,3,3,5,8,4,12,19,22,42,4,3,9,10,13,21,6,7,10,24,21,43,0,0,0,3,0,3,0,0,0,0,3,4,0,0,0,5,3,10,0,0,4,0,3,7,0,0,3,3,0,7,0,0,0,4,16,20,10,19,29,0,0,0,0,0,0,0,0,0,3,0,4,9,16,20,69,77,151
UCL121110,18,8,31,31,26,59,8,6,15,6,8,17,47,42,90,24,25,50,3,5,8,9,4,15,40,32,72,0,0,0,0,0,0,3,4,6,3,5,11,0,0,0,7,6,17,0,0,0,0,0,4,0,3,3,0,7,8,0,0,0,4,12,17,9,25,34,0,3,3,0,3,6,0,0,0,0,7,11,22,30,48,140,145,284
UCL121111,12,11,23,17,22,39,9,9,16,0,0,0,27,31,61,14,16,34,0,3,3,0,0,0,16,21,36,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,58,53,117,122,124,247
UCL121112,9,16,22,27,27,58,15,11,17,8,6,7,47,39,88,6,13,15,14,13,23,6,0,8,21,26,46,0,0,0,0,0,0,6,5,9,0,7,10,0,0,0,12,8,19,0,0,4,0,3,3,0,0,0,6,12,11,0,0,0,0,15,15,9,24,37,0,0,0,3,0,4,0,0,0,3,0,4,29,22,44,127,119,244
UCL121113,0,4,3,14,20,28,9,4,10,0,3,4,20,21,38,7,7,18,11,3,16,21,16,39,43,30,69,0,0,0,0,3,3,3,0,6,0,6,5,0,0,0,5,12,16,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,10,13,21,0,0,0,0,3,4,0,0,0,0,3,3,33,25,60,101,95,196
UCL121114,11,14,23,37,21,61,7,0,10,4,6,13,46,31,75,10,14,25,11,5,17,7,5,16,26,27,58,0,0,0,0,0,0,3,0,3,0,7,8,0,0,0,9,7,9,5,3,7,0,3,0,0,0,0,0,8,7,0,0,0,11,12,20,15,20,36,0,0,0,7,3,9,0,0,0,7,3,9,51,41,92,155,132,294
UCL121115,5,3,7,11,9,16,0,0,0,0,0,0,11,9,16,17,11,31,0,0,0,0,0,0,21,10,39,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,7,3,10,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,6,9,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,18,16,38,62,58,116
UCL121116,22,10,30,38,25,68,10,14,24,17,10,26,66,48,109,18,23,43,13,25,34,14,12,24,46,61,104,0,4,9,0,0,0,12,9,24,0,5,6,0,0,0,15,11,28,11,8,18,0,5,6,0,3,3,3,5,6,0,0,0,18,22,35,34,37,65,5,0,5,0,0,0,0,0,0,5,0,0,15,8,17,176,158,340
UCL121117,5,8,12,20,16,33,4,8,9,9,4,13,23,28,54,20,9,34,5,5,3,0,0,0,23,14,40,0,4,4,0,0,0,5,4,10,0,5,3,0,0,0,5,9,18,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,6,8,10,14,18,27,0,0,0,0,0,3,0,0,0,0,3,5,27,21,43,95,86,176
UCL121118,8,14,20,19,16,33,3,0,6,0,0,0,17,26,43,23,10,32,5,7,7,0,0,0,29,18,48,0,0,0,0,0,0,4,3,9,3,9,13,0,0,0,7,13,23,3,8,10,0,0,0,0,0,3,0,5,4,0,0,0,7,15,18,15,24,44,0,0,0,5,0,5,0,0,0,5,0,5,11,10,20,90,84,172
UCL121119,7,4,15,19,20,46,4,5,9,13,4,17,38,37,68,14,22,36,3,9,16,4,3,8,23,42,63,0,0,3,6,4,7,3,3,11,0,6,10,0,0,0,14,12,25,0,0,3,0,4,4,0,0,0,6,7,8,0,0,0,9,12,15,16,24,41,0,0,0,3,3,7,0,0,0,3,4,8,23,15,38,106,119,233
UCL121120,8,3,13,15,18,25,5,3,3,0,0,0,16,14,32,9,17,19,0,0,0,0,0,0,9,12,17,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,8,10,0,0,0,0,0,0,0,0,0,0,5,5,73,69,143,112,111,221
UCL121121,0,4,4,21,17,32,4,0,3,0,0,0,25,18,38,7,10,19,6,3,4,0,0,3,11,16,28,0,0,0,0,0,0,0,3,3,0,3,9,0,0,0,5,10,10,0,0,0,0,3,6,0,0,0,0,3,5,0,0,0,4,6,9,9,15,18,5,0,8,3,0,3,0,0,0,7,0,8,17,13,36,66,71,142
UCL121122,4,8,11,39,32,68,9,8,13,0,0,0,47,40,90,19,15,35,7,3,10,4,4,9,33,25,57,0,5,7,0,0,0,0,0,5,0,5,5,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,7,8,7,17,21,0,0,0,0,0,0,0,0,0,4,0,3,23,32,56,113,120,238
UCL121123,7,3,12,21,23,38,9,5,14,0,0,0,27,28,50,10,21,32,5,3,8,0,0,4,20,19,39,0,0,0,0,3,3,0,4,4,0,5,8,0,0,0,0,13,13,0,0,3,0,3,3,0,3,4,0,6,6,0,0,0,0,10,15,6,25,25,0,0,0,4,0,7,0,0,0,4,0,7,51,44,93,103,119,231
UCL121124,6,6,8,15,3,16,0,0,0,0,0,0,15,3,16,5,3,9,8,4,15,0,0,0,17,6,19,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,6,4,9,0,3,5,0,0,0,0,0,0,0,3,3,19,11,24,52,33,90
UCL121125,14,5,20,21,22,41,4,3,9,0,0,0,23,25,49,8,13,25,3,3,8,3,6,12,20,18,39,0,0,0,0,4,0,0,6,3,6,9,13,0,0,0,5,10,23,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,4,4,7,10,18,24,0,0,0,0,0,0,0,0,0,0,0,0,39,39,78,99,113,218
UCL121126,8,7,14,19,10,30,21,15,34,0,0,4,43,31,69,4,7,10,9,17,26,0,4,5,17,26,41,0,0,0,0,0,0,3,0,3,4,4,7,0,0,0,6,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,16,14,0,0,0,3,0,3,0,0,0,3,0,3,10,7,10,80,79,160
UCL121127,8,9,16,14,26,40,5,7,6,0,12,9,23,46,64,15,31,49,0,0,4,10,7,14,26,32,64,0,3,4,0,0,0,5,11,10,8,6,9,0,0,0,6,18,30,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,17,26,35,0,0,0,0,3,6,0,0,0,3,3,8,21,15,36,96,126,221
UCL121128,16,5,20,27,28,55,8,7,14,8,12,19,44,48,90,30,21,56,3,4,10,3,14,19,37,42,78,0,3,3,0,0,0,9,7,14,5,4,9,0,0,0,13,14,27,3,7,13,0,3,3,0,0,0,3,12,10,0,0,0,9,22,29,20,34,59,0,3,9,0,3,0,0,0,0,5,5,6,24,15,41,149,146,295
UCL122001,0,0,0,10,10,14,0,0,0,0,3,3,9,12,21,10,5,13,0,0,0,3,0,3,15,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,4,0,3,0,0,0,0,0,0,0,5,5,0,0,0,6,3,8,7,6,12,4,0,4,0,0,0,0,0,0,4,0,4,3,7,7,40,29,72
UCL122002,0,0,0,5,3,11,0,0,0,0,0,0,5,4,9,3,3,9,4,0,6,0,0,0,8,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,30,26,52,48,44,93
UCL122003,4,9,12,13,10,20,6,6,8,6,5,3,21,13,35,10,10,18,0,0,5,3,3,6,21,14,32,0,0,0,0,0,0,10,0,8,3,0,3,0,0,0,8,9,12,0,0,7,0,3,3,4,0,4,0,4,0,0,0,0,4,6,14,10,13,32,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,64,53,115
UCL122004,3,4,3,4,0,3,0,0,0,0,0,0,3,0,7,4,5,6,0,0,3,3,0,3,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,8,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,12,19,36
UCL122005,3,4,5,10,15,25,0,0,0,0,0,0,10,15,25,7,3,8,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,10,17,23,36,39,75
UCL122006,0,0,6,14,11,29,0,0,0,0,0,0,14,11,29,3,7,6,0,0,0,0,0,0,6,7,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,9,12,18,30,38,73
UCL122007,5,0,3,22,8,31,0,0,0,0,0,0,21,8,36,17,13,28,0,0,0,0,0,0,17,13,28,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,24,11,35,63,42,108
UCL122008,0,5,7,12,7,22,0,0,0,0,0,0,14,11,25,10,3,17,0,4,4,0,0,0,10,5,21,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,17,19,37,47,45,97
UCL122009,4,7,7,0,8,14,0,5,8,0,0,0,3,15,16,12,9,22,0,0,0,0,0,0,15,9,24,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,11,14,17,38,43,83
UCL122010,0,3,3,15,13,30,0,3,3,0,3,4,22,18,41,15,10,26,0,0,4,0,0,0,16,17,26,0,0,3,0,0,0,3,0,3,3,4,7,0,0,0,7,3,16,0,6,6,5,3,9,0,4,4,0,0,5,0,0,0,10,9,18,18,19,34,0,0,0,0,6,6,0,0,0,0,6,3,0,9,9,57,60,122
UCL122011,4,0,4,7,7,13,0,0,0,7,6,6,13,12,25,4,6,13,0,0,0,8,5,11,6,8,21,0,0,0,0,0,0,4,0,3,0,4,3,0,0,0,6,7,15,3,4,3,0,3,3,0,0,3,0,6,3,0,0,0,4,8,16,8,16,21,0,0,0,0,0,0,0,0,0,0,0,0,17,13,28,51,50,107
UCL122012,4,10,11,12,4,18,0,0,0,0,0,0,12,4,18,3,4,9,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,4,6,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,10,10,22,35,27,64
UCL122013,0,0,0,6,3,15,0,0,0,0,0,0,8,3,19,6,9,13,0,0,0,0,0,0,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,21,30,49
UCL122014,0,0,3,12,5,12,0,0,0,3,7,10,10,10,25,3,0,8,0,0,0,8,0,9,13,3,13,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,5,5,7,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,13,8,16,35,34,70
UCL122015,0,3,0,0,7,6,0,0,0,0,4,3,3,8,11,0,4,5,0,0,4,0,7,4,4,8,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,13,14,32,27,37,70
UCL122016,0,4,5,10,10,19,0,0,4,0,0,0,13,8,23,0,3,4,6,8,16,0,0,0,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,4,6,0,0,0,4,4,7,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,13,12,27,35,46,84
UCL122017,4,5,12,21,5,27,0,0,0,0,0,0,21,5,27,7,7,13,0,3,5,0,0,0,11,5,16,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,5,5,5,18,0,0,0,0,0,0,0,0,0,0,0,0,22,19,33,66,43,103
UCL122018,0,0,3,18,12,24,0,3,3,0,0,0,18,10,29,5,6,14,0,0,0,0,0,0,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,32,56,51,54,105
UCL122019,0,0,5,13,14,26,0,0,0,0,0,0,13,14,26,7,7,15,0,0,3,0,0,0,6,9,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7,4,6,5,0,0,0,0,0,0,0,0,0,0,4,4,17,14,30,39,46,83
UCL122020,0,0,0,7,7,17,0,0,0,0,0,0,7,7,17,7,0,6,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20,24,19,43
UCL122021,4,0,6,11,0,13,0,0,0,0,0,0,12,0,13,5,0,8,0,0,6,0,0,4,11,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,11,40
UCL122022,3,0,3,11,8,15,15,6,20,0,10,13,27,20,43,3,3,7,4,3,13,5,0,4,12,10,25,0,0,0,0,0,0,11,0,9,0,3,5,0,0,0,9,8,18,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,10,10,9,19,21,0,0,0,0,0,0,0,0,0,4,0,4,0,7,12,60,59,113
UCL122023,4,0,4,11,8,13,3,5,10,8,3,11,18,11,33,0,4,6,0,4,8,7,9,14,14,10,25,0,0,0,0,0,0,4,0,4,0,4,3,0,0,0,3,4,10,0,0,0,0,4,5,0,0,3,4,6,11,0,0,0,7,8,16,11,14,25,0,0,0,0,3,6,0,0,0,0,3,6,7,3,7,58,48,101
UCL122024,0,4,4,14,8,24,6,4,4,0,0,0,14,17,31,8,9,17,0,0,0,0,0,0,12,9,17,0,3,3,0,0,0,0,3,5,6,5,8,0,0,0,6,6,13,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,15,22,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,46,42,92
UCL122025,8,0,8,8,3,9,0,0,0,0,0,4,15,4,13,14,4,13,3,0,5,0,0,0,15,9,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,10,12,23,45,27,72
UCL122026,0,5,7,10,11,24,0,0,5,0,0,0,14,14,21,3,6,11,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,37,28,64
UCL122027,0,0,0,3,7,11,0,5,5,0,0,0,3,11,11,4,0,5,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,8,12,23,28,51
UCL122028,0,4,6,15,8,19,0,0,0,0,0,0,15,8,19,12,16,22,0,0,0,0,0,0,12,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,23,21,45,52,47,94
UCL122029,0,0,0,9,6,11,0,0,0,5,0,8,10,10,22,0,0,0,3,0,4,0,4,8,9,0,14,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,5,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,15,13,26,31,36,72
UCL122030,3,0,3,11,10,22,4,0,3,3,0,5,19,9,29,4,9,16,0,3,5,0,3,0,11,17,26,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,9,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,5,7,3,5,16,3,0,0,0,0,0,0,0,0,3,0,7,20,26,45,61,64,123
UCL122031,5,7,6,13,5,20,26,21,44,0,3,5,37,29,63,3,6,16,17,22,41,4,0,4,23,31,56,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,3,3,11,3,0,3,0,0,0,0,0,4,0,10,10,0,0,0,5,12,12,9,14,22,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,85,81,163
UCL122032,7,9,12,20,15,33,0,0,0,0,10,10,20,21,41,12,14,26,0,0,0,0,0,0,12,13,26,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,7,6,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,9,10,6,11,13,0,0,0,0,3,4,0,0,0,0,3,4,19,12,30,64,73,135
UCL122033,3,6,12,12,18,31,4,0,4,0,0,0,17,15,31,6,8,13,0,0,3,0,0,0,6,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,34,47,83
UCL122034,0,0,0,3,0,7,5,3,9,0,4,4,10,6,14,4,8,14,0,3,3,8,0,8,11,11,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,5,9,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,52
UCL122035,0,0,0,10,13,23,0,0,0,0,0,7,9,18,26,10,19,31,0,0,0,0,0,0,10,19,30,0,0,0,0,0,0,3,3,5,3,4,8,0,0,0,3,5,11,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,3,4,8,6,14,16,0,0,0,0,0,0,0,0,0,0,0,0,14,17,26,45,61,107
UCL122036,0,3,6,8,12,20,0,0,4,0,0,0,11,15,24,6,7,13,0,0,0,0,0,0,10,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,60,68,125,82,92,172
