SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
119011358,61,89,37,36,76,30,19,19,6,368,77,71,72,86,130,41,22,22,4,518,123,82,540,107,165,78,96,97,24,1321,7,11,10,10,26,7,13,4,0,85,23,17,22,29,62,14,19,15,3,199,7,17,9,6,19,3,7,5,3,77,14,13,14,10,18,9,6,11,15,116,624,1469,771,403,819,317,228,228,89,4949
119011359,103,162,51,73,143,46,19,18,3,615,151,128,96,160,220,82,25,25,14,893,282,136,1040,225,345,133,190,182,37,2583,10,3,17,24,50,19,0,5,3,134,36,33,24,44,116,41,19,19,8,336,22,26,10,8,34,9,6,12,3,134,21,35,17,30,48,21,15,14,30,228,1146,2283,1382,738,1312,512,341,320,128,8145
119011360,49,79,51,36,72,22,23,19,9,358,73,76,69,90,117,44,17,21,14,521,139,58,509,147,179,65,90,102,25,1307,5,4,7,13,33,12,5,6,0,86,27,12,14,12,62,17,13,17,0,180,3,21,4,7,27,13,4,5,0,93,9,20,19,25,18,17,14,9,15,140,581,1340,781,447,776,265,239,220,88,4741
119011361,36,63,42,34,57,26,20,15,3,295,65,68,71,112,96,44,25,30,4,528,90,40,467,143,135,74,115,109,24,1190,13,3,8,9,32,17,9,6,0,96,7,12,14,32,44,16,15,11,0,160,9,16,9,9,18,8,7,8,3,81,14,13,19,18,24,14,18,18,21,157,418,1137,731,489,653,306,251,269,91,4347
119011571,21,25,35,47,38,20,24,21,6,246,54,44,48,133,64,41,38,39,5,467,61,35,235,116,63,48,73,67,11,704,5,6,6,8,15,5,5,13,0,66,8,5,11,20,26,13,11,16,0,113,6,6,10,11,14,10,3,8,0,68,8,15,12,11,11,5,4,28,19,115,333,971,480,526,478,316,279,286,77,3726
119011572,20,28,40,48,40,24,35,17,3,250,37,45,52,88,78,35,28,36,9,403,44,29,245,113,81,28,71,74,16,700,3,4,6,12,10,10,6,8,0,62,12,4,17,23,14,8,19,25,0,123,3,12,15,7,17,11,6,6,3,84,3,9,6,11,11,14,19,25,15,116,265,811,483,449,436,242,257,270,75,3288
119021362,47,68,55,54,87,28,25,22,8,391,72,69,71,137,130,66,26,40,8,619,102,55,459,162,128,67,84,118,22,1207,3,10,3,9,27,16,8,11,7,88,19,13,7,30,59,28,19,16,7,203,9,14,15,10,27,8,8,7,0,110,17,18,22,19,33,15,11,29,27,194,534,1276,780,587,786,383,277,366,108,5103
119021363,94,86,104,95,112,71,48,64,9,680,110,85,154,182,112,102,70,88,14,918,112,91,512,227,170,111,94,146,29,1484,9,10,4,11,36,11,7,13,0,106,22,14,29,46,66,27,23,24,3,256,12,24,22,21,24,14,14,24,3,158,13,29,34,35,32,29,32,47,45,295,833,2148,1201,1109,1170,792,502,848,177,8780
119021364,113,157,60,66,118,57,16,12,4,606,125,154,93,125,168,68,24,28,17,785,194,101,643,132,178,96,103,118,32,1593,15,10,3,4,33,17,6,12,0,103,42,34,22,37,91,46,19,20,4,312,10,33,10,11,27,11,0,10,0,113,20,37,21,19,33,15,13,19,38,226,1199,2495,991,563,1067,452,243,283,139,7432
119021366,38,43,50,44,66,25,25,22,7,321,59,50,68,131,85,50,39,29,13,507,65,41,436,143,87,64,120,86,18,1051,7,8,10,14,19,13,3,12,4,87,17,9,17,31,29,17,20,20,0,159,15,22,4,13,5,10,8,7,3,87,13,24,21,19,27,22,16,29,27,187,404,902,727,559,560,328,359,298,96,4236
119021367,53,61,33,32,60,24,23,18,7,313,56,54,36,65,77,44,24,14,4,362,85,48,372,86,102,67,77,70,22,930,9,0,3,15,17,5,6,3,0,65,19,11,11,29,40,29,16,11,6,170,9,10,13,5,13,4,3,14,0,70,11,17,13,3,19,11,4,13,9,99,441,979,553,335,524,304,212,198,70,3608
119021573,15,25,39,31,23,21,50,21,3,227,26,32,43,78,43,37,42,22,13,341,31,27,156,97,38,32,72,62,12,527,4,0,4,15,8,4,0,16,0,62,12,10,9,25,13,7,12,18,0,111,6,13,13,12,9,5,16,8,4,82,4,12,12,6,14,10,21,26,32,133,279,767,455,505,377,332,498,372,117,3703
119021574,14,16,29,33,19,13,32,14,4,173,21,24,33,67,40,25,31,27,3,265,27,12,123,54,32,29,53,38,7,371,0,4,0,0,6,3,3,14,3,34,7,8,3,22,6,5,10,6,0,68,4,3,4,4,10,3,6,8,0,50,0,9,7,5,10,9,5,7,9,68,179,436,303,360,262,292,294,236,67,2430
119031368,68,92,65,67,65,56,34,46,5,504,73,70,100,114,109,79,22,54,9,628,62,46,336,116,92,67,59,64,15,860,3,3,3,3,14,12,4,6,0,50,15,10,11,23,34,23,15,13,7,155,10,17,27,12,22,17,9,19,6,140,14,15,22,11,25,23,4,40,31,187,794,2242,845,706,1063,695,290,486,156,7283
119031369,86,139,64,79,127,39,23,39,9,606,102,118,91,149,158,69,21,50,11,772,181,106,603,203,192,104,115,116,24,1648,12,3,4,22,30,20,7,13,3,112,31,25,24,39,92,34,19,18,3,283,27,18,14,18,36,12,8,7,3,136,15,27,19,14,32,17,15,19,17,176,1163,2858,1047,849,1311,597,284,433,140,8679
119031370,40,48,38,38,68,30,13,16,3,305,43,46,43,74,82,37,19,21,10,369,76,51,251,96,99,48,52,47,19,739,11,5,4,3,16,9,5,3,0,50,16,7,9,21,42,18,11,14,0,137,7,11,6,3,9,12,8,3,3,65,10,15,19,12,13,11,14,14,21,123,487,1224,487,389,619,278,170,190,87,3939
119031371,71,96,24,31,62,35,9,20,3,353,61,57,49,51,92,28,11,5,3,356,99,51,296,76,122,51,38,40,13,792,3,3,0,9,26,12,3,0,3,51,14,17,18,20,59,20,6,11,0,158,14,23,7,3,13,8,4,3,0,71,14,20,9,14,18,6,7,7,8,102,780,1830,486,307,713,271,98,118,63,4669
119031372,88,107,48,57,109,38,12,15,6,471,90,110,53,93,130,52,8,24,12,574,159,79,587,146,154,86,85,81,27,1403,9,6,4,17,28,10,9,7,0,85,27,21,18,34,72,24,15,18,3,230,18,34,10,7,31,8,3,3,0,104,21,30,17,17,33,13,6,14,20,156,877,1749,839,512,860,332,173,191,88,5628
119031373,20,37,27,23,32,21,21,14,3,204,36,35,37,60,41,30,19,17,4,283,36,24,168,71,59,50,44,56,6,514,0,3,0,11,11,7,6,3,3,48,4,13,13,21,24,8,9,12,0,104,3,10,8,4,11,8,4,3,0,49,3,11,12,18,11,3,10,17,14,92,260,798,337,299,412,247,177,207,55,2786
119031374,104,135,73,62,108,71,25,45,3,629,130,94,79,129,139,72,26,57,15,730,150,57,458,140,128,97,71,67,13,1191,16,4,7,12,18,20,4,14,0,93,33,21,17,32,64,32,10,11,8,233,27,32,11,5,28,15,8,12,3,129,24,31,13,22,29,18,10,17,30,192,1225,2646,876,707,1129,628,235,444,132,8023
119041375,78,108,69,64,82,45,20,32,7,500,111,117,109,120,138,84,32,35,15,763,107,89,421,123,117,77,85,84,22,1117,6,7,5,12,25,14,7,7,0,73,23,13,21,32,44,20,13,15,0,188,26,33,11,10,13,13,11,26,0,143,9,25,18,15,19,11,10,25,31,173,1048,2564,898,721,1077,594,298,596,138,7939
119041376,101,128,75,86,107,54,41,44,11,649,109,121,112,132,150,101,35,63,11,829,145,77,567,190,169,92,125,116,27,1516,15,8,3,14,34,22,4,13,0,116,25,25,26,42,76,33,26,35,3,285,18,25,23,15,34,9,14,13,0,157,25,29,28,28,32,13,22,34,30,239,935,2444,1087,892,1098,631,390,545,150,8185
119041377,42,74,47,33,69,32,8,14,8,334,62,82,49,43,105,35,10,19,10,409,90,33,313,81,109,48,61,63,13,812,11,6,6,8,18,12,3,7,0,66,13,17,9,22,49,14,3,12,0,139,7,14,6,3,15,7,7,5,0,65,11,18,9,9,13,5,6,14,12,97,531,1327,503,282,645,242,134,181,72,3922
119041378,33,49,30,39,47,28,16,30,3,273,29,54,57,85,50,43,25,40,5,386,45,34,169,88,75,44,47,57,10,570,6,4,3,4,12,4,3,8,0,43,16,7,12,16,40,8,0,12,0,113,3,31,7,8,9,6,4,10,0,88,5,17,7,11,17,4,3,14,8,89,387,1559,464,487,534,296,180,341,63,4304
119041379,74,88,47,57,82,41,20,17,7,430,77,82,83,93,124,67,26,34,3,594,115,39,366,102,123,55,81,85,25,982,3,3,8,11,16,11,6,9,0,66,21,17,15,25,49,27,7,10,0,171,18,27,14,6,21,7,8,4,3,106,12,17,13,10,14,15,6,23,18,131,726,1729,698,536,820,460,224,334,96,5616
119041380,73,67,47,50,77,42,21,10,6,391,95,76,49,81,89,60,26,19,8,498,101,50,356,99,132,64,81,77,20,980,4,3,0,14,27,16,5,4,0,68,19,18,14,25,58,24,17,18,3,184,13,22,14,10,20,11,4,15,4,106,10,13,20,17,21,13,23,11,25,148,676,1258,579,416,684,374,204,223,92,4501
119041381,54,70,72,60,84,53,31,47,10,476,74,74,126,147,89,83,39,69,10,712,79,48,380,119,138,64,98,97,24,1040,10,3,8,13,13,13,12,14,0,82,15,16,14,16,41,16,14,40,0,173,15,21,11,17,19,14,13,37,0,158,14,8,28,19,14,21,18,52,34,200,752,1814,928,803,897,602,344,799,139,7090
119041382,97,106,38,39,90,62,21,14,5,466,104,85,60,94,117,54,6,15,7,548,162,72,468,115,166,95,72,94,19,1253,15,4,3,18,34,14,0,8,0,98,26,21,12,39,89,41,16,11,3,260,15,18,4,8,28,14,6,6,3,101,31,27,20,11,33,17,13,20,22,194,860,1483,672,423,833,396,173,197,81,5128
120011383,138,180,34,44,116,64,17,18,12,611,159,120,61,82,153,68,18,16,11,692,222,106,484,116,187,118,57,91,19,1408,13,13,4,9,28,16,0,5,0,87,54,25,16,30,87,43,7,19,3,292,30,32,7,9,43,16,4,0,5,155,37,35,10,6,28,10,7,13,27,172,1627,3011,740,448,1143,534,151,221,133,8010
120011384,105,94,57,52,75,48,13,16,16,478,119,116,98,106,136,76,19,46,6,732,109,78,357,111,122,65,38,60,19,965,7,9,6,17,22,10,0,8,3,73,36,19,24,25,39,18,0,14,0,176,20,37,9,10,17,16,6,12,0,132,10,25,10,17,21,15,10,11,32,151,1583,4149,853,643,1384,715,166,291,177,9956
120011385,119,161,25,53,102,56,4,4,3,525,148,137,40,80,113,65,3,10,9,603,186,77,383,86,109,86,38,54,17,1027,8,4,7,8,32,10,4,3,0,83,23,27,16,22,66,31,11,13,6,209,26,39,3,10,18,8,0,3,3,117,24,21,11,17,25,17,3,5,11,134,1719,3028,596,449,888,475,78,142,109,7479
120011386,160,144,47,58,119,46,10,14,10,607,152,133,76,84,141,73,7,17,8,696,186,109,438,121,149,106,63,86,22,1284,13,12,5,4,23,16,0,11,0,89,51,41,20,23,89,37,11,9,3,287,30,43,6,4,34,13,3,5,3,150,25,30,21,10,33,18,9,10,15,166,1714,3017,732,496,1046,519,122,189,131,7967
120021387,112,145,23,26,58,31,3,6,3,411,89,130,39,43,81,35,5,7,3,419,102,73,171,52,64,36,12,22,12,536,5,9,0,4,12,0,0,0,0,33,30,23,7,11,29,26,0,4,4,127,15,31,3,3,6,5,0,0,0,66,17,29,4,15,10,7,0,3,6,91,1756,3364,331,310,682,325,35,66,92,6963
120021388,136,247,41,55,92,42,13,19,13,659,169,210,75,121,151,66,5,34,7,842,179,138,422,156,153,87,54,62,8,1261,12,22,5,12,20,15,5,6,0,97,31,51,10,37,54,23,6,10,4,230,23,54,10,8,18,8,0,3,3,130,28,38,10,7,23,16,10,14,36,175,2325,5482,784,712,1285,571,129,216,172,11675
120021389,85,112,28,33,54,25,0,10,3,352,104,120,39,59,73,40,3,9,9,451,109,53,254,66,66,55,23,31,14,673,7,8,0,4,7,3,0,0,0,26,25,20,15,13,25,17,4,4,3,127,18,29,8,9,10,5,0,0,0,80,14,24,3,4,14,7,0,3,12,89,1561,2710,431,331,648,291,49,90,110,6208
120031390,74,120,80,73,79,49,33,43,9,564,101,115,118,148,120,77,27,67,14,789,98,81,372,151,121,71,67,77,21,1055,9,5,3,8,22,12,7,10,0,69,15,32,24,27,44,30,17,18,3,208,16,41,16,14,37,18,5,17,6,159,19,24,22,34,14,7,8,41,30,201,1083,3617,963,974,1241,618,292,601,166,9560
120031391,71,114,66,65,81,61,20,42,12,518,84,99,102,132,109,77,18,49,17,678,94,63,314,123,89,59,34,75,15,866,3,6,3,18,20,12,7,6,3,79,20,11,16,30,42,20,10,11,3,170,24,28,16,19,21,20,3,17,3,145,17,24,17,23,13,19,12,19,21,170,1087,3144,764,759,1097,676,194,436,177,8324
120031392,44,81,28,34,49,16,3,9,8,273,44,64,46,50,71,27,4,28,0,351,60,41,246,84,83,50,32,56,8,673,3,3,4,10,10,4,3,5,0,39,18,15,10,15,26,12,8,17,3,115,6,21,4,4,0,8,0,8,0,48,6,16,10,3,11,6,3,11,8,71,591,1454,441,344,543,228,88,204,48,3938
120031393,55,83,33,49,82,25,22,15,6,366,102,93,63,85,128,48,17,23,8,574,124,63,453,126,139,77,66,104,15,1162,8,7,4,11,19,14,3,9,3,79,28,18,15,25,63,36,9,9,0,210,10,13,7,4,31,15,4,0,0,87,13,19,16,21,33,14,8,18,19,154,795,2075,733,499,854,394,172,247,88,5866
120031394,78,115,57,48,64,33,11,20,8,424,100,149,63,84,105,60,10,18,11,588,103,95,333,127,144,82,50,51,19,1001,7,10,4,15,24,12,4,8,0,91,26,21,17,25,27,17,8,15,0,150,11,28,3,9,13,7,3,4,0,80,18,32,18,9,16,11,8,8,24,141,1177,3077,649,560,930,385,131,215,92,7220
120031395,69,91,34,33,59,23,11,6,8,338,72,83,54,60,97,33,9,18,0,418,85,58,238,64,85,50,32,38,15,657,8,6,5,7,6,4,3,4,3,48,16,24,14,17,38,12,3,6,0,131,7,17,3,5,14,10,0,5,3,60,11,22,11,3,9,13,8,11,11,96,935,2507,462,372,677,266,81,147,84,5525
120031396,49,41,59,41,53,33,31,37,12,350,51,71,75,87,71,47,27,55,8,492,58,43,211,93,57,41,31,52,6,592,4,3,5,12,9,3,0,6,0,47,8,11,9,19,13,15,7,10,4,95,17,27,18,3,13,17,6,10,7,115,3,13,9,18,8,10,8,16,20,106,661,2249,620,559,801,484,242,394,132,6135
120031575,77,100,76,47,85,56,13,29,13,489,95,80,125,109,101,60,10,56,8,643,82,38,258,99,73,54,28,55,21,718,3,0,3,5,13,12,5,3,3,64,18,13,22,28,37,25,14,9,0,166,27,81,24,19,22,22,3,11,6,221,17,35,23,20,23,15,3,21,31,191,1100,3952,848,678,1148,707,193,532,206,9363
120031576,9,27,7,16,21,3,3,10,0,92,19,20,6,13,23,10,7,3,0,98,23,7,83,27,20,18,21,14,6,211,0,4,3,0,9,3,0,3,0,25,3,0,5,3,13,7,3,0,0,36,0,9,0,5,3,4,0,3,0,22,3,3,3,3,3,3,7,4,3,32,180,481,136,91,196,72,61,46,17,1277
121011398,100,137,78,52,76,55,8,30,10,543,104,137,94,113,104,75,12,41,13,690,81,54,252,91,76,70,26,53,13,721,13,8,5,5,22,11,0,3,0,70,19,20,16,28,39,20,4,6,3,163,25,55,13,18,19,20,8,3,9,169,18,36,11,6,26,14,3,14,29,148,1868,4945,750,653,1277,700,129,299,201,10824
121011399,107,153,49,57,92,43,12,20,10,540,105,145,73,108,106,69,21,28,13,667,102,94,278,104,92,83,25,41,11,834,6,12,5,10,10,6,0,4,0,53,29,28,14,25,44,18,7,4,0,176,21,51,6,13,11,8,0,0,0,123,19,32,6,7,17,10,0,7,18,128,1649,4218,679,600,1080,545,124,216,152,9253
121011400,146,214,46,58,120,62,3,8,12,673,123,148,50,61,143,55,8,13,7,603,160,85,260,91,113,81,24,50,12,870,10,10,7,8,28,10,0,8,0,74,38,45,10,34,44,35,3,7,3,215,22,66,7,3,32,7,4,4,3,150,29,32,6,9,27,13,0,4,26,144,2366,5405,572,561,1324,605,90,153,180,11252
121011401,66,90,15,21,50,21,3,9,0,271,58,96,27,33,61,23,3,5,3,315,72,46,108,58,43,27,11,18,3,384,4,5,3,3,4,6,0,0,0,23,14,23,0,10,16,15,4,3,0,82,13,22,3,8,12,0,0,3,0,67,9,17,6,3,6,3,3,3,10,56,1135,2681,251,267,561,272,34,72,73,5351
121011402,158,176,26,38,131,74,18,12,11,648,136,140,52,77,110,73,6,8,3,605,130,81,239,71,99,59,27,27,12,745,13,11,4,10,26,11,0,4,3,75,47,31,14,27,70,29,4,6,6,231,26,44,12,7,12,7,3,3,0,119,25,44,8,18,17,6,0,5,13,136,2365,4268,485,463,1114,527,73,140,162,9610
121021403,107,165,50,81,135,34,15,19,3,607,117,141,68,111,142,56,11,19,11,672,211,130,631,175,171,92,75,108,21,1610,11,9,9,16,41,11,6,5,0,109,33,27,16,40,77,17,13,18,3,250,25,38,14,8,31,7,0,0,0,116,20,22,6,16,22,12,5,3,13,128,1121,2675,927,644,975,345,162,250,92,7187
121021404,53,114,42,39,79,17,3,8,6,359,70,97,57,64,107,34,3,19,3,455,153,97,443,124,165,55,50,74,16,1186,8,4,8,4,22,9,0,5,0,65,25,14,16,17,58,14,8,12,0,173,11,14,0,3,17,6,3,0,0,55,4,25,3,14,28,13,3,7,15,118,749,1556,645,400,685,225,86,162,55,4560
121021406,89,153,39,62,89,28,9,19,7,492,82,110,49,72,107,41,5,23,5,490,123,80,310,85,114,53,28,58,10,857,9,13,10,12,22,7,4,6,0,79,32,28,19,27,70,18,7,10,0,218,16,30,8,3,26,6,0,0,0,91,19,25,15,13,17,12,3,10,11,120,1256,2988,597,470,952,328,97,182,86,6948
121021577,35,63,38,47,36,21,8,20,0,279,50,70,60,85,65,53,13,23,3,417,51,47,154,92,55,40,27,41,6,526,0,0,7,3,7,8,3,3,0,29,9,10,9,24,21,13,3,10,3,102,10,24,3,3,13,3,0,0,3,75,10,17,8,11,6,5,9,9,10,85,536,1970,493,500,572,336,103,229,60,4815
121021578,46,89,35,35,49,23,3,19,3,298,54,81,33,50,60,41,7,13,4,342,77,56,232,75,79,34,22,37,7,615,4,3,7,3,11,3,0,6,0,38,17,14,7,16,27,9,6,17,0,99,5,12,4,7,14,6,0,3,0,48,3,14,4,6,10,3,0,6,9,61,588,1623,417,339,540,216,67,156,43,3977
121021579,27,78,20,28,25,16,11,8,0,216,22,47,34,42,54,25,4,11,0,240,28,35,117,55,47,13,14,25,4,342,5,8,4,0,7,0,4,0,0,25,7,4,7,8,20,10,4,6,0,64,4,26,0,0,12,3,3,3,0,57,3,13,4,7,13,4,0,3,9,53,480,1711,306,282,486,195,71,125,53,3716
121031407,102,103,29,28,92,32,4,6,7,411,64,85,22,55,78,43,4,12,5,365,68,40,127,50,59,31,12,13,10,413,14,15,4,3,8,3,0,0,3,47,19,24,10,14,33,27,3,10,0,144,32,36,9,3,32,12,0,5,3,126,23,29,10,6,19,9,0,5,23,125,1757,3629,359,338,995,447,63,116,151,7853
121031408,113,143,33,45,98,53,11,13,9,518,84,92,32,48,98,54,4,16,12,447,76,63,154,62,50,55,20,36,11,528,6,9,3,3,14,3,0,0,3,38,37,21,14,14,45,26,4,4,3,165,16,52,7,5,24,15,0,0,6,125,17,29,7,16,14,10,3,3,15,112,1945,4167,416,394,1071,514,63,113,164,8848
121031409,101,108,27,24,66,29,3,8,6,379,86,69,27,37,69,32,7,16,3,334,78,44,127,41,50,31,15,23,6,421,0,3,3,9,13,3,0,0,0,32,21,22,7,12,42,14,3,5,0,138,26,28,6,4,13,4,3,0,4,85,4,25,7,9,16,0,0,4,10,83,1482,2991,304,284,724,298,47,99,105,6328
121031410,156,164,30,43,104,64,7,13,11,590,117,119,27,45,103,48,6,10,4,474,117,45,206,52,68,39,27,33,12,595,8,5,4,3,13,11,0,3,0,42,30,34,9,25,56,25,6,6,3,193,29,42,3,13,24,5,3,3,0,128,26,51,13,8,16,7,0,3,17,148,1889,3203,406,363,938,452,66,108,122,7555
121031411,103,145,30,43,104,39,5,9,4,481,100,90,23,65,77,27,3,6,8,395,103,67,180,60,63,42,13,29,4,569,4,5,4,3,4,4,0,3,0,28,29,25,8,26,36,24,10,13,3,176,17,43,9,3,13,5,0,7,4,91,10,23,6,7,17,6,0,3,11,92,1620,3067,359,377,826,318,55,124,119,6859
121031412,95,157,22,39,76,23,3,12,10,443,78,85,26,42,87,28,5,7,3,361,91,46,172,64,58,45,19,30,8,532,9,4,3,7,16,9,3,3,0,55,24,33,7,24,45,26,5,0,0,167,10,39,3,7,32,8,0,5,0,115,18,45,3,10,14,11,3,3,14,120,1445,3065,351,356,863,295,63,108,120,6670
121041413,152,191,32,48,112,43,7,14,10,601,139,155,39,59,115,55,12,17,9,595,104,78,243,55,98,52,20,21,12,683,10,11,4,3,19,3,3,3,0,56,43,31,5,17,57,17,3,7,7,184,17,28,11,7,23,9,3,3,7,109,27,30,9,8,23,13,4,4,19,133,2149,4089,499,444,1074,503,70,132,139,9098
121041414,118,186,33,55,87,47,4,4,8,529,132,177,53,60,116,43,4,8,9,606,120,77,194,70,82,65,14,27,13,658,12,3,3,7,17,7,0,3,0,56,31,39,8,11,39,13,4,6,0,154,23,44,11,4,24,10,0,3,0,126,15,38,9,10,33,13,0,4,21,137,1921,4766,483,469,1083,469,48,109,147,9502
121041415,178,246,34,74,128,79,8,15,10,757,155,173,44,90,124,58,7,18,8,670,141,77,232,93,85,72,21,31,15,774,13,11,6,13,15,5,0,4,0,74,39,36,13,24,51,37,4,4,6,207,41,74,6,11,29,15,3,7,0,185,26,57,4,13,33,9,0,10,24,177,2901,5108,504,572,1240,689,62,131,238,11449
121041416,136,152,42,41,97,44,3,16,8,523,114,139,40,73,102,54,9,13,8,556,97,74,180,65,81,49,14,33,10,609,10,3,0,5,15,5,0,0,0,43,27,35,12,24,53,20,9,9,4,184,28,56,8,6,23,9,0,4,0,142,23,43,8,8,16,5,0,0,14,125,1941,4282,455,454,1037,486,69,127,143,8991
121041417,82,98,18,11,47,27,4,4,3,289,60,86,26,24,48,23,3,7,3,282,68,42,78,40,37,28,4,9,7,306,3,4,0,5,14,7,0,3,0,31,17,16,10,9,19,16,4,0,0,85,13,39,4,3,14,3,5,0,0,83,13,22,3,5,7,8,0,5,14,73,1297,2702,234,224,602,258,20,59,97,5499
122011418,158,178,26,57,122,48,6,16,12,619,116,93,55,61,117,53,3,10,13,529,141,62,312,86,94,79,33,45,18,874,10,10,4,4,13,8,0,3,0,61,45,38,23,21,61,32,6,7,3,233,21,30,3,6,32,13,0,0,4,110,17,42,5,12,17,13,0,0,15,132,2006,3187,513,456,918,461,79,130,132,7885
122011419,159,207,30,65,82,51,4,9,16,620,143,163,87,116,102,69,13,14,11,707,158,89,355,103,99,74,28,41,10,964,13,7,3,8,13,11,0,3,0,59,23,44,5,31,49,29,5,5,4,197,25,48,13,16,37,12,0,4,3,155,15,48,9,17,28,15,0,6,30,159,2293,4425,687,690,971,608,95,182,171,10120
122021420,99,152,41,41,86,37,0,13,3,472,71,82,34,46,67,41,6,8,8,356,184,83,393,78,79,51,15,51,25,962,12,5,3,3,15,4,0,3,3,53,27,19,8,23,49,29,3,7,5,171,11,18,7,4,17,7,0,3,4,69,19,23,9,10,18,13,4,6,12,116,939,1575,570,323,521,276,43,117,90,4454
122021421,92,115,22,26,56,22,3,3,7,338,70,77,31,48,78,21,0,12,5,339,159,64,358,61,82,39,35,58,14,861,9,6,7,12,13,7,4,0,0,49,22,20,11,18,38,18,10,8,4,150,12,14,4,8,9,0,3,0,0,57,14,21,7,10,25,5,3,3,8,108,824,1251,466,264,444,194,78,107,62,3698
122021422,106,169,45,53,73,44,7,16,12,524,97,107,51,82,90,51,6,14,5,501,210,75,467,102,113,87,24,62,23,1146,11,8,10,11,39,10,0,0,0,79,27,31,13,26,58,35,7,7,4,207,14,15,4,4,14,7,0,0,3,59,10,21,13,15,21,5,3,4,14,113,1075,1746,664,413,623,344,67,144,95,5167
122021423,155,255,66,98,167,58,17,25,9,853,161,151,73,158,186,89,15,27,15,866,364,129,962,212,251,158,121,144,29,2371,11,12,15,8,39,24,3,10,0,122,58,50,17,48,98,48,11,12,4,351,33,27,12,9,35,7,3,5,3,137,30,43,13,27,43,27,5,18,27,236,1665,2635,1270,790,1160,580,220,294,143,8756
122031424,106,109,41,37,78,35,11,9,4,432,93,83,47,82,96,35,3,17,3,467,145,74,500,126,133,92,63,105,18,1245,15,10,10,11,20,7,6,10,0,83,22,26,22,32,55,17,6,9,0,189,8,16,5,9,13,7,3,9,3,70,27,15,16,16,31,14,14,11,8,150,843,1400,713,431,629,309,120,202,59,4705
122031425,62,80,18,40,46,20,8,8,3,287,45,55,24,45,70,19,3,3,0,266,120,41,313,75,74,53,34,34,6,755,0,3,5,7,24,5,0,0,0,42,10,6,9,14,22,18,3,3,0,96,3,12,3,3,10,3,3,5,3,42,12,16,10,9,6,4,5,6,7,78,472,788,409,234,362,169,74,79,32,2629
122031426,143,212,93,118,135,88,17,37,4,856,172,186,135,211,185,97,43,49,19,1094,284,142,907,304,188,164,118,158,28,2289,12,13,14,28,29,26,7,29,3,165,55,38,31,48,88,45,11,13,6,333,18,34,20,16,19,20,11,9,6,157,15,25,20,43,34,30,18,36,25,236,1695,2950,1459,1203,1195,782,318,523,152,10282
