POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2797,67,0,0,0,0,67,68,0,0,0,0,68,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,160,0,0,0,0,158
POA2798,264,0,0,3,0,263,293,0,0,0,3,299,51,0,4,0,0,57,0,0,0,0,0,0,44,0,0,0,0,45,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,105,0,4,0,0,110,9,0,0,0,0,9,17,0,0,0,0,17,686,0,4,10,3,705
POA2799,519,3,0,4,0,525,484,4,0,0,0,492,190,11,39,0,0,242,38,0,4,0,0,40,85,0,0,3,0,96,0,0,0,0,0,0,8,0,0,3,0,16,9,0,0,0,0,9,335,17,45,11,0,407,8,0,0,0,0,7,52,0,3,3,26,81,1392,24,52,18,29,1508
POA2800,4769,226,60,14,14,5088,5294,97,35,3,14,5444,2251,651,266,4,13,3185,492,212,104,0,0,804,692,82,36,0,6,816,32,37,13,0,11,92,80,3,6,5,9,105,56,15,3,0,3,79,3602,1004,418,10,48,5079,45,19,7,3,7,81,357,61,28,9,57,510,14067,1405,548,40,142,16202
POA2803,63,0,0,0,0,66,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,110,0,0,0,0,108
POA2804,462,4,0,3,0,469,286,0,0,0,0,291,66,0,13,3,0,82,20,0,0,0,0,20,73,3,5,3,0,83,6,0,0,0,0,6,26,0,0,0,0,29,12,0,3,3,0,17,200,3,22,8,0,236,8,0,0,0,0,12,31,0,3,0,0,38,992,9,28,15,0,1043
POA2805,76,0,0,0,3,80,47,0,0,0,0,47,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,20,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,8,152,0,0,0,4,161
POA2806,148,0,0,3,0,149,84,0,0,0,0,87,9,0,0,0,0,9,0,0,0,0,0,0,28,0,0,3,0,25,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,49,3,0,3,0,54,5,0,0,0,0,5,7,0,0,0,0,7,298,3,0,9,0,310
POA2807,28,62,0,0,12,92,21,21,0,0,4,43,0,3,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,0,0,4,3,13,0,0,0,20,0,0,0,0,0,7,0,3,0,0,3,8,54,99,0,0,17,171
POA2808,43,0,0,0,0,47,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,6,0,83
POA2809,31,8,0,0,3,43,21,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,59,10,0,0,3,76
POA2810,619,4,0,6,3,635,310,0,0,0,0,315,57,20,5,0,0,85,14,0,0,0,0,14,82,3,0,3,0,87,34,3,0,0,0,36,21,0,0,0,0,18,18,0,0,0,0,23,222,29,5,3,0,261,17,0,0,0,0,14,43,3,0,0,0,47,1218,41,8,10,4,1273
POA2817,58,0,0,0,0,58,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,20,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,4,114,0,0,0,0,114
POA2818,123,0,0,0,0,123,123,0,0,0,0,124,10,0,0,0,0,10,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,3,291,0,0,0,0,291
POA2820,863,8,0,93,8,973,560,0,0,68,3,634,257,26,8,28,0,315,78,11,0,0,0,90,130,4,0,23,3,159,41,17,10,0,0,66,19,5,3,9,3,39,19,3,3,0,0,23,541,64,30,54,10,697,12,0,0,4,0,19,74,3,3,16,0,100,2058,81,39,234,19,2427
POA2821,617,3,3,0,7,633,521,4,0,0,4,529,167,14,23,0,7,205,60,3,3,0,0,68,116,0,6,0,3,123,3,0,13,0,0,22,29,0,7,0,0,34,21,0,0,0,0,24,396,17,51,5,7,478,14,0,3,0,0,16,52,0,3,0,0,55,1604,22,61,6,20,1713
POA2822,72,0,0,0,0,71,66,0,0,0,0,67,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,155
POA2823,223,0,0,0,0,225,117,0,0,0,3,118,20,3,5,0,0,30,13,0,4,0,0,17,40,0,4,0,0,46,4,0,7,0,0,8,32,0,5,0,0,37,9,0,0,0,0,9,119,3,27,0,0,154,4,0,0,0,0,4,17,0,0,6,3,26,482,11,25,6,8,527
POA2824,325,0,6,3,0,338,186,0,0,0,0,184,27,3,6,0,0,40,32,0,0,0,0,32,90,0,5,0,0,97,19,0,13,0,3,30,45,0,5,0,0,54,14,0,0,0,0,14,223,6,28,3,3,265,11,0,0,0,0,11,22,0,5,0,0,33,771,6,39,4,6,828
POA2825,338,3,0,5,0,347,189,0,0,0,0,189,43,3,0,0,0,51,42,0,4,0,0,52,79,4,4,4,3,93,12,4,3,0,0,16,40,17,7,3,0,66,14,0,0,0,0,20,234,26,20,9,3,294,3,0,0,0,0,3,33,0,0,3,0,37,799,31,28,12,7,876
POA2826,42,0,0,0,4,42,12,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,5,70
POA2827,557,0,0,0,3,570,330,0,0,0,3,331,114,0,37,0,0,152,54,0,0,0,0,54,123,0,4,0,0,123,16,0,0,0,0,16,26,0,0,0,0,30,30,0,0,0,0,30,360,0,39,4,3,414,25,0,0,0,0,22,51,0,0,0,0,56,1322,4,43,9,8,1389
POA2828,122,3,0,0,6,130,50,0,0,0,0,50,7,0,3,0,0,6,21,0,0,0,0,18,33,0,0,0,0,31,6,0,0,0,0,6,18,0,0,0,0,15,6,0,0,0,0,9,87,7,3,0,0,92,10,0,0,0,0,10,10,0,0,0,0,16,276,5,4,4,5,293
POA2829,404,0,8,4,0,419,250,0,0,3,0,254,43,0,5,0,0,48,57,0,3,0,0,60,100,0,16,0,0,117,21,0,3,0,0,21,40,0,13,0,0,54,18,0,3,0,0,21,277,3,39,4,0,326,14,0,0,0,0,13,48,0,3,0,3,50,993,3,57,10,5,1067
POA2830,3831,139,166,28,12,4175,4737,92,51,23,8,4908,1721,487,522,18,12,2761,399,93,185,3,3,676,729,69,50,7,8,863,43,26,20,0,0,90,71,10,5,14,6,105,54,5,9,0,3,71,3017,690,789,36,28,4568,48,20,109,0,5,183,294,24,62,4,4,386,11925,965,1172,95,63,14219
POA2831,266,0,0,3,3,271,224,0,0,0,0,224,15,0,0,0,0,15,0,0,0,0,0,0,55,0,0,0,0,60,0,0,0,0,0,0,22,0,0,0,0,22,16,0,0,0,0,16,114,0,0,0,0,116,10,0,0,0,0,10,25,0,0,0,0,30,635,0,0,6,9,649
POA2832,190,0,3,51,8,252,113,0,0,0,3,114,29,0,3,0,0,36,87,0,6,0,10,110,57,0,10,7,5,72,58,0,0,0,3,63,67,0,12,3,0,86,18,0,3,3,3,22,310,0,31,7,26,382,12,0,0,14,0,30,41,0,0,15,0,58,667,0,41,96,35,834
POA2833,73,0,0,0,0,77,27,0,0,0,0,31,6,0,0,0,0,4,14,0,3,0,0,21,14,0,0,0,0,14,35,0,3,0,0,37,18,0,3,0,0,23,9,0,0,0,0,9,99,0,5,0,0,110,4,0,0,0,0,4,5,0,0,0,0,11,210,0,13,0,0,223
POA2834,374,0,3,60,18,453,89,0,0,7,9,108,46,0,14,3,4,67,38,0,7,0,0,52,81,0,6,5,0,97,36,0,8,0,3,52,34,0,18,0,8,57,23,0,4,3,0,27,258,0,64,11,16,348,25,0,0,0,0,31,57,0,3,11,10,77,803,3,70,91,44,1008
POA2835,447,0,3,13,0,463,376,0,0,4,0,378,151,7,41,0,0,197,62,3,4,0,0,68,63,0,6,3,0,76,13,0,14,0,0,27,147,8,29,0,0,184,12,0,4,0,0,19,442,25,90,7,3,571,5,0,0,0,0,11,60,0,3,0,0,61,1332,22,99,28,0,1481
POA2836,89,0,0,0,3,93,19,0,0,0,0,18,0,0,0,0,0,0,36,0,0,0,0,36,12,0,0,0,0,20,30,0,0,0,0,31,22,5,3,3,0,33,12,0,0,0,0,11,121,5,4,7,0,136,14,0,0,0,0,19,9,0,0,3,0,7,248,8,3,7,4,279
POA2838,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,44,0,0,0,0,44,12,0,0,0,0,12,3,0,0,0,0,3,61,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,93
POA2839,112,0,0,3,0,115,37,0,0,0,0,36,5,0,0,0,0,5,47,0,10,0,0,59,32,0,0,0,0,36,87,0,11,0,0,99,35,0,9,0,0,43,7,0,0,0,0,10,217,5,38,0,0,258,3,0,0,0,0,3,24,0,3,3,0,31,394,5,36,4,4,444
POA2840,231,0,0,10,5,245,186,0,0,3,4,195,30,3,4,0,0,37,60,9,7,0,0,73,69,0,0,0,0,76,32,0,4,0,0,34,77,7,11,3,0,97,14,0,0,0,0,14,289,14,28,4,8,346,17,0,0,0,0,19,33,0,0,3,3,43,762,16,34,23,18,850
POA2842,119,0,0,0,0,122,68,0,0,0,0,68,13,0,0,0,0,13,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,3,35,0,0,0,3,41,3,0,0,0,0,3,8,0,0,0,0,14,242,0,0,0,3,253
POA2843,187,0,0,0,7,192,110,0,0,0,0,110,28,0,0,0,0,25,3,0,0,0,0,3,42,0,4,0,0,51,0,0,0,0,0,0,36,0,0,7,3,41,11,0,0,0,0,11,120,0,9,7,3,135,3,0,0,0,0,5,8,0,0,0,0,12,422,0,10,9,14,449
POA2844,239,0,0,0,3,243,99,0,0,0,0,99,38,0,6,0,0,48,4,0,0,0,0,8,52,0,0,0,0,51,0,0,0,0,0,0,16,0,0,0,0,17,12,0,0,0,0,13,119,0,8,0,5,132,11,0,0,0,0,11,9,0,0,0,0,14,478,0,12,0,6,499
POA2845,141,4,0,86,0,233,152,4,0,80,4,241,48,13,0,9,0,68,59,0,0,0,0,59,21,0,5,12,3,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,6,129,11,5,19,3,171,0,0,0,0,0,0,16,0,0,9,0,21,440,22,5,197,3,671
POA2846,61,0,0,4,0,68,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,102,0,0,4,0,109
POA2847,350,3,0,47,19,413,250,0,0,34,13,296,40,0,0,7,0,49,11,0,0,0,0,11,38,0,0,8,3,46,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,104,0,0,8,3,119,9,0,0,0,0,9,21,0,0,7,0,33,732,6,0,91,34,870
POA2848,314,0,3,3,7,330,133,0,0,0,3,137,108,9,14,0,0,129,18,0,0,0,0,18,37,0,0,0,0,34,8,0,0,0,0,8,6,0,0,0,0,7,3,0,0,0,0,7,173,11,14,3,0,200,3,0,0,0,0,5,24,0,0,0,0,25,650,11,23,7,12,695
POA2849,312,0,0,0,3,318,126,0,0,3,0,132,67,0,0,0,0,72,0,0,0,0,0,0,26,0,0,0,3,31,0,0,0,0,0,0,17,0,0,0,3,18,15,0,0,0,0,15,131,0,0,0,4,137,5,0,0,0,0,5,16,0,0,0,0,16,592,0,5,5,13,611
POA2850,2107,43,51,38,15,2260,1993,26,13,10,12,2050,823,133,70,4,0,1031,146,28,28,0,0,205,339,19,19,0,3,386,9,6,10,0,0,26,54,3,0,10,0,68,55,3,0,3,3,65,1438,194,118,25,9,1782,42,3,0,6,0,45,149,22,11,17,4,205,5729,293,190,90,41,6341
POA2852,466,0,0,15,7,485,383,0,0,3,0,387,131,23,3,3,0,164,11,12,0,0,0,20,84,0,0,0,0,87,3,0,0,0,0,4,15,3,0,0,0,16,13,0,0,0,0,13,254,36,3,6,0,306,3,0,0,0,0,4,44,3,0,3,4,57,1153,44,3,28,16,1238
POA2864,139,0,0,0,0,136,102,0,0,0,0,102,7,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,39,0,0,0,0,41,0,0,0,0,0,0,10,0,0,0,0,10,287,0,0,0,0,287
POA2865,135,0,0,0,0,137,105,0,0,0,0,105,9,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,0,30,0,0,6,0,0,11,5,0,0,0,0,6,6,0,0,0,0,6,46,0,12,0,0,59,0,0,0,0,0,0,14,0,0,0,0,14,298,0,13,3,0,310
POA2866,405,0,3,9,0,419,337,0,4,11,4,349,107,6,9,4,0,125,0,3,0,0,0,5,76,0,0,0,0,79,0,3,9,0,0,10,10,0,0,0,0,15,6,0,0,0,0,7,212,11,21,4,0,249,8,0,9,0,0,24,32,5,4,0,0,42,996,19,38,20,12,1075
POA2867,104,0,0,0,0,103,60,0,0,0,0,59,6,0,0,0,0,10,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,18,8,0,0,0,0,8,50,0,0,0,0,49,4,0,0,0,0,4,5,0,0,0,0,5,216,0,0,0,0,221
POA2868,116,0,0,0,0,122,47,0,0,0,0,47,10,0,0,0,0,10,0,0,0,0,0,0,26,0,0,0,0,26,7,0,0,0,0,7,10,0,0,0,0,10,14,0,0,0,0,14,64,0,0,0,0,64,5,0,0,0,0,5,6,0,0,0,0,6,239,0,0,0,0,240
POA2869,265,0,0,9,3,270,114,0,0,0,0,115,14,0,6,0,0,17,13,0,0,0,0,13,56,0,0,0,0,59,17,3,0,0,0,26,15,0,0,5,0,19,12,0,0,0,0,15,134,8,6,7,0,148,6,0,0,0,0,6,24,0,0,3,0,26,536,5,6,15,3,565
POA2870,1424,27,24,8,12,1496,1309,7,5,0,3,1333,408,58,133,6,3,602,138,14,45,0,0,197,341,11,24,0,7,387,10,5,16,0,3,33,34,3,7,7,3,58,26,0,0,0,3,34,959,101,218,12,16,1314,20,0,9,0,5,35,123,4,14,0,4,146,3834,138,278,29,36,4314
POA2871,1233,25,6,23,8,1291,1006,5,3,14,3,1026,262,66,75,0,0,405,116,5,15,0,0,138,232,10,17,3,0,262,11,0,7,0,0,15,65,0,5,8,3,90,34,0,0,0,0,34,727,83,118,17,5,946,19,0,0,0,0,21,97,4,11,5,0,121,3082,115,141,61,15,3412
POA2873,109,0,0,0,0,107,39,0,0,0,0,39,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,47,0,0,0,0,47,0,0,0,0,0,0,9,0,0,0,0,10,209,0,0,0,3,205
POA2874,84,0,0,0,0,84,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,3,0,0,6,3,0,0,0,0,4,19,0,3,0,0,24,4,0,0,0,0,4,6,0,0,0,0,6,157,0,3,0,0,158
POA2875,160,0,0,0,0,164,93,0,0,3,0,93,8,0,0,0,0,8,4,0,0,0,0,4,46,0,0,0,0,46,3,0,8,0,0,7,11,0,0,0,0,11,5,0,0,0,0,5,74,0,8,0,0,82,3,0,0,0,0,3,14,0,0,0,0,18,339,0,10,6,3,354
POA2876,64,0,0,0,0,66,33,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,5,0,0,0,0,5,5,0,0,0,0,5,128,0,0,0,3,135
POA2877,522,0,0,3,3,535,334,0,0,4,0,341,72,0,8,0,0,82,69,0,4,0,0,74,145,0,7,4,0,155,45,3,0,0,0,42,44,0,12,3,0,62,25,0,0,0,0,32,398,6,31,5,0,444,15,0,0,0,0,15,58,0,5,3,0,66,1331,8,40,16,3,1394
POA2878,48,0,0,0,3,52,9,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,4,0,0,0,0,4,28,0,0,0,0,35,3,0,0,0,0,3,9,0,0,0,0,7,100,0,0,0,3,107
POA2879,105,0,0,0,0,101,24,0,0,0,0,24,3,0,0,0,0,3,22,3,3,0,0,32,15,0,0,0,0,15,7,0,0,0,0,7,15,3,0,0,0,21,5,0,0,0,0,5,77,3,4,0,0,91,3,0,0,0,0,4,10,3,0,0,3,15,212,12,5,3,7,240
POA2880,3056,31,9,7,7,3106,2138,14,0,4,5,2163,556,48,41,0,0,652,70,21,24,0,0,120,569,29,30,0,6,625,22,4,21,0,0,45,189,9,20,4,3,226,60,0,7,0,0,68,1466,112,146,6,6,1737,37,3,7,0,0,51,263,8,20,5,8,301,6955,164,184,26,27,7358
POA2898,48,0,0,0,0,48,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,19,0,0,0,0,19,7,0,0,0,0,7,42,0,0,0,0,42,3,0,0,0,0,3,13,0,0,0,0,13,132,0,0,0,0,132
